company_key,name,n_mentions,first_doc_id
bernardmaridortdombamparlibreville,"Bernard Maridort, DOM-LES-BAM par Libreville",1,afrique-equatoriale-aec-1951-aef-cameroun-6d0821
francecongobp,"Nouvelle Société France-Congo, B. P",1,afrique-equatoriale-aec-1951-aef-cameroun-6d0821
officeboisef,Office des bois de l'A.-E. F,1,afrique-equatoriale-aec-1951-aef-cameroun-6d0821
officemetropolitaininteretscoloniaux,Office métropolitain d'intérêts coloniaux,1,afrique-equatoriale-aec-1951-aef-cameroun-6d0821
okoumeanenghe,L'Okoumé d'Anenghé,1,afrique-equatoriale-aec-1951-aef-cameroun-6d0821
plantationsabenelang,Plantations d'Aben Elang,1,afrique-equatoriale-aec-1951-aef-cameroun-6d0821
plantationsterresrouges,« Plantations des Terres Rouges »,1,afrique-equatoriale-aec-1951-aef-cameroun-6d0821
scieriesfrancogabonaises,Scieries franco-gabonaises,1,afrique-equatoriale-aec-1951-aef-cameroun-6d0821
africaineimportationsindustriellescommerciales,Société africaine d'importations industrielles et commerciales,1,afrique-equatoriale-aec-1951-aef-cameroun-6d0821
gentil,GENTIL,1,afrique-equatoriale-aec-1951-aef-cameroun-6d0821
applicationpeinturesafrique,Société d'application de peintures en Afrique,1,afrique-equatoriale-aec-1951-aef-cameroun-6d0821
auxiliairematerielafricaine,Société auxiliaire de matériel africaine,1,afrique-equatoriale-aec-1951-aef-cameroun-6d0821
boisafricainscontreplaquesgabon,Société des bois africains contreplaqués du Gabon,1,afrique-equatoriale-aec-1951-aef-cameroun-6d0821
boisafricainscontreplaquesmoyencongo,Société des bois africains contreplaqués du Moyen-Congo,1,afrique-equatoriale-aec-1951-aef-cameroun-6d0821
commercialeestuairebp149,"Société commerciale de l'Estuaire, B. P 149",1,afrique-equatoriale-aec-1951-aef-cameroun-6d0821
commercialebp,"Société commerciale française, B. P",1,afrique-equatoriale-aec-1951-aef-cameroun-6d0821
congolaiseexploitationsforestieresindustriellesagricoles,"Société congolaise d'exploitations forestières, industrielles, agricoles et",1,afrique-equatoriale-aec-1951-aef-cameroun-6d0821
entreprisesafricainesforestieres,Société d'entreprises africaines forestières,1,afrique-equatoriale-aec-1951-aef-cameroun-6d0821
exploitationsforestieresindustrielles,Société d'exploitations forestières et industrielles,1,afrique-equatoriale-aec-1951-aef-cameroun-6d0821
exportateurscommissionnairesboisafricains,Société des exportateurs et commissionnaires en bois africains,1,afrique-equatoriale-aec-1951-aef-cameroun-6d0821
fibrescoloniales,Société des fibres coloniales,1,afrique-equatoriale-aec-1951-aef-cameroun-6d0821
forestiereazingo,Société forestière d'Azingo,1,afrique-equatoriale-aec-1951-aef-cameroun-6d0821
forestieremayumba,Société forestière de Mayumba,1,afrique-equatoriale-aec-1951-aef-cameroun-6d0821
forestiereniaripointenoirereprisparsckn,"Société forestière du Niari, POINTE NOIRE [Repris par SCKN",1,afrique-equatoriale-aec-1951-aef-cameroun-6d0821
hautemondah,Société de la Haute-Mondah,1,afrique-equatoriale-aec-1951-aef-cameroun-6d0821
importationexportationmaterielindustrielbrazzaville,Société d'importation et d'exportation du matériel industriel à Brazzaville,1,afrique-equatoriale-aec-1951-aef-cameroun-6d0821
importationmaterieloutillagemarchandises,"Société d'importation de matériel, d'outillage et de marchandises",1,afrique-equatoriale-aec-1951-aef-cameroun-6d0821
unioncommercialeoubangui,Union commerciale de l'Oubangui,1,afrique-equatoriale-aec-1951-aef-cameroun-6d0821
unionindustrielleforestiereagricolecongoocean,"Union industrielle, forestière et agricole Congo-Ocean",1,afrique-equatoriale-aec-1951-aef-cameroun-6d0821
cimentsmateriauxconstructionafriqueequatoriale,Ciments et matériaux de construction de l'Afrique équatoriale française,1,afrique-equatoriale-aec-1951-aef-cameroun-6d0821
congolaiseindustrie,Cie Congolaise pour l'industrie,1,afrique-equatoriale-aec-1951-aef-cameroun-6d0821
constructionstravauxpublicsbp,"Cie de constructions et de travaux publics, B. P",1,afrique-equatoriale-aec-1951-aef-cameroun-6d0821
diamantifereauriferehautesangha,Cie diamantifère et aurifère de la Haute-Sangha,1,afrique-equatoriale-aec-1951-aef-cameroun-6d0821
diamantiferedarchalla,Cie diamantifère du Dar-Challa,1,afrique-equatoriale-aec-1951-aef-cameroun-6d0821
eauxetrangerunion,Cie générale des eaux pour l'étranger et l'Union française,1,afrique-equatoriale-aec-1951-aef-cameroun-6d0821
minierekoulamoutou,Compagnie minière de Koula-Moutou,1,afrique-equatoriale-aec-1951-aef-cameroun-6d0821
recherchesauriferesgabon,Cie de recherches aurifères au Gabon,1,afrique-equatoriale-aec-1951-aef-cameroun-6d0821
energieelectriqueportgentilport,"Énergie électrique de Port-Gentil, PORT",1,afrique-equatoriale-aec-1951-aef-cameroun-6d0821
entreprisesdesplatslefevre,Entreprises Desplats et Lefèvre,1,afrique-equatoriale-aec-1951-aef-cameroun-6d0821
groupementgabonais,Groupement gabonais S. A,1,afrique-equatoriale-aec-1951-aef-cameroun-6d0821
messageriesautomobilescedujardin,Messageries automobiles C.-E. Dujardin,1,afrique-equatoriale-aec-1951-aef-cameroun-6d0821
africainechaussuresbp,"Société africaine de chaussures, B. P",1,afrique-equatoriale-aec-1951-aef-cameroun-6d0821
africaineconstructionscivilesindustriellesbp,"Société africaine de constructions civiles et industrielles, B. P",1,afrique-equatoriale-aec-1951-aef-cameroun-6d0821
africaineentreprises19562274,Société africaine d'entreprises [1956 / 2274,1,afrique-equatoriale-aec-1951-aef-cameroun-6d0821
africaineentreprisesindustriellesimmobilieresbp,"Société africaine d'entreprises industrielles et immobilières, B. P",1,afrique-equatoriale-aec-1951-aef-cameroun-6d0821
africaineprospectionexploitation,Société africaine de prospection et d'exploitation,1,afrique-equatoriale-aec-1951-aef-cameroun-6d0821
commercialediamant,Société commerciale du diamant,1,afrique-equatoriale-aec-1951-aef-cameroun-6d0821
congolaiseentreprisesmaritimesbp,"Société congolaise d'entreprises maritimes, B. P",1,afrique-equatoriale-aec-1951-aef-cameroun-6d0821
equatorialetravauxpublicsbp,"Société équatoriale de travaux publics, B. P",1,afrique-equatoriale-aec-1951-aef-cameroun-6d0821
explorationsminieres,Société française d'explorations minières,1,afrique-equatoriale-aec-1951-aef-cameroun-6d0821
immobiliereafriqueequatoriale,Société immobilière de l'Afrique Équatoriale,1,afrique-equatoriale-aec-1951-aef-cameroun-6d0821
industrielleagricoletabaccolonial,Société industrielle et agricole du tabac colonial,1,afrique-equatoriale-aec-1951-aef-cameroun-6d0821
minieredimonika,Société minière de Dimonika,1,afrique-equatoriale-aec-1951-aef-cameroun-6d0821
minieredulosfreres,Société minière Dulos frères [devenue Société minière de Carnot,1,afrique-equatoriale-aec-1951-aef-cameroun-6d0821
minierekouilouarret1962prodcumulee,Société minière du Kouilou [arrêt en 1962. Prod. cumulée,1,afrique-equatoriale-aec-1951-aef-cameroun-6d0821
minieremayumbe,Société minière du Mayumbé,1,afrique-equatoriale-aec-1951-aef-cameroun-6d0821
minieremoboma,Société minière de la Moboma,1,afrique-equatoriale-aec-1951-aef-cameroun-6d0821
minierenyanga,Société minière de la Nyanga,1,afrique-equatoriale-aec-1951-aef-cameroun-6d0821
miniereogoouelobaye,Société minière de l'Ogooué-Lobaye,1,afrique-equatoriale-aec-1951-aef-cameroun-6d0821
miniereouarrapointenoiremoyencongo,"Société minière de l'Ouarra, POINTE-NOIRE, Moyen-Congo",1,afrique-equatoriale-aec-1951-aef-cameroun-6d0821
petrolesafriqueequatoriale,Société des pétroles d'Afrique Équatoriale française,1,afrique-equatoriale-aec-1951-aef-cameroun-6d0821
tchadafriqueequatorialeentrepriseschemin,Société du Tchad et d'Afrique équatoriale des Entreprises Chemin,1,afrique-equatoriale-aec-1951-aef-cameroun-6d0821
entreprisefondationstravauxhydrauliquessoletanche,Entreprise de fondations et travaux hydrauliques Solétanche,1,afrique-equatoriale-aec-1951-aef-cameroun-6d0821
transportscongooubanguitchad,Transports Congo-Oubangui-Tchad,1,afrique-equatoriale-aec-1951-aef-cameroun-6d0821
unionminiereafricaineberberati,"Union minière africaine, BERBERATI",1,afrique-equatoriale-aec-1951-aef-cameroun-6d0821
unionminierebascongounionminierepanafricaine,Union minière du Bas-Congo [= Union minière panafricaine à,1,afrique-equatoriale-aec-1951-aef-cameroun-6d0821
unionroutierecentreafricaine,"Union routière centre-africaine, Anct",1,afrique-equatoriale-aec-1951-aef-cameroun-6d0821
africaineboisremorquage,Société africaine de bois et de remorquage,1,afrique-equatoriale-aec-1951-aef-cameroun-6d0821
barnier,Barnier,1,afrique-equatoriale-aec-1951-aef-cameroun-6d0821
centrafrique,« Centrafrique »,1,afrique-equatoriale-aec-1951-aef-cameroun-6d0821
malec,Malec,1,afrique-equatoriale-aec-1951-aef-cameroun-6d0821
nilot,Nilot,1,afrique-equatoriale-aec-1951-aef-cameroun-6d0821
hrichard,H. Richard,1,afrique-equatoriale-aec-1951-aef-cameroun-6d0821
alt,Société Altex,1,afrique-equatoriale-aec-1951-aef-cameroun-6d0821
tannerieef,Tannerie de l'A.-E. F,1,afrique-equatoriale-aec-1951-aef-cameroun-6d0821
commercialecongolaise,Commerciale congolaise,1,afrique-equatoriale-aec-1951-aef-cameroun-6d0821
transequateur,« Transéquateur »,1,afrique-equatoriale-aec-1951-aef-cameroun-6d0821
forestieregabonaise,Cie forestière gabonaise,1,afrique-equatoriale-aec-1951-aef-cameroun-6d0821
minesbassilombo,Société des mines de Bassilombo,1,afrique-equatoriale-aec-1951-aef-cameroun-6d0821
miniereestoubangui,Société minière de l'Est-Oubangui,1,afrique-equatoriale-aec-1951-aef-cameroun-6d0821
transportsroutiersoubangui,Cie des transports routiers de l'Oubangui,1,afrique-equatoriale-aec-1951-aef-cameroun-6d0821
degrain,Degrain,1,afrique-equatoriale-aec-1951-aef-cameroun-6d0821
diasfreres,Dias frères,1,afrique-equatoriale-aec-1951-aef-cameroun-6d0821
oubanguiautomobile,Oubangui-Automobile,1,afrique-equatoriale-aec-1951-aef-cameroun-6d0821
santos,Santos et Cie,1,afrique-equatoriale-aec-1951-aef-cameroun-6d0821
entreprisescoloniales,Société d'entreprises coloniales,1,afrique-equatoriale-aec-1951-aef-cameroun-6d0821
socoma,SOCOMA,1,afrique-equatoriale-aec-1951-aef-cameroun-6d0821
bayard,Bayard,1,afrique-equatoriale-aec-1951-aef-cameroun-6d0821
belan,Belan,1,afrique-equatoriale-aec-1951-aef-cameroun-6d0821
bergermaisonplantationmpokoll,"Berger et Maison, plantation M'Poko ll",1,afrique-equatoriale-aec-1951-aef-cameroun-6d0821
nogue,Nogué,1,afrique-equatoriale-aec-1951-aef-cameroun-6d0821
agricolecommercialeminiere,"Société agricole, commerciale et minière",1,afrique-equatoriale-aec-1951-aef-cameroun-6d0821
riegler,Riegler,1,afrique-equatoriale-aec-1951-aef-cameroun-6d0821
irho,IRHO,1,afrique-equatoriale-aec-1951-aef-cameroun-6d0821
agencecamerounaiseassurances,Agence camerounaise d'assurances,1,afrique-equatoriale-aec-1951-aef-cameroun-6d0821
agencerepresentationcoloniale,Agence de représentation coloniale (A,1,afrique-equatoriale-aec-1951-aef-cameroun-6d0821
atelierschantiersafriqueequatoriale,Ateliers et Chantiers de l'Afrique Équatoriale,1,afrique-equatoriale-aec-1951-aef-cameroun-6d0821
auxiliairecoloniale,L'Auxiliaire coloniale,1,afrique-equatoriale-aec-1951-aef-cameroun-6d0821
banaramiepenja,"Banaramie, PENJA",1,afrique-equatoriale-aec-1951-aef-cameroun-6d0821
villeurbanne,VILLEURBANNE,1,afrique-equatoriale-aec-1951-aef-cameroun-6d0821
cafescameroun,Cafés du Cameroun,1,afrique-equatoriale-aec-1951-aef-cameroun-6d0821
colonialequipementbp,"Colonial Équipement, B. P",1,afrique-equatoriale-aec-1951-aef-cameroun-6d0821
bananes,Cie des bananes,1,afrique-equatoriale-aec-1951-aef-cameroun-6d0821
commercialehollandoafricainesingel,"Cie commerciale Hollando-Africaine, Singel",1,afrique-equatoriale-aec-1951-aef-cameroun-6d0821
exploitationautomobilecamerounyaounde,"Cie d'exploitation automobile au Cameroun, YAOUNDÉ",1,afrique-equatoriale-aec-1951-aef-cameroun-6d0821
depotspetrolierscamerounbp,"Cie française de dépôts pétroliers au Cameroun, B. P",1,afrique-equatoriale-aec-1951-aef-cameroun-6d0821
commerceexterieurbp,"Cie générale de commerce extérieur, B. P",1,afrique-equatoriale-aec-1951-aef-cameroun-6d0821
minierecameroundouala,Cie minière du Cameroun DOUALA,1,afrique-equatoriale-aec-1951-aef-cameroun-6d0821
pastoraleafricaine,Cie pastorale africaine,1,afrique-equatoriale-aec-1951-aef-cameroun-6d0821
comptoirafricainspecialitesautomobilesbp,"Comptoir africain de spécialités automobiles, B. P",1,afrique-equatoriale-aec-1951-aef-cameroun-6d0821
comptoircameroun,Comptoir général du Cameroun,1,afrique-equatoriale-aec-1951-aef-cameroun-6d0821
cooperativetransportconstruction,Coopérative de transport et de construction,1,afrique-equatoriale-aec-1951-aef-cameroun-6d0821
energieelectriquecamerounbp,"Énergie électrique du Cameroun, B. P",1,afrique-equatoriale-aec-1951-aef-cameroun-6d0821
entreprisebaudon,Entreprise Baudon,1,afrique-equatoriale-aec-1951-aef-cameroun-6d0821
francisbaurltd,Francis & Baur Ltd,1,afrique-equatoriale-aec-1951-aef-cameroun-6d0821
imprimeriecommercialecameroun,Imprimerie commerciale du Cameroun,1,afrique-equatoriale-aec-1951-aef-cameroun-6d0821
klngltdunileverhouselondonec,"Klng Ltd, Unilever House, LONDON E. C",1,afrique-equatoriale-aec-1951-aef-cameroun-6d0821
materielcolonialfusion1953avecentreprisesafricaines,Matériel Colonial [fusion en 1953 avec la Société d'entreprises africaines,1,afrique-equatoriale-aec-1951-aef-cameroun-6d0821
wbmacivercoltdroyalliverbuildingliverp00l,"W.-B Mac Iver and Co Ltd, Royal Liver Building, LIVERP00L",1,afrique-equatoriale-aec-1951-aef-cameroun-6d0821
plantationsnyombepenjanyombe,"Plantations de Nyombé-Penja, NYOMBÉ",1,afrique-equatoriale-aec-1951-aef-cameroun-6d0821
pronetjerome,"Pronet, Jérome et Cie",1,afrique-equatoriale-aec-1951-aef-cameroun-6d0821
cnrossides,C. N. Rossides et Cie,1,afrique-equatoriale-aec-1951-aef-cameroun-6d0821
africaineimportationsindustriellescommercialessafric,Société africaine d'importations industrielles et commerciales (SAFRIC,1,afrique-equatoriale-aec-1951-aef-cameroun-6d0821
africainetransitaffretement,Société africaine de transit et d'affrètement,1,afrique-equatoriale-aec-1951-aef-cameroun-6d0821
camerounaiseexportationbp,"Société camerounaise d'exportation, B. P",1,afrique-equatoriale-aec-1951-aef-cameroun-6d0821
centraleafricainecommerceindustrie,Société centrale africaine pour le commerce et l'industrie,1,afrique-equatoriale-aec-1951-aef-cameroun-6d0821
commercialecamerounaise,Société commerciale camerounaise,1,afrique-equatoriale-aec-1951-aef-cameroun-6d0821
commercialeindustrielleagricolecameroun,"Société commerciale, industrielle et agricole du Cameroun",1,afrique-equatoriale-aec-1951-aef-cameroun-6d0821
eauassainissement,Société « Eau et assainissement »,1,afrique-equatoriale-aec-1951-aef-cameroun-6d0821
entrepriseschimiquesroutierescameroun,Société d'entreprises chimiques et routières au Cameroun,1,afrique-equatoriale-aec-1951-aef-cameroun-6d0821
exploitationsforestieresindustriellescameroun,Société d'exploitations forestières et industrielles du Cameroun,1,afrique-equatoriale-aec-1951-aef-cameroun-6d0821
importationexportationmaterielindustriel,Société d'importation et d'exportation du matériel industriel,1,afrique-equatoriale-aec-1951-aef-cameroun-6d0821
meuniercamerounbp,"Société Meunier-Cameroun, B. P",1,afrique-equatoriale-aec-1951-aef-cameroun-6d0821
participationsminieresafriquecentrale,Société de participations minières en Afrique Centrale,1,afrique-equatoriale-aec-1951-aef-cameroun-6d0821
plantationsdjongopenjapenja,"Société des plantations de Djongo-Penja, PENJA",1,afrique-equatoriale-aec-1951-aef-cameroun-6d0821
recherchesauriferescamerouno,Société de recherches aurifères au Cameroun (S.O,1,afrique-equatoriale-aec-1951-aef-cameroun-6d0821
tropicaledroguerie,Société tropicale de droguerie,1,afrique-equatoriale-aec-1951-aef-cameroun-6d0821
tractafricmaisonprincipaledouala,"« Tract-Afric », maison principale à DOUALA",1,afrique-equatoriale-aec-1951-aef-cameroun-6d0821
uniontradingcameroun,Union Trading Cameroun,1,afrique-equatoriale-aec-1951-aef-cameroun-6d0821
auberyetabl,Aubéry (Établ,1,afrique-equatoriale-aec-1951-aef-cameroun-6d0821
cifetablenazarre,C.A.A.I.F.A. Établ. E. Nazarre,1,afrique-equatoriale-aec-1951-aef-cameroun-6d0821
africainefrancoanglaise,Cie africaine franco-anglaise,1,afrique-equatoriale-aec-1951-aef-cameroun-6d0821
exportationproduitscamerounais,Cie d'exportation des produits camerounais,1,afrique-equatoriale-aec-1951-aef-cameroun-6d0821
entrepriseradioelectricite,Entreprise générale de radio-électricité,1,afrique-equatoriale-aec-1951-aef-cameroun-6d0821
jourdandesrotour,Jourdan et Desrotour,1,afrique-equatoriale-aec-1951-aef-cameroun-6d0821
mssry,Mssry,1,afrique-equatoriale-aec-1951-aef-cameroun-6d0821
monkoury,Monkoury,1,afrique-equatoriale-aec-1951-aef-cameroun-6d0821
simaa,SIMAA,1,afrique-equatoriale-aec-1951-aef-cameroun-6d0821
hsuaresalmeida,H. de Suarès d'Almeida,1,afrique-equatoriale-aec-1951-aef-cameroun-6d0821
transitcamerounais,Transit Camerounais,1,afrique-equatoriale-aec-1951-aef-cameroun-6d0821
tropicalauto,« Tropical Auto »,1,afrique-equatoriale-aec-1951-aef-cameroun-6d0821
tabacscigarescigarettesjbastosafriquecentrale,"Société des tabacs, cigares et cigarettes J. Bastos de l'Afrique centrale",1,afrique-equatoriale-aec-1951-aef-cameroun-6d0821
africaineplacagesportgentil,"Cie Africaine de placages, PORT-GENTIL, A",1,afrique-equatoriale-africaine-de-placages-90981c
francbascongo,Cie Franç. du BAS-CONGO,1,afrique-equatoriale-ann-indus-1925-aef-bf6791
basogooue,BAS-OGOOUÉ,1,afrique-equatoriale-ann-indus-1925-aef-bf6791
fsecongocameroun,Cie Fse des CONGO-CAMEROUN,1,afrique-equatoriale-ann-indus-1925-aef-bf6791
exportateurcongolais,L'EXPORTATEUR CONGOLAIS,1,afrique-equatoriale-ann-indus-1925-aef-bf6791
hautcomo,HAUT-COMO,1,afrique-equatoriale-ann-indus-1925-aef-bf6791
fsehautcongo,Cie Fse du HAUT-CONGO,1,afrique-equatoriale-ann-indus-1925-aef-bf6791
meyer,MEYER,1,afrique-equatoriale-ann-indus-1925-aef-bf6791
nkeme,Cie de l'N'KÉMÉ,1,afrique-equatoriale-ann-indus-1925-aef-bf6791
frseouhame,Cie frse de l'OUHAMÉ,1,afrique-equatoriale-ann-indus-1925-aef-bf6791
guinard,Guinard,1,afrique-equatoriale-ann-indus-1925-aef-bf6791
quilliard,QUILLIARD,1,afrique-equatoriale-ann-indus-1925-aef-bf6791
broet,BROET,1,afrique-equatoriale-ann-indus-1938-aef-884e7d
constructions,CONSTRUCTIONS,1,afrique-equatoriale-ann-indus-1938-aef-884e7d
marceau,Marceau,1,afrique-equatoriale-ann-indus-1938-aef-884e7d
plantationsnyombepenja,PLANTATIONS DE NYOMBÉ-PENJA,1,afrique-equatoriale-ann-indus-1938-aef-884e7d
vaissier,VAISSIER,1,afrique-equatoriale-ann-indus-1938-aef-884e7d
banquenationalecentrafricainedepots,Banque nationale centrafricaine de dépôts,1,afrique-equatoriale-bncd-bangui-af9487
bongolalokundjisic,Bongola-Lokundji [sic,1,afrique-equatoriale-bongola-lokundje-nyong-9dba61
brasserieslimonaderiescongo,Brasseries et limonaderies du Congo,1,afrique-equatoriale-bralico-9e8b28
cavescongolaisesbrazzavilleleopoldville,"Caves congolaises, Brazzaville, Léopoldville",1,afrique-equatoriale-caves-congolaises-124113
jeanbouruetaubertotpresid,"Jean Bouruet-Aubertot, présid",1,afrique-equatoriale-cefa-gabon-f9a898
industrielleouvragestextilebangui,Compagnie industrielle d'ouvrages en textile à Bangui,1,afrique-equatoriale-ciot-bangui-02adb1
boismayumbe,Compagnie des Bois du Mayumbé,1,afrique-equatoriale-coboma-7e196f
rayecote,Rayé de la cote,1,afrique-equatoriale-compagnie-de-mossamedes-3960b0
consortiumforestiermaritimecheminsfercf,Consortium forestier et maritime des chemins de fer français (C. F,1,afrique-equatoriale-consortiums-forestier-0c21ee
listeprincipalesentreprisescameroun,Liste des principales entreprises au Cameroun,1,afrique-equatoriale-entreprises-cameroun-1929-00969c
etsgleroycentrafrique,Éts G. Leroy -Centrafrique,1,afrique-equatoriale-ets-g-leroy-centrafrique-9191b3
grandsmoulinscongo,Grands Moulins du Congo,1,afrique-equatoriale-grands-moulins-congo-ddb360
okoumechantiersforestiersgabonparguylasserre,Okoumé et chantiers forestiers au Gabon par Guy Lasserre,1,afrique-equatoriale-lasserre-okoume-1955-bc6f31
camerounaiseverrerie,Société Camerounaise de Verrerie,1,afrique-equatoriale-socaver-douala-21dc33
forestieremayombedimonikamvouti,"Société Forestière de Mayombe, Dimonika-M'Vouti",1,afrique-equatoriale-soforma-70d196
multinationaledeveloppementindustriesalimentairesagricoles,Société multinationale de développement pour les industries alimentaires et agricoles,1,afrique-equatoriale-somdiaa-37d40b
sucriereniari,Société Sucrière du Niari,1,afrique-equatoriale-sosuniari-fa9f72
sultanatshautoubanguivusparcatherinecoqueryvidrovitch,Sultanats du Haut-Oubangui vus par Catherine Coquery-Vidrovitch,1,afrique-equatoriale-sultanats-par-ccv-5cf715
francoafricaineetudesparticipationsinitialement,Société franco-africaine d'études et de participations [initialement Société,1,afrique-occidentale-aec-1922-aof-togo-9cef7c
auxiliaireafricainedeveloppementcommerceindustrie,"Société auxiliaire africaine pour le développement du commerce, de l'industrie",1,afrique-occidentale-aec-1922-aof-togo-9cef7c
colonialbank,The Colonial Bank,1,afrique-occidentale-aec-1922-aof-togo-9cef7c
jbernardputhod,"J. Bernard, Puthod et Cie",1,afrique-occidentale-aec-1922-aof-togo-9cef7c
clastresplantey,Clastres et Plantey,1,afrique-occidentale-aec-1922-aof-togo-9cef7c
clastresplanteyseugnet,Clastres et Plantey et Seugnet,1,afrique-occidentale-aec-1922-aof-togo-9cef7c
colonialeafricaine,Cie coloniale africaine,1,afrique-occidentale-aec-1922-aof-togo-9cef7c
commercialeextremeorient,Cie commerciale française d'Extrême-Orient,1,afrique-occidentale-aec-1922-aof-togo-9cef7c
cotoncolonial,Cie française du coton colonial,1,afrique-occidentale-aec-1922-aof-togo-9cef7c
commerceindustrieparisservice,"Cie générale française pour le commerce et l'industrie, PARIS. (Service",1,afrique-occidentale-aec-1922-aof-togo-9cef7c
comptoirslyonnaisafriqueoccidentale,Comptoirs Lyonnais de l'Afrique occidentale,1,afrique-occidentale-aec-1922-aof-togo-9cef7c
johnholtcoltdroyalliverpoolbuildingliverpool,"John Holt and Co Ltd, Royal Liverpool Building, LIVERPOOL",1,afrique-occidentale-aec-1922-aof-togo-9cef7c
jabrefreres,Jabre frères,1,afrique-occidentale-aec-1922-aof-togo-9cef7c
richardwilliamkingltdroyalliverbuildingliverpool,"Richard and William King Ltd, Royal Liver Building, LIVERPOOL",1,afrique-occidentale-aec-1922-aof-togo-9cef7c
magnefreresvalicon,Magne frères et Valicon,1,afrique-occidentale-aec-1922-aof-togo-9cef7c
gpaillardrouanet,G. Paillard et Rouanet,1,afrique-occidentale-aec-1922-aof-togo-9cef7c
charlesregnault,Charles Regnault,1,afrique-occidentale-aec-1922-aof-togo-9cef7c
rschlebersalacroux,R. Schleber et Salacroux,1,afrique-occidentale-aec-1922-aof-togo-9cef7c
africaineetudescommercialesindustrielles,Société africaine d'études commerciales et industrielles,1,afrique-occidentale-aec-1922-aof-togo-9cef7c
weilljlaugapaulsoucail,"Weill, J. Lauga, Paul Soucail",1,afrique-occidentale-aec-1922-aof-togo-9cef7c
commercialesenegal,Société commerciale du Sénégal,1,afrique-occidentale-aec-1922-aof-togo-9cef7c
unioncommercialedahomeennedahomey,Union commerciale dahoméenne Société française du Dahomey,1,afrique-occidentale-aec-1922-aof-togo-9cef7c
importationproduitscoloniaux,Société d'importation de produits coloniaux,1,afrique-occidentale-aec-1922-aof-togo-9cef7c
industriellecommercialeagricoleguinee,"Société industrielle, commerciale et agricole de la Guinée française",1,afrique-occidentale-aec-1922-aof-togo-9cef7c
pacifique,Société du Pacifique,1,afrique-occidentale-aec-1922-aof-togo-9cef7c
palmador1,Société Palmador 1,1,afrique-occidentale-aec-1922-aof-togo-9cef7c
saaficombo112,Société Saafi-Combo 112,1,afrique-occidentale-aec-1922-aof-togo-9cef7c
psoucail138alleestourny,"P. Soucail et Cie 138, allées de Tourny",1,afrique-occidentale-aec-1922-aof-togo-9cef7c
fswauzyltd,F. and A. Swauzy Ltd,1,afrique-occidentale-aec-1922-aof-togo-9cef7c
vallarichard,Valla et Richard,1,afrique-occidentale-aec-1922-aof-togo-9cef7c
johnwalkdencoltd80princessstreetmanchester,"John Walkden and Co Ltd 80, Princess street, MANCHESTER",1,afrique-occidentale-aec-1922-aof-togo-9cef7c
colonialeexploitationetablissementsconcessionsprocedes,"Cie coloniale pour l'exploitation des établissements, concessions et procédés",1,afrique-occidentale-aec-1922-aof-togo-9cef7c
cotiereafrique,Cie côtière d'Afrique,1,afrique-occidentale-aec-1922-aof-togo-9cef7c
financierecolonies,« La Financière des Colonies »,1,afrique-occidentale-aec-1922-aof-togo-9cef7c
huilerieouestafricain,Huilerie Ouest-Africain,1,afrique-occidentale-aec-1922-aof-togo-9cef7c
pecheriespescada,Société anon. de Pêcheries « Pescada »,1,afrique-occidentale-aec-1922-aof-togo-9cef7c
senegal10,« Sénégal » 10,1,afrique-occidentale-aec-1922-aof-togo-9cef7c
colonialeentreprisemorosinidevafricaine,Société anon. coloniale de l'entreprise Morosini [dev. Cie africaine,1,afrique-occidentale-aec-1922-aof-togo-9cef7c
immobilierethies20,Société immobilière de Thiès 20,1,afrique-occidentale-aec-1922-aof-togo-9cef7c
productionsindustriellesagricoles,Société de productions industrielles et agricoles,1,afrique-occidentale-aec-1922-aof-togo-9cef7c
etablissementsrouxbaudrandfreresactivitesivoiriennesfilialisees1925,Établissements Roux-Baudrand frères [activités ivoiriennes filialisées en 1925,1,afrique-occidentale-aec-1922-aof-togo-9cef7c
agricolembalohermelinnecker,Société agricole M'Balo Hermelin-Necker et Cie,1,afrique-occidentale-aec-1922-aof-togo-9cef7c
jneveufils169,J. Neveu et fils 169,1,afrique-occidentale-aec-1922-aof-togo-9cef7c
africainefruitiereimportation,Société africaine fruitière d'importation,1,afrique-occidentale-aec-1922-aof-togo-9cef7c
exploitationboisproduitecoloniaux,Société d'exploitation de bois et produite coloniaux,1,afrique-occidentale-aec-1922-aof-togo-9cef7c
usinagebois,L'Usinage du bois,1,afrique-occidentale-aec-1922-aof-togo-9cef7c
commercecolonial,Cie française de commerce colonial,1,afrique-occidentale-aec-1922-aof-togo-9cef7c
jbidouil,J. Bidouil et Cie,1,afrique-occidentale-aec-1922-aof-togo-9cef7c
castagnedelorme,Castagné et Delorme,1,afrique-occidentale-aec-1922-aof-togo-9cef7c
emilecharrier,Émile Charrier et Cie,1,afrique-occidentale-aec-1922-aof-togo-9cef7c
continval,L. Continval,1,afrique-occidentale-aec-1922-aof-togo-9cef7c
paulenjalbal,Paul Enjalbal,1,afrique-occidentale-aec-1922-aof-togo-9cef7c
hmaillard,H. Maillard,1,afrique-occidentale-aec-1922-aof-togo-9cef7c
marcelrolland26,Marcel Rolland 26,1,afrique-occidentale-aec-1922-aof-togo-9cef7c
jeansem,Jean Sem,1,afrique-occidentale-aec-1922-aof-togo-9cef7c
