doc_id,pdf_url,entry_type,name_listed,name_normalised,acronym,alias,principal_name,place_listed,legal_form_listed,year_start,year_end,person_surname,person_given,birth_year,death_year,region,country,sector,group_path,group_depth,all_regions,all_sectors,n_listings,qualifiers,note,source_page,title_raw
inde-indochine-le-bucheron-saigon-fa0115,https://entreprises-coloniales.fr/inde-indochine/Le_Bucheron-Saigon.pdf,company,"Bûcheron (Le)(Vo-Doan-At), Saïgon",Le Bûcheron,,Vo-Doan-At,,Saïgon,,,,,,,,Indochine,Indochine,"Bois, meubles, papier, allumettes",,0,Inde et Indochine; Indochine,"Bois, meubles, papier, allumettes",1,Le; Vo-Doan-At,ébénisterie,indochine.html,"Bûcheron (Le)(Vo-Doan-At), Saïgon : ébénisterie"
inde-indochine-le-casino-hongay-1e2e59,https://entreprises-coloniales.fr/inde-indochine/Le_Casino-Hongay.pdf,company,"Le Casino, Hongay cinéma-théâtre","Le Casino, Hongay cinéma-théâtre",,,,,,,,,,,,Indochine,Indochine,Cinémas et théâtres de l'Indochine (du nord au sud),Tonkin (du nord au sud),1,Indochine,Cinémas et théâtres de l'Indochine (du nord au sud),1,,,indochine.html,"Le Casino, Hongay cinéma-théâtre"
inde-indochine-le-guidec-henri-vanille-4facb6,https://entreprises-coloniales.fr/inde-indochine/Le_Guidec_Henri-vanille.pdf,company,Le Guidec (Henri),Le Guidec,,,Henri,,,,,,,,,Indochine,Indochine,"Café, thé, épices, coco, quinquina, vanille",,0,Inde et Indochine; Indochine,"Café, thé, épices, coco, quinquina, vanille",1,Henri,pionnier de la vanille en Cochinchine,indochine.html,Le Guidec (Henri) : pionnier de la vanille en Cochinchine
inde-indochine-le-milon-et-cie-haiphong-de5e8a,https://entreprises-coloniales.fr/inde-indochine/Le_Milon_et_Cie-Haiphong.pdf,person,"Le Milon & Cie (Louis), Haïphong",Le Milon & Cie,,,Louis,Haïphong,,,,Le Milon & Cie,Louis,,,Indochine,Indochine,Transports terrestres et garages,,0,Inde et Indochine; Indochine,Transports terrestres et garages,1,Louis,"carrossier, transporteur, commerçant, croquemort, entrepreneur",indochine.html,"Le Milon & Cie (Louis), Haïphong : carrossier, transporteur, commerçant, croquemort, entrepreneur"
inde-indochine-le-nestour-rachgia-14adf5,https://entreprises-coloniales.fr/inde-indochine/Le_Nestour_Rachgia.pdf,company,"Le Nestour (Hyacinthe)(1854-1926) et descendants, Rachgia, île de la Tortue (Hon-Tré)","Le Nestour et descendants, Rachgia, île de la Tortue",,Hyacinthe; Hon-Tré,,,,1854,1926,,,,,Indochine,Indochine,"Café, thé, épices, coco, quinquina, vanille",,0,Inde et Indochine; Indochine,"Café, thé, épices, coco, quinquina, vanille",1,Hyacinthe; 1854-1926; Hon-Tré,"planteur d'arbres fruitiers, poivriers, cocotiers",indochine.html,"Le Nestour (Hyacinthe)(1854-1926) et descendants, Rachgia, île de la Tortue (Hon-Tré) : planteur d'arbres fruitiers, poivriers, cocotiers"
inde-indochine-le-normand-c-gaullistes-604a6a,https://entreprises-coloniales.fr/inde-indochine/Le_Normand_c._gaullistes.pdf,company,Transports automobiles indochinois (Société des)(STAI),Société des Transports automobiles indochinois,STAI,,,,,,,,,,,Indochine,Indochine,Transports terrestres et garages,,0,Inde et Indochine; Indochine,Transports terrestres et garages,1,Société des; STAI,"Le Normand, ancien directeur de la STAI, pourfend les « de Gaullistes »",indochine.html,"Transports automobiles indochinois (Société des)(STAI) : Le Normand, ancien directeur de la STAI, pourfend les « de Gaullistes »"
inde-indochine-le-petit-tonkinois-034b0e,https://entreprises-coloniales.fr/inde-indochine/Le_Petit_Tonkinois.pdf,company,"Petit Tonkinois (Le)(1900-1905)(Guillaume Jollivet), Hanoï",Le Petit Tonkinois,,Guillaume Jollivet,,Hanoï,,1900,1905,,,,,Indochine,Indochine,"Imprimerie, presse, édition",Hebdomadaires,1,Inde et Indochine; Indochine,"Imprimerie, presse, édition",1,Le; 1900-1905; Guillaume Jollivet,,indochine.html,"Petit Tonkinois (Le)(1900-1905)(Guillaume Jollivet), Hanoï"
inde-indochine-le-pho-peintre-a8073c,https://entreprises-coloniales.fr/inde-indochine/Le-Pho-peintre.pdf,company,"Lê-Phô, Hanoï",Lê-Phô,,,,Hanoï,,,,,,,,Indochine,Indochine,"Artistes peintres, sculpteurs et galeries",,0,Inde et Indochine; Indochine,"Artistes peintres et galeries; Artistes peintres, sculpteurs et galeries",2,,artiste peintre hanoïen,indochine.html,"Lê-Phô, Hanoï : artiste peintre hanoïen"
inde-indochine-le-roy-des-barres-hanoi-6033e6,https://entreprises-coloniales.fr/inde-indochine/Le_Roy_des_Barres-Hanoi.pdf,person,"Le Roy des Barres (Dr Adrien)(1872-1945), Hanoï",Le Roy des Barres,,,Adrien,Hanoï,,,,Le Roy des Barres,Dr Adrien,1872,1945,Indochine,Indochine,Santé,Tonkin,1,Inde et Indochine; Indochine,Santé,1,Dr Adrien; 1872-1945,"le médecin, l'homme d'affaires, l'homme politique",indochine.html,"Le Roy des Barres (Dr Adrien)(1872-1945), Hanoï : le médecin, l'homme d'affaires, l'homme politique"
inde-indochine-le-roy-haiphong-dapcau-868be9,https://entreprises-coloniales.fr/inde-indochine/Le_Roy-Haiphong&Dapcau.pdf,company,"Le Roy (Eugène), Haïphong. Fonderie et fabrication de ponts en fer à Dap-cau","Le Roy, Haïphong. Fonderie et fabrication de ponts en fer à Dap-cau",,,Eugène,,,,,,,,,Indochine,Indochine,"Bâtiment-travaux publics, matériaux de construction, céramiques",,0,Inde et Indochine; Indochine,"Bâtiment-travaux publics, matériaux de construction, céramiques",1,Eugène,,indochine.html,"Le Roy (Eugène), Haïphong. Fonderie et fabrication de ponts en fer à Dap-cau"
inde-indochine-le-tonkin-haiphong-dbb9a4,https://entreprises-coloniales.fr/inde-indochine/Le_Tonkin-Haiphong.pdf,company,"Tonkin (Le)(1891-1893)(Queyroul, Goërg, Knosp, Bonnafont), Le Réveil du Tonkin (1892-1893)(Bonnafont), Haïphong","Le Tonkin, Le Réveil du Tonkin",,"Queyroul, Goërg, Knosp, Bonnafont; 1892-1893; Bonnafont",,Haïphong,,1891,1893,,,,,Indochine,Indochine,"Imprimerie, presse, édition",Les principaux quotidiens ou plurihedomadaires,1,Inde et Indochine; Indochine,"Imprimerie, presse, édition",1,"Le; 1891-1893; Queyroul, Goërg, Knosp, Bonnafont; 1892-1893; Bonnafont",,indochine.html,"Tonkin (Le)(1891-1893)(Queyroul, Goërg, Knosp, Bonnafont), Le Réveil du Tonkin (1892-1893)(Bonnafont), Haïphong"
inde-indochine-lecacheux-cie-con-voi-c8bdff,https://entreprises-coloniales.fr/inde-indochine/Lecacheux_&_Cie-Con-voi.pdf,company,"Lecacheux et Cie (Louis), Con-voi, par Lê-my (rivière Claire)","Lecacheux et Cie, Con-voi, par Lê-my",,rivière Claire,Louis,,,,,,,,,Indochine,Indochine,"Rizières, rizeries, négoce de riz et autres céréales",,0,Inde et Indochine; Indochine,"Rizières, rizeries, négoce de riz et autres céréales",1,Louis; rivière Claire,"5.474 hecatres. Rizières, exploitation forestière, projet de féculerie de manioc…",indochine.html,"Lecacheux et Cie (Louis), Con-voi, par Lê-my (rivière Claire) : 5.474 hecatres. Rizières, exploitation forestière, projet de féculerie de manioc…"
inde-indochine-leconte-emile-cafe-6dc791,https://entreprises-coloniales.fr/inde-indochine/Leconte_Emile-cafe.pdf,company,"Leconte (Émile), Côc-thôn (Tonkin)","Leconte, Côc-thôn",,Tonkin,Émile,,,,,,,,,Indochine,Indochine,"Café, thé, épices, coco, quinquina, vanille",,0,Inde et Indochine; Indochine,"Café, thé, épices, coco, quinquina, vanille",1,Émile; Tonkin,café,indochine.html,"Leconte (Émile), Côc-thôn (Tonkin) : café"
inde-indochine-leduc-haiphong-tissus-b8fe53,https://entreprises-coloniales.fr/inde-indochine/Leduc_Haiphong_tissus.pdf,company,"Leduc (Jules, puis Henri), Haïphong",Leduc,,"Jules, puis Henri",,Haïphong,,,,,,,,Indochine,Indochine,Commerce,,0,Inde et Indochine; Indochine,Commerce,1,"Jules, puis Henri",tissus,indochine.html,"Leduc (Jules, puis Henri), Haïphong : tissus"
inde-indochine-lefebvre-henri-et-janou-ea5811,https://entreprises-coloniales.fr/inde-indochine/Lefebvre_Henri_et_Janou.pdf,company,Lefebvre (Henri et sa fille Janou),Lefebvre,,,,,sa,,,,,,,Indochine,Indochine,"Bâtiment-travaux publics, matériaux de construction, céramiques",,0,Inde et Indochine; Indochine,"Bâtiment-travaux publics, matériaux de construction, céramiques",1,Henri et sa fille Janou,de l'hydraulique agricole aux podiums olympiques en équitation,indochine.html,Lefebvre (Henri et sa fille Janou) : de l'hydraulique agricole aux podiums olympiques en équitation
inde-indochine-legion-honneur-1886-1944-ic-ffad97,https://entreprises-coloniales.fr/inde-indochine/Legion_honneur_1886-1944-IC.pdf,source_document,"Légion d'honneur en Indochine (titulaires ayant exercé une activité civile ou une activité militaire à caractère industriel), 684 p.","Légion d'honneur en Indochine, 684 p.",,titulaires ayant exercé une activité civile ou une activité militaire à caractère industriel,,,,,,,,,,Indochine,Indochine,Documents généraux (par ordre chronologique),,0,Inde et Indochine; Indochine,Documents généraux (par ordre chronologique),1,titulaires ayant exercé une activité civile ou une activité militaire à caractère industriel,,indochine.html,"Légion d'honneur en Indochine (titulaires ayant exercé une activité civile ou une activité militaire à caractère industriel), 684 p."
inde-indochine-legion-honneur-1931-inde-d8a0bd,https://entreprises-coloniales.fr/inde-indochine/Legion_honneur_1931-Inde.pdf,source_document,Légions d'honneur indiennes,Légions d'honneur indiennes,,,,,,,,,,,,Inde francaise,Inde (Comptoirs français de l’),Documents généraux,,0,Inde et Indochine; Inde francaise,Documents généraux,1,,promotion de l'Exposition coloniale de 1931,inde.html,Légions d'honneur indiennes : promotion de l'Exposition coloniale de 1931
inde-indochine-lejeune-freres-vinh-381586,https://entreprises-coloniales.fr/inde-indochine/Lejeune_freres-Vinh.pdf,company,"Lejeune frères, Vinh",Lejeune frères,,,,Vinh,,,,,,,,Indochine,Indochine,"Café, thé, épices, coco, quinquina, vanille",,0,Inde et Indochine; Indochine,"Café, thé, épices, coco, quinquina, vanille",1,,,indochine.html,"Lejeune frères, Vinh"
inde-indochine-leon-carpentier-saigon-corroyeur-cbc273,https://entreprises-coloniales.fr/inde-indochine/Leon_Carpentier_Saigon_corroyeur.pdf,person,"Carpentier (Léon Lucien)(1858-1926), Saïgon",Carpentier,,,Léon Lucien,Saïgon,,,,Carpentier,Léon Lucien,1858,1926,Indochine,Indochine,Cuirs et textiles,,0,Indochine,Cuirs et textiles,1,Léon Lucien; 1858-1926,corroyeur à l'enseigne Au roi des jungles,indochine.html,"Carpentier (Léon Lucien)(1858-1926), Saïgon : corroyeur à l'enseigne Au roi des jungles"
inde-indochine-leon-fautier-phu-loc-180e27,https://entreprises-coloniales.fr/inde-indochine/Leon_Fautier_Phu-loc.pdf,person,"Fautier (Léon)(1877-1924), Vinh-hung, par Phu-Lôc (Sóc Trăng)","Fautier, Vinh-hung, par Phu-Lôc",,Sóc Trăng,Léon,,,,,Fautier,Léon,1877,1924,Indochine,Indochine,"Rizières, rizeries, négoce de riz et autres céréales",,0,Inde et Indochine; Indochine,"Rizières, rizeries, négoce de riz et autres céréales",1,Léon; 1877-1924; Sóc Trăng,riziculteur,indochine.html,"Fautier (Léon)(1877-1924), Vinh-hung, par Phu-Lôc (Sóc Trăng) : riziculteur"
inde-indochine-leon-paquin-haiphong-a9e81f,https://entreprises-coloniales.fr/inde-indochine/Leon_Paquin-Haiphong.pdf,person,"Jacob-Paquin (Léon)(1872-1938)(« Léon Paquin »), Haïphong",Jacob-Paquin,,« Léon Paquin »,Léon,Haïphong,,,,Jacob-Paquin,Léon,1872,1938,Indochine,Indochine,Commerce,,0,Inde et Indochine; Indochine,Commerce,1,Léon; 1872-1938; « Léon Paquin »,"employé de commerce, négociant, armateur, homme politique",indochine.html,"Jacob-Paquin (Léon)(1872-1938)(« Léon Paquin »), Haïphong : employé de commerce, négociant, armateur, homme politique"
inde-indochine-leonard-fontaine-8a0f16,https://entreprises-coloniales.fr/inde-indochine/Leonard_Fontaine.pdf,person,Fontaine (Léonard)(1862-1925),Fontaine,,,Léonard,,,,,Fontaine,Léonard,1862,1925,Indochine,Indochine,Autres industries alimentaires,Distilleries de l’Indochine (Société française des)(SFDIC),1,Inde et Indochine; Indochine,Autres industries alimentaires; Industries alimentaires,2,Léonard; 1862-1925,,indochine.html,Fontaine (Léonard)(1862-1925)
inde-indochine-lepre-au-cambodge-1919-324c5a,https://entreprises-coloniales.fr/inde-indochine/Lepre_au_Cambodge_1919.pdf,company,"Baisez et Menaut, La lèpre au Cambodge (1919)","Baisez et Menaut, La lèpre au Cambodge",,,,,,1919,,,,,,Indochine,Indochine,Santé,Cambodge,1,Inde et Indochine; Indochine,Santé,1,1919,,indochine.html,"Baisez et Menaut, La lèpre au Cambodge (1919)"
inde-indochine-lepreux-leproseries-moi-112dc4,https://entreprises-coloniales.fr/inde-indochine/Lepreux+leproseries_moi.pdf,company,"Lépreux et léproseries moï, par Marcel Ner. La léproserie du Kontum à Daktia","Lépreux et léproseries moï, par Marcel Ner. La léproserie du Kontum à Daktia",,,,,,,,,,,,Indochine,Indochine,Santé,Annam,1,Inde et Indochine; Indochine,Santé,1,,,indochine.html,"Lépreux et léproseries moï, par Marcel Ner. La léproserie du Kontum à Daktia"
inde-indochine-leproserie-de-culaorong-068724,https://entreprises-coloniales.fr/inde-indochine/Leproserie_de_Culaorong.pdf,company,"Léproserie de Cù-lao-Rông (l'île du Dragon, de Dorgelès), Mytho",Léproserie de Cù-lao-Rông,,"l'île du Dragon, de Dorgelès",,Mytho,,,,,,,,Indochine,Indochine,Santé,Cochinchine,1,Inde et Indochine; Indochine,Santé,1,"l'île du Dragon, de Dorgelès",,indochine.html,"Léproserie de Cù-lao-Rông (l'île du Dragon, de Dorgelès), Mytho"
inde-indochine-leproserie-de-phu-bai-f65b83,https://entreprises-coloniales.fr/inde-indochine/Leproserie_de_Phu-bai.pdf,company,Léproserie de Phu-bai (Hué),Léproserie de Phu-bai,,Hué,,,,,,,,,,Indochine,Indochine,Santé,Annam,1,Inde et Indochine; Indochine,Santé,1,Hué,,indochine.html,Léproserie de Phu-bai (Hué)
inde-indochine-leproserie-de-qui-hoa-cab17a,https://entreprises-coloniales.fr/inde-indochine/Leproserie_de_Qui-hoa.pdf,company,"Léproserie de Qui-hoà, près Qui-nhon (Sud-Annam)","Léproserie de Qui-hoà, près Qui-nhon",,Sud-Annam,,,,,,,,,,Indochine,Indochine,Santé,Annam,1,Inde et Indochine; Indochine,Santé,1,Sud-Annam,initiative du Dr Le Moine et du père Maheu,indochine.html,"Léproserie de Qui-hoà, près Qui-nhon (Sud-Annam) : initiative du Dr Le Moine et du père Maheu"
inde-indochine-leproserie-de-te-truong-4338ee,https://entreprises-coloniales.fr/inde-indochine/Leproserie_de_Te-Truong.pdf,company,Léproserie de Tè-Truong (Hadong),Léproserie de Tè-Truong,,Hadong,,,,,,,,,,Indochine,Indochine,Santé,Tonkin,1,Inde et Indochine; Indochine,Santé,1,Hadong,,indochine.html,Léproserie de Tè-Truong (Hadong)
inde-indochine-leproserie-de-troeng-600077,https://entreprises-coloniales.fr/inde-indochine/Leproserie_de_Troeng.pdf,company,Léproserie de Troeng (Kompong-cham),Léproserie de Troeng,,Kompong-cham,,,,,,,,,,Indochine,Indochine,Santé,Cambodge,1,Inde et Indochine; Indochine,Santé,1,Kompong-cham,,indochine.html,Léproserie de Troeng (Kompong-cham)
inde-indochine-leproserie-hanoi-1c30ad,https://entreprises-coloniales.fr/inde-indochine/Leproserie_Hanoi.pdf,company,"Léproserie ou Village des lépreux, Hanoï",Léproserie ou Village des lépreux,,,,Hanoï,,,,,,,,Indochine,Indochine,Santé,Tonkin,1,Inde et Indochine; Indochine,Santé,1,,,indochine.html,"Léproserie ou Village des lépreux, Hanoï"
inde-indochine-leproserie-kien-luong-d01d39,https://entreprises-coloniales.fr/inde-indochine/Leproserie_Kien-Luong.pdf,company,Léproserie de Kiên-Luong vue par Roland Dorgelès (1925),Léproserie de Kiên-Luong vue par Roland Dorgelès,,,,,,1925,,,,,,Indochine,Indochine,Santé,Tonkin,1,Inde et Indochine; Indochine,Santé,1,1925,,indochine.html,Léproserie de Kiên-Luong vue par Roland Dorgelès (1925)
inde-indochine-leproserie-thanh-hoa-9e14f0,https://entreprises-coloniales.fr/inde-indochine/Leproserie_Thanh-hoa.pdf,company,"Village spécial de lépreux, Thanh-hoa",Village spécial de lépreux,,,,Thanh-hoa,,,,,,,,Indochine,Indochine,Santé,Annam,1,Inde et Indochine; Indochine,Santé,1,,colonie agricole,indochine.html,"Village spécial de lépreux, Thanh-hoa : colonie agricole"
inde-indochine-leproserie-van-mon-2438a9,https://entreprises-coloniales.fr/inde-indochine/Leproserie_Van-mon.pdf,company,Léproserie de Vân-môn (Thaï-binh),Léproserie de Vân-môn,,Thaï-binh,,,,,,,,,,Indochine,Indochine,Santé,Tonkin,1,Inde et Indochine; Indochine,Santé,1,Thaï-binh,,indochine.html,Léproserie de Vân-môn (Thaï-binh)
inde-indochine-leproseries-laotiennes-cf6083,https://entreprises-coloniales.fr/inde-indochine/Leproseries_laotiennes.pdf,company,Léproseries laotiennes,Léproseries laotiennes,,,,,,,,,,,,Indochine,Indochine,Santé,Laos,1,Inde et Indochine; Indochine,Santé,1,,,indochine.html,Léproseries laotiennes
inde-indochine-leroy-le-caoutchouc-1935-aeddd7,https://entreprises-coloniales.fr/inde-indochine/Leroy-Le_Caoutchouc-1935.pdf,source_document,"Leroy (Marcel), Le Caoutchouc (1935)","Leroy, Le Caoutchouc",,,Marcel,,,1935,,,,,,Indochine,Indochine,Héveas et caoutchouc,,0,Inde et Indochine; Indochine,Héveas et caoutchouc,1,Marcel; 1935,"notices sur 26 sociétés d'Indochine, 22 du Sud-Est asiatique, 2 d'Afique noire",indochine.html,"Leroy (Marcel), Le Caoutchouc (1935) : notices sur 26 sociétés d'Indochine, 22 du Sud-Est asiatique, 2 d'Afique noire"
inde-indochine-les-francais-d-asie-293e34,https://entreprises-coloniales.fr/inde-indochine/Les_Francais_d_Asie.pdf,source_document,"Français d'Asie (Les)(1909), Paris",Les Français d'Asie,,,,Paris,,1909,,,,,,Indochine,Indochine,Amicales régionales et professionnelles : les petites patries à l'ombre de la grande ; amitié et solidarité,,0,Inde et Indochine; Indochine,Amicales régionales et professionnelles : les petites patries à l'ombre de la grande ; amitié et solidarité,1,Les; 1909,club littéraire,indochine.html,"Français d'Asie (Les)(1909), Paris : club littéraire"
inde-indochine-levache-cam-ly-dca807,https://entreprises-coloniales.fr/inde-indochine/Levache-Cam-ly.pdf,company,"Levaché (Charles-Henri), Cam-ly","Levaché, Cam-ly",,,Charles-Henri,,,,,,,,,Indochine,Indochine,"Café, thé, épices, coco, quinquina, vanille",,0,Inde et Indochine; Indochine,"Café, thé, épices, coco, quinquina, vanille",1,Charles-Henri,"riz, ricin, café",indochine.html,"Levaché (Charles-Henri), Cam-ly : riz, ricin, café"
inde-indochine-lfcvrn-ic-cd4da6,https://entreprises-coloniales.fr/inde-indochine/LFCVRN-IC.pdf,source_document,Légion française des combattants et volontaires de la Révolution nationale en Indochine,Légion française des combattants et volontaires de la Révolution nationale en Indochine,,,,,,,,,,,,Indochine,Indochine,Documents généraux (par ordre chronologique),,0,Inde et Indochine; Indochine,Documents généraux (par ordre chronologique),1,,textes originaux commentés (166 p.),indochine.html,Légion française des combattants et volontaires de la Révolution nationale en Indochine : textes originaux commentés (166 p.)
inde-indochine-lien-thanh-phanri-63ff07,https://entreprises-coloniales.fr/inde-indochine/Lien-Thanh-Phanri.pdf,company,"Lien-Thanh, Phanri","Lien-Thanh, Phanri",,,,,,,,,,,,Indochine,Indochine,Pêche et produits de la mer,,0,Inde et Indochine; Indochine,Industries alimentaires; Pêche et produits de la mer,2,,nuoc-mam,indochine.html,"Lien-Thanh, Phanri : nuoc-mam"
inde-indochine-lignite-dong-giao-7d789e,https://entreprises-coloniales.fr/inde-indochine/Lignite-Dong-Giao.pdf,company,"Charbonnages de Dông-Giao (S.A., 1929)(suite de la société chinoise Nam-Sang et Cie et de M. Delauzun), Ninh-Binh","Charbonnages de Dông-Giao, Ninh-Binh",,suite de la société chinoise Nam-Sang et Cie et de M. Delauzun,,,S.A,1929,,,,,,Indochine,Indochine,Mines,,0,Inde et Indochine; Indochine,Mines,1,"S.A., 1929; suite de la société chinoise Nam-Sang et Cie et de M. Delauzun",lignite,indochine.html,"Charbonnages de Dông-Giao (S.A., 1929)(suite de la société chinoise Nam-Sang et Cie et de M. Delauzun), Ninh-Binh : lignite"
inde-indochine-lignon-an-loc-45de90,https://entreprises-coloniales.fr/inde-indochine/Lignon_An-loc.pdf,company,"Lignon (Plantation Achille), An-lôc","Plantation Achille Lignon, An-lôc",,,,,,,,,,,,Indochine,Indochine,Héveas et caoutchouc,,0,Inde et Indochine; Indochine,Héveas et caoutchouc,1,Plantation Achille,"hévéas, caféiers, exploitation forestière",indochine.html,"Lignon (Plantation Achille), An-lôc : hévéas, caféiers, exploitation forestière"
inde-indochine-linossier-ricardoni-64e60d,https://entreprises-coloniales.fr/inde-indochine/Linossier-Ricardoni.pdf,company,"Linossier, Ricardoni & Cie (ancienne maison E. Baud & Cie), Hanoï, Haïphong","Linossier, Ricardoni & Cie",,ancienne maison E. Baud & Cie,,Hanoï; Haïphong,,,,,,,,Indochine,Indochine,Commerce,,0,Inde et Indochine; Indochine,Commerce,1,ancienne maison E. Baud & Cie,"fers et métaux, harnachements…",indochine.html,"Linossier, Ricardoni & Cie (ancienne maison E. Baud & Cie), Hanoï, Haïphong : fers et métaux, harnachements…"
inde-indochine-liste-plantations-heveas-ic-1937-5d3960,https://entreprises-coloniales.fr/inde-indochine/Liste_plantations-heveas_IC-1937.pdf,company,Liste des 1.028 plantations d'hévéas de l'Indochine (1937),Liste des 1.028 plantations d'hévéas de l'Indochine,,,,,,1937,,,,,,Indochine,Indochine,Héveas et caoutchouc,,0,Inde et Indochine; Indochine,Héveas et caoutchouc,1,1937,,indochine.html,Liste des 1.028 plantations d'hévéas de l'Indochine (1937)
inde-indochine-liste-plantations-heveas-ic-1939-33d6e3,https://entreprises-coloniales.fr/inde-indochine/Liste_plantations-heveas_IC-1939.pdf,company,Liste des 1.050 plantations d'hévéas de l'Indochine (septembre 1939),Liste des 1.050 plantations d'hévéas de l'Indochine,,septembre 1939,,,,,,,,,,Indochine,Indochine,Héveas et caoutchouc,,0,Inde et Indochine; Indochine,Héveas et caoutchouc,1,septembre 1939,,indochine.html,Liste des 1.050 plantations d'hévéas de l'Indochine (septembre 1939)
inde-indochine-listes-electeurs-haiphong-5914f3,https://entreprises-coloniales.fr/inde-indochine/Listes_electeurs_Haiphong.pdf,source_document,"Listes des électeurs de la ville de Haïphong 1906, 1907,1908","Listes des électeurs de la ville de Haïphong 1906, 1907, 1908",,,,,,,,,,,,Indochine,Indochine,Organismes représentatifs. — Listes électorales (du nord au sud),,0,Inde et Indochine; Indochine,Organismes représentatifs. — Listes électorales (du nord au sud),1,,,indochine.html,"Listes des électeurs de la ville de Haïphong 1906, 1907,1908"
inde-indochine-listes-electeurs-hanoi-a8524a,https://entreprises-coloniales.fr/inde-indochine/Listes_electeurs_Hanoi.pdf,source_document,"Listes des électeurs de la ville de Hanoï 1892, 1895,1908","Listes des électeurs de la ville de Hanoï 1892, 1895, 1908",,,,,,,,,,,,Indochine,Indochine,Organismes représentatifs. — Listes électorales (du nord au sud),,0,Inde et Indochine; Indochine,Organismes représentatifs. — Listes électorales (du nord au sud),1,,,indochine.html,"Listes des électeurs de la ville de Hanoï 1892, 1895,1908"
inde-indochine-littaye-et-cox-saigon-8c09b4,https://entreprises-coloniales.fr/inde-indochine/Littaye_et_Cox-Saigon.pdf,company,"Littaye et Cox, Saïgon (circa 1913-1924)",Littaye et Cox,,circa 1913-1924,,Saïgon,,,,,,,,Indochine,Indochine,Commerce,,0,Inde et Indochine; Indochine,Commerce,1,circa 1913-1924,,indochine.html,"Littaye et Cox, Saïgon (circa 1913-1924)"
inde-indochine-loesch-carrieres-bienhoa-1bc7f9,https://entreprises-coloniales.fr/inde-indochine/Loesch-carrieres-Bienhoa.pdf,company,Loesch frères,Loesch frères,,,,,,,,,,,,Indochine,Indochine,"Bâtiment-travaux publics, matériaux de construction, céramiques",,0,Inde et Indochine; Indochine,"Bâtiment-travaux publics, matériaux de construction, céramiques",1,,carrières de Biênhoà,indochine.html,Loesch frères : carrières de Biênhoà
inde-indochine-loisy-amedee-cafe-914d18,https://entreprises-coloniales.fr/inde-indochine/Loisy_Amedee_cafe.pdf,company,Loisy (Amédée),Loisy,,,Amédée,,,,,,,,,Indochine,Indochine,"Café, thé, épices, coco, quinquina, vanille",,0,Inde et Indochine; Indochine,"Café, thé, épices, coco, quinquina, vanille",1,Amédée,"café à Chohuyên, Quang-Tri (Centre-Annam)",indochine.html,"Loisy (Amédée) : café à Chohuyên, Quang-Tri (Centre-Annam)"
inde-indochine-long-thanh-1935-1936-c901d2,https://entreprises-coloniales.fr/inde-indochine/Long-Thanh_1935-1936.pdf,company,Long-Thanh (Plantations de)(1935-1936),Plantations de Long-Thanh,,,,,,1935,1936,,,,,Indochine,Indochine,Héveas et caoutchouc,,0,Inde et Indochine; Indochine,Héveas et caoutchouc,1,Plantations de; 1935-1936,,indochine.html,Long-Thanh (Plantations de)(1935-1936)
inde-indochine-longxuyen-bungalow-9e41ae,https://entreprises-coloniales.fr/inde-indochine/Longxuyen-Bungalow.pdf,company,"Bungalow, Long-xuyên","Bungalow, Long-xuyên",,,,,,,,,,,,Indochine,Indochine,"Hôtellerie, tourisme",Cochinchine,1,Inde et Indochine; Indochine,"Hôtellerie, tourisme",1,,,indochine.html,"Bungalow, Long-xuyên"
inde-indochine-louis-bertrand-hoabinh-552d16,https://entreprises-coloniales.fr/inde-indochine/Louis_Bertrand-Hoabinh.pdf,company,"Bertrand (Louis), Hoabinh","Bertrand, Hoabinh",,,Louis,,,,,,,,,Indochine,Indochine,"Café, thé, épices, coco, quinquina, vanille",,0,Inde et Indochine; Indochine,"Café, thé, épices, coco, quinquina, vanille",1,Louis,plantations de café de Quat-Lam et Dong-Song,indochine.html,"Bertrand (Louis), Hoabinh : plantations de café de Quat-Lam et Dong-Song"
inde-indochine-louis-denis-cie-haiphong-4f7f21,https://entreprises-coloniales.fr/inde-indochine/Louis_Denis_&_Cie-Haiphong.pdf,company,"Denis et Cie (Louis Michel)(† 1913), ateliers du fort Annamite, Haïphong","Denis et Cie, ateliers du fort Annamite",,† 1913,Louis Michel,Haïphong,,,,,,,,Indochine,Indochine,"Métallurgie, constructions mécaniques, électriques, navales",,0,Inde et Indochine; Indochine,"Métallurgie, constructions mécaniques, électriques, navales",1,Louis Michel; † 1913,,indochine.html,"Denis et Cie (Louis Michel)(† 1913), ateliers du fort Annamite, Haïphong"
inde-indochine-louis-gage-1860-1921-124b6c,https://entreprises-coloniales.fr/inde-indochine/Louis_Gage_1860-1921.pdf,person,Gage (Louis)(1860-1921),Gage,,,Louis,,,,,Gage,Louis,1860,1921,Indochine,Indochine,Groupes indochinois et dirigeants d'affaires diverses,Denis frères,1,Inde et Indochine; Indochine,Groupes indochinois et dirigeants d'affaires diverses,1,Louis; 1860-1921,l'employé-modèle devenu associé,indochine.html,Gage (Louis)(1860-1921) : l'employé-modèle devenu associé
