company_id,name,territory,connection_tier_name,n_directors,n_connected,share_connected,has_sitting,has_former,n_testable,n_concurrent,confidence,connected_directors
oubanguiombella,Compagnie Française de l'Oubangui-Ombella,Oubangui-Chari (Centrafrique),executive,13,3,0.2308,1,1,0,0,low,Laroche; ROBIN; Trarieux
papeteriesindochine,Papeteries de l’Indochine,Afrique occidentale française,executive,30,3,0.1000,1,0,0,0,high,Marcel Delaune; René Bouvier; Vincent
parisiennecomptoirscoloniaux,Compagnie Parisienne des Comptoirs coloniaux,Maroc,executive,15,3,0.2000,1,1,0,0,medium,Jean Vacquié; Léon Fortoul; Varenne
phosphatesmzaita,"Compagnie des Phosphates du M'Zaïta, puis",Algérie,executive,20,3,0.1500,1,1,0,0,high,Jean Dupuy; Maurice Dior; Rivaud
plantationsheveasxuanloc,Société des plantations d'hévéas de Xuan-Loc,Indochine,executive,27,3,0.1111,1,1,1,1,high,Ernest Outrey; Joël Daroussin; Paul Chassaing
plantationskantroioukantroy,Plantations de Kantroï ou Kantroy,Indochine,executive,14,3,0.2143,1,1,0,0,high,Camille Lejeune; Jean Rheims; Pierre Guesde
quaisdocksentrepotsconstantinople,"Société des Quais, docks et entrepôts de Constantinople",Empire ottoman/Turquie,executive,12,3,0.2500,1,0,1,0,high,Arsène Henry; Berger; Félix Granet
rizeriesextremeorient,Rizeries d'Extrême-Orient,Algérie,executive,44,3,0.0682,1,1,1,0,high,Charles Michel; Pierre Guesde; Rocca
sacric,SACRIC,Indochine,executive,13,3,0.2308,1,1,1,1,high,Edmond Giscard d'Estaing; Paul Simoni; Pierre Guesde
salinesdjiboutimadagascar,Salines de Djibouti et de Madagascar,Tunisie,executive,17,3,0.1765,1,1,0,0,high,Paul Baudouin; Pierre Guesde; René Bouvier
senegalaisevoieseconomiques,Compagnie Sénégalaise de voies économiques,Afrique occidentale française,executive,30,3,0.1000,1,0,0,0,high,Eugène Schneider; Giraud; Pierre Sicamois
sidibouaouane,Sidi-Bou-Aouane,Tunisie,executive,16,3,0.1875,1,1,0,0,low,Bousquet; Gonzague de Bellescize; Lippens
socplantesparfumsmadagascar,Soc. des PLANTES à PARFUMS de MADAGASCAR,Madagascar,executive,7,3,0.4286,1,1,1,0,high,Bouvier; Joseph Thierry; Rocca
soieriesfducharne,Soieries F.Ducharne,,executive,26,3,0.1154,1,0,0,0,high,Gaillard; Lacombe; René Bouvier
sucreriesraffineriesindochine,Sucreries et raffineries de l'Indochine,Indochine,executive,26,3,0.1154,1,1,1,1,high,Edmond Giscard d'Estaing; Pierre Guesde; René Bouvier
tabacsmaroc,Tabacs au Maroc,Maroc,executive,26,3,0.1154,1,0,1,1,high,André MAGINOT; Gaston Guiot; Maurice Tinardon
tahiti,Compagnie Française de Tahiti,Tahiti (Polynésie),executive,17,3,0.1765,1,1,0,0,high,Georges Chiris; Lévy; René Mayer
theodore,Cie. L. Théodore,Guyane française,executive,5,3,0.6000,1,1,0,0,low,Brière; Guérin; Laurent
transportsouhamenana,Compagnie de Transports Cie française de l'Ouhame et de la Nana,Afrique équatoriale française,executive,6,3,0.5000,1,0,0,0,medium,Edmond du Vivier de Streel; F. Reste; Maurice Superville
tunisiennepetroles,Société Tunisienne des Petroles,Tunisie,executive,17,3,0.1765,1,0,0,0,medium,Legrand; Mahieu; Pierre Legrand
unionelectriquegaziereafriquenord,Union électrique et gazière de l'Afrique du Nord,Algérie,executive,32,3,0.0938,1,1,1,0,medium,Alfred Louis Tirman; Fontaine; Victor Rault
unionfinanciereextremeorient,Union financière d'Extrême-Orient,Indochine,executive,29,3,0.1034,1,1,0,0,high,Auguste Brunet; Nouailhetas; Xavier Loisy
unionminiereindochinoise,Union minière indochinoise,Indochine,executive,38,3,0.0789,1,1,0,0,high,Charles Furiet; Merlin; Pichon
unionovineafriquenord,Union ovine de l'Afrique du Nord,Maroc,executive,36,3,0.0833,1,0,0,0,low,Billet; Deligne; Frédéric FRANÇOIS-MARSAL
unionovinecoloniale,Union ovine coloniale,Syrie-Liban,executive,13,3,0.2308,1,1,0,0,high,Frédéric FRANÇOIS-MARSAL; Henri Saurin; Saurin
voyageshotelsnordafricains,Société des voyages et hôtels nord-africains,Algérie,executive,23,3,0.1304,1,1,1,0,high,Joseph-Honoré Ricard; Marie; Robert David
agavesagadir,Société des agaves d'Agadir,Maroc,executive,6,2,0.3333,1,0,0,0,low,Gabriel Jouneau; Toussaint
agencecoloniale,Agence coloniale française,Indochine,executive,9,2,0.2222,1,1,1,1,high,Barthélémy Robaglia; Paul Simoni
agricolecommercialeindustriellelefini,Cie agricole commerciale et industrielle de la Léfini,Congo-Brazzaville ou Moyen-Congo,executive,15,2,0.1333,1,0,0,0,low,Bourgier; Bouvier
agricolecommercialesettecama,Société Agricole et Commerciale du Setté Cama,Gabon,executive,8,2,0.2500,1,1,0,0,low,Bousquet; Devès
agricoleindustriellebencui,Société agricole et industrielle de Bên-Cui,Indochine,executive,14,2,0.1429,1,1,0,0,high,Charles Furiet; Jules Lionel-Marie
agricolekontum,Société Agricole du Kontum,Indochine,executive,5,2,0.4000,1,0,0,0,low,Benquey; Jules Lionel-Marie
agricolemadagascar,Société Agricole de Madagascar,Madagascar,executive,10,2,0.2000,1,1,0,0,low,Duvaux; Léon Boulloche
agricolesongray,Société Agricole du Sông-Ray,Indochine,executive,15,2,0.1333,1,1,0,0,medium,Charles Revel; Jules Lionel-Marie
agricoletroisrivieres,Cie agricole des Trois-Rivières,Guadeloupe et Martinique,executive,6,2,0.3333,1,0,1,1,low,CLÉMENT; Lederlin
airafriquetransafricaineaviation,"Air Afrique, Compagnie transafricaine d'aviation, puis Régie Air Afrique",,executive,4,2,0.5000,1,0,0,0,high,Louis Steeg; Lucien Hubert
airliquide,L'Air liquide,Algérie,executive,24,2,0.0833,1,0,0,0,low,Jacques-Marie-Joseph Delorme; Élie Cornut
algeriennemeunerie,Compagnie Algérienne de Meunerie,Algérie,executive,4,2,0.5000,1,0,0,0,low,Duroux; Narbonne
allianceafricaineassurancesreassurances,"Alliance africaine, Compagnie française d'assurances et de réassurances",Algérie,executive,10,2,0.2000,1,0,0,0,medium,Joseph Hernandez; Laffont
amiral,L'Amiral,Indochine,executive,2,2,1.0000,1,1,0,0,low,Lacaze; Lucien Lacaze
antarpetrolesatlantique,Antar-Pétroles de l’Atlantique,,executive,10,2,0.2000,1,0,1,0,high,Bourgeois; Charles Lambert
asphaltespetroleslattaquie,Asphaltes et pétroles de Lattaquié,Syrie-Liban,executive,17,2,0.1176,1,1,1,1,high,Louis Rollin; Paul Jordan
associationfonciereimmobiliere,Association foncière et immobilière,,executive,6,2,0.3333,1,0,1,0,low,Ch. Ruellan; Georges Privat-Deschanel
automobilescoteafrique,Société des automobiles de la Côte d'Afrique,Afrique occidentale française,executive,6,2,0.3333,1,1,0,0,high,Joël Daroussin; Paul Guieysse
banquealgerietunisie,Banque de l’Algérie et de la Tunisie,,executive,21,2,0.0952,1,1,0,0,medium,Martial Sicard; Wilfrid Baumgartner
banquecochinchine,Banque de Cochinchine,Indochine,executive,20,2,0.1000,1,1,0,0,low,Fernand Saintenoy; Noël Pardon
banquecommercialefrancobelge,Banque commerciale franco-belge,Indochine,executive,34,2,0.0588,1,1,1,0,high,Briand; Maurice Raynaud
banquehypothecairefrancoegyptienne,Banque hypothécaire franco-égyptienne,Afrique occidentale française,executive,12,2,0.1667,1,0,1,1,high,Maurice Dutreil; Maxime-Alexandre Ficatier
banquenationalecommerceindustrie,Banque nationale pour le commerce et l'industrie,Algérie,executive,13,2,0.1538,1,0,0,0,low,Guillaume de Tarde; Gustave Mercier
banquesyrieliban,Banque de Syrie et du Liban,Algérie,executive,37,2,0.0541,1,0,0,0,medium,Jean Boissonnas; Raymond Poincaré
boissassandra,Société des Bois de Sassandra,Côte d'Ivoire,executive,4,2,0.5000,1,0,0,0,low,Klotz; Morel
bongolalokundji,Bongola-Lokundji,Cameroun,executive,6,2,0.3333,1,1,1,0,high,Adrien Artaud; Honoré Tissot
bongolalokundjinyong,Bongola-Lokundji-Nyong,Afrique équatoriale française,executive,11,2,0.1818,1,1,1,0,high,Adrien Artaud; Honoré Tissot
bordeaux,Compagnie de Bordeaux,,executive,4,2,0.5000,1,1,0,0,low,Chaumet; Gaston Gradis
brasseriesouestafricainsoboa,Brasseries de l’ouest africain (SOBOA),,executive,11,2,0.1818,1,1,0,0,high,Gaston Gradis; Paul Guieysse
caissepretsimmobiliers,Caisse de prêts immobiliers,Maroc,executive,7,2,0.2857,1,0,0,0,low,Andrieux; Édouard Picanon
caledonickel,Calédonickel,Nouvelle-Calédonie (Mélanésie),executive,10,2,0.2000,1,1,0,0,high,Ernest Roume; Paul Baudouin
camausportingclub,Camau sporting club,Indochine,executive,10,2,0.2000,1,1,0,0,high,Ernest Roume; Paul Baudouin
cambodge,Compagnie du Cambodge,Indochine,executive,24,2,0.0833,1,1,1,1,high,Barthou; Ernest Outrey
caoutchoucindochine,CAOUTCHOUC de l'INDO-CHINE,Indochine,executive,6,2,0.3333,1,0,0,0,high,Josse; René Bouvier
caoutchoucsextremeorient,Caoutchoucs d'Extrême-Orient,Indochine,executive,5,2,0.4000,1,0,1,0,high,Edmond Giscard d'Estaing; René Bouvier
caoutchoucsgabon,Société des Caoutchoucs du Gabon,Gabon,executive,8,2,0.2500,1,1,0,0,low,Paul Simoni; Émile Girard
carelfouche,Carel Fouché & Compagnie,,executive,11,2,0.1818,1,0,0,0,high,André Lorgère; Georges Bidault
ccneo,CCNEO,Indochine,executive,26,2,0.0769,1,1,1,0,high,Jacques-Achille Bardoux; Émile Girard
charbonnagesninhbinh,Société des Charbonnages de Ninh-Binh,Indochine,executive,7,2,0.2857,1,1,0,0,medium,Fontaine; Yves le Trocquer
chargeurs,Chargeurs français,,executive,37,2,0.0541,1,1,0,0,high,Duréault; Henri Duréault
cheminsferalgeriens,"Société des Chemins de fer algériens, puis SNCFA",Algérie,executive,9,2,0.2222,1,1,1,0,high,Ferdinand Barrot; Petitjean
cheminsferdahomeyoucentraldahomeen,Compagnie française de Chemins de fer au Dahomey ou Central-Dahoméen,Dahomey (Bénin),executive,32,2,0.0625,1,0,0,0,low,Lebon; Renouard
cheminsfermediterraneeniger,Chemins de fer de la Méditerranée au Niger,Afrique occidentale française,executive,10,2,0.2000,1,1,0,0,low,Beau; Surleau
cheminsfertunisiens,Chemins de fer tunisiens,Algérie,executive,26,2,0.0769,1,1,0,0,high,Alexandre Conty; Xavier Loisy
cherifiennearmement,Cie chérifienne d'armement,Maroc,executive,11,2,0.1818,1,0,1,0,high,Adolphe Bourgeois; Albert-Pierre Peyronnet
cherifienneetudescharbonnagestirkou,Société chérifienne d'études des charbonnages de Tirkou,Maroc,executive,5,2,0.4000,1,1,1,1,high,J. Noulens; Jean Plichon
cherifiennehivernage,Société Chérifienne d'hivernage,Maroc,executive,14,2,0.1429,1,1,0,0,low,Regnault; Ricard
colonialeetablissementsnhagen,Compagnie coloniale des Établissements N. Hagen,Nouvelles-Hébrides (Mélanésie),executive,10,2,0.2000,1,0,0,0,low,Renault; Édouard Picanon
colonialeilesbanks,Compagnie Coloniale des îles Banks,Nouvelle-Calédonie (Mélanésie),executive,22,2,0.0909,1,0,0,0,low,Magnin; Édouard Picanon
colonialemines,Société Coloniale de mines,Maroc,executive,15,2,0.1333,1,1,0,0,low,Lemaire; Robert Surcouf
colonialevate,Compagnie Coloniale de Vaté,Nouvelles-Hébrides (Mélanésie),executive,11,2,0.1818,1,1,0,0,medium,Charles Revel; Édouard Picanon
colonialtrust,Colonial Trust,,executive,6,2,0.3333,1,1,0,0,low,Combes; Monguillot
comitedirection,Comité de direction,Nouvelle-Calédonie (Mélanésie),executive,10,2,0.2000,1,1,0,0,medium,Laurent; Paul Baudouin
commercialeafriqueequatoriale,"Compagnie Commerciale de l'Afrique équatoriale française, puis Commerciale, agricole et forestière",Afrique équatoriale française,executive,21,2,0.0952,1,0,1,0,medium,Ch. Ruellan; Maurice Superville
commercialeindustriellefrancoannamite,Société Commerciale et Industrielle Franco-Annamite,Indochine,executive,14,2,0.1429,1,1,0,0,low,Jules Lionel-Marie; Lionel-Marie
commercialetunisienne,Société Commerciale Tunisienne,Afrique occidentale française,executive,22,2,0.0909,1,1,0,0,high,Eugène Regnault; Xavier Loisy
comptoirminesgrandstravauxmaroc,Comptoir des mines et des grands travaux du Maroc,Maroc,executive,17,2,0.1176,1,0,1,1,high,Charles Michel; Henri Monti de Rézé
comptoirsafricains,Compagnie Générale des Comptoirs africains,Afrique occidentale française,executive,21,2,0.0952,1,0,0,0,low,Armand; Frot
comptoirsfrancoafricains,Société générale des Comptoirs franco-africains,Afrique occidentale française,executive,8,2,0.2500,1,0,0,0,high,Boussenot; Georges Boussenot
comptoirssenegalais,Comptoirs sénégalais,Afrique occidentale française,executive,20,2,0.1000,1,1,0,0,high,Angoulvant; René Bouvier
comptoirtonkin,Comptoir français du Tonkin,Indochine,executive,15,2,0.1333,1,0,0,0,low,Fontaine; Léonard Fontaine
conferencesinternationalesopium,Conférences internationales de l'opium,Indochine,executive,3,2,0.6667,1,1,0,0,low,Daladier; Guesde
consortiumminiercongoniari,Consortium minier Congo-Niari,Congo-Brazzaville ou Moyen-Congo,executive,8,2,0.2500,1,1,0,0,medium,Gaston Fourn; Paul Tirard
constructionsgeneralesafrique,Compagnie de Constructions générales en Afrique française,Afrique occidentale française,executive,13,2,0.1538,1,0,0,0,high,Klein; René Bouvier
continentalemaroc,Cie continentale du Maroc,Maroc,executive,5,2,0.4000,1,1,1,0,medium,Adolphe-Marie Messimy; Lucien Lang
cooperativemeunieremarocaine,Coopérative meunière marocaine,Maroc,executive,9,2,0.2222,1,0,1,1,high,Eugène Lautier; Lévy
cotonnierehautoubangui,Cie cotonnière du Haut-Oubangui,Afrique équatoriale française,executive,14,2,0.1429,1,0,0,0,high,André Lorgère; Fernand Lavit
cotonnieretonkinnamdinh,"Cotonnière du Tonkin, Nam-Dinh, puis Cotonnière transocéanique",Indochine,executive,9,2,0.2222,1,0,0,0,high,Bérenger; Gaston Le Provost de Launay
creditcentraldeveloppementminoterieindustriecommerce,"Crédit central pour le développement de la minoterie, de l'industrie et du commerce",,executive,3,2,0.6667,1,0,1,1,high,Donon; Marcel Donon
creditfonciercommunalalsacelorrainestrasbourg,"Crédit foncier et communal d’Alsace et de Lorraine, Strasbourg",,executive,9,2,0.2222,1,1,0,0,medium,Frédéric FRANÇOIS-MARSAL; Émile Henry
creditfoncierorient,Crédit foncier d'Orient,Algérie,executive,48,2,0.0417,1,0,0,0,high,Claudius Petit; Van Eetvelde
creditinternationalcolonialfrance,Crédit international et colonial de France,,executive,17,2,0.1176,1,1,0,0,high,Antonin Frézouls; Frézouls
distilleriesalgerie,Distilleries d’Algerie,Algérie,executive,5,2,0.4000,1,0,0,0,medium,Jean Dupuy; Lucien Borgeaud
distributionenergieelectrique,Compagnie Générale de Distribution d'énergie électrique,Algérie,executive,23,2,0.0870,1,0,0,0,low,Bousquet; Guillain
dragagestravauxpublicsdtpsntpnationaletravauxpublics,Dragages et travaux publics (DTP) > SNTP (Société nationale de travaux publics) < Compagnie,,executive,7,2,0.2857,1,1,0,0,high,Guillaume de Tarde; Paul Guieysse
eauxelectriciteindochine,Compagnie des Eaux et d'électricité de l'Indochine,Indochine,executive,47,2,0.0426,1,1,0,0,high,Paul Baudoin; Paul Baudouin
eieditionsdocumentairesindustrielles,"S. É. D. I., Société d'éditions documentaires industrielles",,executive,12,2,0.1667,1,1,0,0,medium,Chapsal; Gaston Duvernoy
electrificationindustrielle,L’Électrification industrielle,,executive,15,2,0.1333,1,1,0,0,high,Antoine Auguste Joseph Coggia; Claudius Petit
entrepotsfrigorifiquesafriquenord,Société des Entrepôts frigorifiques de l'Afrique du Nord,Maroc,executive,28,2,0.0714,1,0,0,0,low,Fould; Parisot
entrepotsfrigorifiqueshallesparis,Entrepôts frigorifiques des halles de Paris,,executive,7,2,0.2857,1,1,2,0,high,Albert Lebrun; Joseph DENAIS
