company_id,name,placement_level,anchor,anchor_territory,group,lat,lon,filed_territory,n_countries_listed,sector_group,degree,weighted_degree,reason
agricolenordannam,Société Agricole du Nord-Annam,city,Saïgon,Indochine,empire,10.776,106.7,Indochine,1,plantations,51,60,head_office_observed
regiecointeresseetabacsempireottoman,Société de la Régie co-intéressée des tabacs de l'empire ottoman,territory,Empire ottoman/Turquie,Empire ottoman/Turquie,foreign,39.713,28.053,Empire ottoman/Turquie,1,not_a_sector,23,25,single filing country
mutuellehypothecairefrancosudamericaine,Mutuelle hypothécaire Franco-Sud Américaine,territory,Maroc,Maroc,empire,33.261,-6.988,Maroc,1,not_a_sector,3,4,single filing country
concessionnaireminesouenza,Société Concessionnaire des mines d'Ouenza,city,Paris,France,metropole,48.857,2.352,Algérie,1,mining,32,39,head_office_observed
internationaleminiereindustrielleestanera,Cie internationale minière et industrielle Estañera,unplaced,,,,,,Empire (transversal),0,mining,15,17,no country listed
minescuivretenes,"Société des Mines de cuivre de Ténès, puis Mines de cuivre de Ténès",territory,Algérie,Algérie,empire,35.905,3.334,Algérie,1,mining,11,13,single filing country
soleil,Soleil,unplaced,,,,,,Algérie,3,transport,20,23,filed under 3 countries
associationformationintellectuellemoraleannamites,Association pour la formation intellectuelle et morale des Annamites,city,Hanoï,Indochine,empire,21.028,105.854,Indochine,1,health_education,14,15,place_listed
soudureautogenerochelle,Soudure autogène française (> La Rochelle),unplaced,,,,,,Afrique occidentale française,5,not_a_sector,37,40,filed under 5 countries
tunisiennegazcomprimes,Société Tunisienne de Gaz comprimés,city,Tunis,Tunisie,empire,36.806,10.181,Tunisie,1,unclassified,14,17,place_listed
airof,Air-A.-O. F,territory,Afrique occidentale française,Afrique occidentale française,empire,11.05,-8.462,Afrique occidentale française,1,not_a_sector,18,19,single filing country
indochinoiseagriculture,Société Indochinoise d'Agriculture,city,Saïgon,Indochine,empire,10.776,106.7,Indochine,1,conglomerate,12,13,head_office_observed
aktieselshapetgabonsandefjord,Aktieselshapet « Gabon » SANDEFJORD,territory,Afrique équatoriale française,Afrique équatoriale française,empire,0.915,12.745,Afrique équatoriale française,1,not_a_sector,2,3,single filing country
sandefjord,SANDEFJORD,territory,Afrique équatoriale française,Afrique équatoriale française,empire,0.915,12.745,Afrique équatoriale française,1,not_a_sector,2,4,single filing country
aktieselskapetcongosandefjord,Aktieselskapet « Congo » SANDEFJORD,territory,Afrique équatoriale française,Afrique équatoriale française,empire,0.915,12.745,Afrique équatoriale française,1,not_a_sector,2,3,single filing country
unioncomptoirsoutremerunicomer,Union des Comptoirs d'Outre-Mer UNICOMER,city,Conakry,Guinée Conakry,empire,9.509,-13.712,Afrique occidentale française,1,not_a_sector,29,37,head_office_observed
algerienneoubrasseriealgerienneoran,L'Algérienne ou Brasserie l'Algérienne d'Oran,city,Oran,Algérie,empire,35.697,-0.633,Algérie,1,food_processing,1,2,place_listed
tramwayoranhammambouhadjarextensions,Tramway d'Oran à Hammam-Bou-Hadjar et extensions,territory,Algérie,Algérie,empire,35.905,3.334,Algérie,1,transport,20,24,single filing country
algeriennechauxcimentsusinepointepescade,"Compagnie Algérienne de chaux et ciments, usine de la Pointe-Pescade",city,Alger,Algérie,empire,36.753,3.06,Algérie,1,construction,13,14,place_listed
etudestravauxartmaroc,Société d’Études et de Travaux d'art du Maroc,city,Casablanca,Maroc,empire,33.573,-7.59,Maroc,1,construction,7,10,place_listed
algerienneconstructionsnavalesmecaniques,Société Algérienne de constructions navales et mécaniques,city,Alger,Algérie,empire,36.753,3.06,Algérie,1,metals_engineering,22,23,place_listed
domainesources,Société du Domaine des Sources,city,Alger,Algérie,empire,36.753,3.06,Algérie,1,food_processing,4,5,head_office_observed
ascenseursmontechargeshydrauliquesvillealger,"Société des Ascenseurs et monte-charges hydrauliques de la ville d'Alger, puis Ascenseurs monte-charges du port d'Alger",city,Alger,Algérie,empire,36.753,3.06,Algérie,1,transport,35,38,head_office_observed
grandhoteloran,Grand Hôtel d'Oran,city,Oran,Algérie,empire,35.697,-0.633,Algérie,1,hospitality,22,26,head_office_observed
lyonnaiseexplorationetudes,"Compagnie Lyonnaise d'exploration et d’études, puis Compagnie lyonnaise d'exploration et de banque",city,Londres,Royaume-Uni,foreign,51.507,-0.128,Empire (transversal),0,finance,24,28,head_office_observed
etablissementssoussanafreres,Établissements Soussana frères,city,Casablanca,Maroc,empire,33.573,-7.59,Maroc,1,food_processing,36,42,place_listed
unioncolonialefinanciereprivee,Union coloniale et financière privée,unplaced,,,,,,Empire (transversal),0,finance,40,46,no country listed
algeriennenavigationafriquenord,Société algérienne de navigation pour l'Afrique du Nord,territory,Algérie,Algérie,empire,35.905,3.334,Algérie,1,transport,20,21,single filing country
fonciereimmobilierefranceafriquenord,Société Foncière et Immobilière de France et de l'Afrique du Nord,territory,Algérie,Algérie,empire,35.905,3.334,Algérie,1,mining,21,26,single filing country
algeriennepetrolesmory,Société Algérienne de pétroles Mory,city,Alger,Algérie,empire,36.753,3.06,Afrique équatoriale française,2,transport,34,38,place_listed
ilesmalgaches,"Société des Îles malgaches, puis Syndicat des îles malgaches",territory,Madagascar,Madagascar,empire,-17.592,47.361,Madagascar,1,mining,33,35,single filing country
reassurances,Les Réassurances,unplaced,,,,,,Empire (transversal),0,not_a_sector,24,30,no country listed
algeriennezinc,Société Algérienne du Zinc . Anc. Société nord-africaine du plomb,territory,Algérie,Algérie,empire,35.905,3.334,Algérie,1,mining,5,6,single filing country
nordafricaineplombouedelheimer,"Société nord-africaine du plomb, OUED-EL-HEIMER",territory,Maroc,Maroc,empire,33.261,-6.988,Maroc,1,not_a_sector,5,6,single filing country
algeromarocaineculturecommerce,Société Algéro-Marocaine de Culture et de commerce,territory,Maroc,Maroc,empire,33.261,-6.988,Maroc,1,food_processing,14,15,single filing country
alhambrarueisly,Société de l'Alhambra de la rue d'Isly,city,Alger,Algérie,empire,36.753,3.06,Algérie,1,culture_leisure,22,24,place_listed
grandshotelsafriquenord,Grands Hôtels de l'Afrique du Nord,city,Alger,Algérie,empire,36.753,3.06,Algérie,1,hospitality,17,19,place_listed
etudesminieresboumba,Société d'Études minières de Boumba,city,Paris,France,metropole,48.857,2.352,Congo-Brazzaville ou Moyen-Congo,1,mining,36,37,head_office_observed
madagaskara,Madagaskara,city,Paris,France,metropole,48.857,2.352,Madagascar,1,trade,49,52,head_office_observed
alimentationprovence,Société d’alimentation de Provence,unplaced,,,,,,Empire (transversal),0,not_a_sector,8,9,no country listed
alimentationremoiseetsgouloumesbauchetjacquierreunis,"Alimentation rémoise (Éts Gouloumès, Bauchet et Jacquier réunis)",unplaced,,,,,,Empire (transversal),0,not_a_sector,1,2,no country listed
comptoirsmodernes,Les Comptoirs modernes,unplaced,,,,,,Empire (transversal),0,not_a_sector,1,2,no country listed
almaestate,Alma Estate,city,Paris,France,metropole,48.857,2.352,Malaisie,1,unclassified,15,16,head_office_observed
electstrasbourg,Élect. de Strasbourg,unplaced,,,,,,Empire (transversal),0,not_a_sector,18,19,no country listed
etsherzogfilaturesdshautrhin,Éts Herzog (filatures ds le Haut-Rhin),unplaced,,,,,,Empire (transversal),0,not_a_sector,16,19,no country listed
lampesfabreunieslampeselectubeselectroniquescathoscopefrs,"Compagnie des lampes (> Fab. réunies de lampes élec., Tubes électroniques, Cathoscope frs,",unplaced,,,,,,Empire (transversal),0,not_a_sector,17,20,no country listed
trefilerieslaminoirshavretlhfusion1962avecfrsemetauxdans,Tréfileries et laminoirs du Havre (TLH) fusion en 1962 avec la Compagnie frse des métaux dans,unplaced,,,,,,Empire (transversal),0,not_a_sector,16,18,no country listed
usinespiedselle,Usines de Pied-Selle,unplaced,,,,,,Empire (transversal),0,not_a_sector,12,17,no country listed
ambilobe,AMBILOBE,territory,Madagascar,Madagascar,empire,-17.592,47.361,Madagascar,1,not_a_sector,9,10,single filing country
ancchantiersdubigeon,Anc. chantiers Dubigeon,unplaced,,,,,,Empire (transversal),0,not_a_sector,16,17,no country listed
entreprisesindustriellescharentaisesaytre1951,Entreprises industrielles charentaises (Aytré) 1951 > Anc. Ets Minerva à Neuilly,unplaced,,,,,,Empire (transversal),0,not_a_sector,22,23,no country listed
ancetscharlesberthiez,Anc. Éts Charles Berthiez,unplaced,,,,,,Empire (transversal),0,not_a_sector,20,21,no country listed
fiveslille,Fives-Lille,unplaced,,,,,,Algérie,5,finance,59,62,filed under 5 countries
etudesminieresextremeorient,Société d'études minières en Extrême-Orient,unplaced,,,,,,Afrique équatoriale française,2,finance,20,25,filed under 2 countries
etablissementspeyrissac,Établissements Peyrissac,unplaced,,,,,,Afrique occidentale française,2,mining,17,25,filed under 2 countries
anciensetablissementslamazierebunzliateliersvaucanson,Anciens Établissements Lamazière et Bünzli Ateliers Vaucanson,city,Paris,France,metropole,48.857,2.352,Empire (transversal),0,conglomerate,9,10,head_office_observed
ateliersvaucanson,Ateliers Vaucanson,unplaced,,,,,,Empire (transversal),0,conglomerate,67,70,no country listed
anciensetablissementsusinesgrandsocco,Anciens Établissements des usines du Grand Socco,territory,Maroc,Maroc,empire,33.261,-6.988,Maroc,1,not_a_sector,2,3,single filing country
immobilieremaarif,Sté immobilière du Maarif,territory,Maroc,Maroc,empire,33.261,-6.988,Maroc,1,not_a_sector,16,17,single filing country
davum,DAVUM,territory,Madagascar,Madagascar,empire,-17.592,47.361,Madagascar,1,not_a_sector,20,22,single filing country
angleterre,l'Angleterre,territory,Syrie-Liban,Syrie-Liban,empire,34.784,36.178,Syrie-Liban,1,finance,3,4,single filing country
miningfinancecorp,General mining and finance corp,unplaced,,,,,,Empire (transversal),0,not_a_sector,22,25,no country listed
orangefreestateinvestmenttrustltd,Orange free state investment trust ltd,unplaced,,,,,,Empire (transversal),0,not_a_sector,24,28,no country listed
minesitasy,Mines de l'Itasy,territory,Madagascar,Madagascar,empire,-17.592,47.361,Madagascar,1,mining,8,9,single filing country
annamiteassurancesautomobiles,Compagnie Annamite d'assurances automobiles,city,Saïgon,Indochine,empire,10.776,106.7,Indochine,1,finance,1,2,place_listed
annamitecredit,Société Annamite de crédit,city,Saïgon,Indochine,empire,10.776,106.7,Indochine,1,finance,2,3,place_listed
anthracitestonkinmaokhetrangbach,"Anthracites du Tonkin, Mao-Khé, Trang-bach",city,Paris,France,metropole,48.857,2.352,Indochine,1,mining,36,39,head_office_observed
oubangui,Compagnie Française de l'Oubangui,city,Paris,France,metropole,48.857,2.352,Afrique équatoriale française,2,trade,9,10,place_listed
aofcolonialechauxciments,AOF (Coloniale des chaux et ciments de l’),unplaced,,,,,,Empire (transversal),0,not_a_sector,14,16,no country listed
colonialechauxcimentsof,Société coloniale des chaux et ciments de l'A.-O. F,city,Rufisque,Sénégal,empire,14.715,-17.267,Afrique occidentale française,2,unclassified,17,18,head_office_observed
colonialechauxcimentsportlandmarseilledev,Société coloniale des chaux et ciments portland de Marseille dev,unplaced,,,,,,Empire (transversal),0,not_a_sector,18,20,no country listed
appareilsboiraultattelagesautomatiqueswagonsventilateurs,"Appareils Boirault (attelages automatiques wagons, ventilateurs)",unplaced,,,,,,Empire (transversal),0,not_a_sector,4,5,no country listed
ermontdenainanzin,Ermont < Denain-Anzin,unplaced,,,,,,Empire (transversal),0,not_a_sector,4,5,no country listed
fabricationcompteursmaterielsusinesgazditecompteurs,Compagnie pour la fabrication des compteurs et matériels d’usines à gaz (dite Compteurs de,unplaced,,,,,,Afrique occidentale française,3,not_a_sector,56,62,filed under 3 countries
applicationbrevetscotalchangementvitesseelectromagnetiqueselectro,Application des brevets Cotal (changement de vitesse électro-magnétiques et électro-,unplaced,,,,,,Empire (transversal),0,not_a_sector,5,6,no country listed
mocupiavenezuela,Mocupia (Compagnie française de la)(Venezuela),unplaced,,,,,,Empire (transversal),0,not_a_sector,12,14,no country listed
sadeauxiliairedistribeau,SADE (Auxiliaire de distrib. d’eau),unplaced,,,,,,Empire (transversal),0,not_a_sector,10,11,no country listed
soudanaise,Compagnie Soudanaise,city,Kayes,Soudan français,empire,14.446,-11.444,Afrique occidentale française,3,trade,71,79,place_listed
tuyauxbonna,Tuyaux Bonna,unplaced,,,,,,Empire (transversal),0,not_a_sector,11,12,no country listed
applicmecaniquesskf,Compagnie d’applic. mécaniques (SKF),unplaced,,,,,,Empire (transversal),0,not_a_sector,24,25,no country listed
skf,SKF,unplaced,,,,,,Empire (transversal),0,not_a_sector,1,2,no country listed
aubrivesvillerupt,Aubrives et Villerupt,unplaced,,,,,,Empire (transversal),0,not_a_sector,31,35,no country listed
forgeschantiersgironde,Forges et chantiers de la Gironde,unplaced,,,,,,Empire (transversal),0,not_a_sector,28,33,no country listed
materielelec,Matériel élec,unplaced,,,,,,Empire (transversal),0,not_a_sector,29,32,no country listed
metallurgiquenormandiesmnmondevillecolombellescalvadosreprisefin1982par,Métallurgique de Normandie (SMN) à Mondeville-Colombelles (Calvados) reprise fin 1982 par,unplaced,,,,,,Empire (transversal),0,not_a_sector,33,35,no country listed
miniereterresrougesauduntichemoselle,"Minière des Terres rouges (à Audun-le-Tiche, Moselle)",unplaced,,,,,,Indochine,2,construction,26,28,filed under 2 countries
argilesbouadra,Sté des argiles de Bou-Adra,territory,Maroc,Maroc,empire,33.261,-6.988,Maroc,1,not_a_sector,7,9,single filing country
carrieresouedyquemchezmjeancailleing,"Société des carrières de l'Oued-Yquem, chez M. Jean Caillé, ing",territory,Maroc,Maroc,empire,33.261,-6.988,Maroc,1,not_a_sector,5,7,single filing country
cherifiennesondagesinjectionsforages,"Société chérifienne de sondages, injections, forages",territory,Maroc,Maroc,empire,33.261,-6.988,Maroc,1,not_a_sector,3,5,single filing country
armementcolonial,Compagnie d'Armement colonial,city,Lyon,France,metropole,45.764,4.836,Madagascar,1,transport,4,5,place_listed
filtreriefrancoalgerienne,Filtrerie franco-algérienne,city,Paris,France,metropole,48.857,2.352,Algérie,1,food_processing,28,29,place_listed
arsenalmarine,Arsenal de la Marine,city,Saïgon,Indochine,empire,10.776,106.7,Indochine,1,metals_engineering,28,29,place_listed
bonnard,BONNARD,territory,Indochine,Indochine,empire,15.063,106.329,Indochine,1,metals_engineering,3,4,single filing country
banquenationalecommerceexterieur,Banque nationale française du commerce extérieur,unplaced,,,,,,Afrique occidentale française,6,mining,57,58,filed under 6 countries
industrielleasphaltespetroleslattaquiesyrie,Industrielle des asphaltes et pétroles de Lattaquié (Syrie),unplaced,,,,,,Empire (transversal),0,not_a_sector,17,19,no country listed
associationcotonnierecoloniale,L'Association cotonnière coloniale,territory,Afrique occidentale française,Afrique occidentale française,empire,11.05,-8.462,Afrique occidentale française,1,conglomerate,58,59,single filing country
banquefrancojaponaise,Banque franco-japonaise,unplaced,,,,,,Afrique occidentale française,8,finance,32,35,filed under 8 countries
banqueunionparisienne,Banque de l'Union Parisienne,unplaced,,,,,,Afrique occidentale française,10,conglomerate,81,90,filed under 10 countries
mineshuaronperou,Mines de Huaron (Pérou),unplaced,,,,,,Empire (transversal),0,not_a_sector,53,55,no country listed
minesorlitchothailande,Mines d’or de Litcho (Thailande),unplaced,,,,,,Algérie,4,finance,25,26,filed under 4 countries
nervopdt,"L. de Nervo, pdt",unplaced,,,,,,Empire (transversal),0,mining,13,17,no country listed
associationpetroliere,ASSOCIATION PÉTROLIÈRE,city,Paris,France,metropole,48.857,2.352,Empire (transversal),0,transport,8,10,head_office_observed
etablhutchinson,Établ HUTCHINSON,territory,Algérie,Algérie,empire,35.905,3.334,Algérie,1,not_a_sector,10,12,single filing country
assurancesgenerales,Compagnie d'assurances générales,unplaced,,,,,,Algérie,5,finance,11,12,filed under 5 countries
eauxmineralesevianbains,Eaux minérales d’Évian-les-Bains,unplaced,,,,,,Afrique équatoriale française,6,finance,30,33,filed under 6 countries
astralcelluco,Astral-Celluco (ex-Fils de Lévy-Finger-Celluco),unplaced,,,,,,Empire (transversal),0,not_a_sector,15,16,no country listed
peinturesastralcelluco,Société des peintures « Astral-Celluco »,territory,Maroc,Maroc,empire,33.261,-6.988,Maroc,1,conglomerate,7,8,single filing country
asturienneminesroyaletonnaychte,Asturienne des mines (Compagnie royale)(> Tonnay-Chte),unplaced,,,,,,Empire (transversal),0,not_a_sector,6,7,no country listed
atelierschantiersfrancedunkerqueavril1899fusion1982seyne,"Ateliers et chantiers de France (Dunkerque)(S.A., 20 avril 1899) fusion en 1982 La Seyne, La",unplaced,,,,,,Empire (transversal),0,not_a_sector,16,17,no country listed
atelierslegrandseguin,Ateliers LEGRAND et SEGUIN,unplaced,,,,,,Empire (transversal),0,conglomerate,11,14,no country listed
ateliersmaritimeshaiphong,Ateliers maritimes de Haïphong,city,Haïphong,Indochine,empire,20.865,106.684,Indochine,1,metals_engineering,87,89,head_office_observed
corderiesseine,CORDERIES DE LA SEINE,unplaced,,,,,,Algérie,2,not_a_sector,9,12,filed under 2 countries
telephonesericsson,Société des téléphones Ericsson,unplaced,,,,,,Empire (transversal),0,not_a_sector,10,11,no country listed
cherifiennehivernage,Société Chérifienne d'hivernage,city,Marrakech,Maroc,empire,31.63,-8.008,Maroc,1,hospitality,68,75,place_listed
filaturestissagesmarocains,Société des Filatures et tissages marocains,city,Casablanca,Maroc,empire,33.573,-7.59,Maroc,1,unclassified,18,20,place_listed
produitsmaroc,« Les Produits du Maroc »,territory,Maroc,Maroc,empire,33.261,-6.988,Maroc,1,not_a_sector,23,25,single filing country
autonomecherifiennecarburants,L'Autonome chérifienne des carburants,territory,Maroc,Maroc,empire,33.261,-6.988,Maroc,1,not_a_sector,3,5,single filing country
tramwaysautobusfes,Cie des tramways et autobus de Fès,territory,Maroc,Maroc,empire,33.261,-6.988,Maroc,1,not_a_sector,9,12,single filing country
tramwaysautobusmeknes,Cie des tramways et autobus de Meknès,territory,Maroc,Maroc,empire,33.261,-6.988,Maroc,1,not_a_sector,3,5,single filing country
etablissementsvezia,Établissements Vézia,city,Dakar,Sénégal,empire,14.716,-17.467,Afrique occidentale française,1,not_a_sector,9,12,head_office_observed
imprimeriecommercialecameroun,Imprimerie commerciale du Cameroun,city,Douala,Cameroun,empire,4.048,9.704,Afrique équatoriale française,1,not_a_sector,15,23,head_office_observed
industrielleagricoletabaccolonial,Société industrielle et agricole du tabac colonial,territory,Afrique équatoriale française,Afrique équatoriale française,empire,0.915,12.745,Afrique équatoriale française,1,not_a_sector,35,40,single filing country
balima,Société Balima,territory,Maroc,Maroc,empire,33.261,-6.988,Maroc,1,not_a_sector,2,3,single filing country
cherifienneexploitationscommerciales,Société chérifienne d'exploitations commerciales,territory,Maroc,Maroc,empire,33.261,-6.988,Maroc,1,not_a_sector,1,2,single filing country
baltivent,Compagnie Baltivent,territory,Afrique occidentale française,Afrique occidentale française,empire,11.05,-8.462,Afrique occidentale française,1,not_a_sector,4,5,single filing country
ventureweir,Venture-Weir,city,Paris,France,metropole,48.857,2.352,Algerie,0,transport,4,5,place_listed
culturesbananeraieskinsan,Société des Cultures et bananeraies du Kin-San,unplaced,,,,,,Afrique occidentale française,2,food_processing,50,52,filed under 2 countries
sisaleraiescarburantsafricains,Sisaleraies et carburants africains,city,Dakar,Sénégal,empire,14.716,-17.467,Afrique occidentale française,2,unclassified,32,34,head_office_observed
unionsenegalaiseindustriesmaritimes,Union sénégalaise d'industries maritimes,city,Dakar,Sénégal,empire,14.716,-17.467,Afrique occidentale française,2,transport,38,43,place_listed
banquefrseafriqueequat,Banque frse de l'Afrique équat,territory,La Réunion,La Réunion,empire,-20.882,55.45,La Réunion,1,unclassified,44,49,single filing country
banquelippens,de la Banque Lippens,territory,Indochine,Indochine,empire,15.063,106.329,Indochine,1,trade,16,21,single filing country
cheminsferdahomey,Cie française de chemins de fer du Dahomey,unplaced,,,,,,Afrique occidentale française,5,not_a_sector,59,65,filed under 5 countries
socmessageriesafricaines,Soc. an. des MESSAGERIES AFRICAINES,territory,Afrique occidentale française,Afrique occidentale française,empire,11.05,-8.462,Afrique occidentale française,1,not_a_sector,25,30,single filing country
sotorra,A. Sotorra,city,Ziguinchor,Sénégal,empire,12.583,-16.272,Afrique occidentale française,1,not_a_sector,30,36,head_office_observed
nationaleinvestissement,Société nationale d’investissement,unplaced,,,,,,Empire (transversal),0,not_a_sector,64,67,no country listed
castan,Castan,territory,Algérie,Algérie,empire,35.905,3.334,Algérie,1,construction,11,13,single filing country
cheminsferparislyonmediterraneereseaualgerien,"Chemins de fer Paris-Lyon-Méditerranée, réseau algérien",unplaced,,,,,,Afrique équatoriale française,2,mining,70,73,filed under 2 countries
etslouisbilliard,Éts Louis Billiard,city,Alger,Algérie,empire,36.753,3.06,Algérie,1,metals_engineering,10,11,place_listed
huileriessoudanaises,Huileries soudanaises,territory,Afrique occidentale française,Afrique occidentale française,empire,11.05,-8.462,Afrique occidentale française,1,not_a_sector,26,29,single filing country
portoran,Port d'Oran,territory,Algérie,Algérie,empire,35.905,3.334,Algérie,1,transport,60,62,single filing country
banquealsacienneparis,Banque alsacienne de Paris,unplaced,,,,,,Empire (transversal),0,finance,38,39,no country listed
minesdjebeltouila,Compagnie des mines du Djebel-Touila,territory,Tunisie,Tunisie,empire,36.049,10.005,Tunisie,1,mining,31,36,single filing country
banquecochinchine,Banque de Cochinchine,territory,Indochine,Indochine,empire,15.063,106.329,Indochine,1,finance,10,11,single filing country
lyceefrancochinoischolon,Lycée franco-chinois de Cholon,territory,Indochine,Indochine,empire,15.063,106.329,Indochine,1,health_education,3,4,single filing country
banquecolonialeetudesentreprisesmutuelles,Banque coloniale d'études et d'entreprises mutuelles,unplaced,,,,,,Empire (transversal),0,finance,10,11,no country listed
banquecolonies,Banque des colonies,city,Bruxelles,Belgique,foreign,50.851,4.352,Empire (transversal),0,finance,9,10,place_listed
creditmobilierindustrielsovac,Crédit mobilier industriel (SOVAC),unplaced,,,,,,Empire (transversal),0,not_a_sector,63,67,no country listed
unionafricaineagricoleindustrielle,Union africaine agricole et industrielle,territory,Afrique occidentale française,Afrique occidentale française,empire,11.05,-8.462,Afrique occidentale française,1,not_a_sector,60,63,single filing country
electriqueindustrielle,Société Générale Électrique et Industrielle,city,Paris,France,metropole,48.857,2.352,Empire (transversal),0,utilities,56,61,head_office_observed
bordelaisecic,Bordelaise de CIC,unplaced,,,,,,Empire (transversal),0,not_a_sector,64,67,no country listed
creditindustrielalsacelorrainecial,Crédit industriel d’Alsace et de Lorraine (CIAL),unplaced,,,,,,Empire (transversal),0,not_a_sector,24,27,no country listed
etsquillery,Éts Quillery,city,Paris,France,metropole,48.857,2.352,Empire (transversal),0,finance,79,89,head_office_observed
lyonnaisedepotscreditindustrielsld,Lyonnaise de dépôts et de crédit industriel (SLD),unplaced,,,,,,Algérie,4,transport,34,36,filed under 4 countries
unionfinanciereconstructionmaroc,Union financière pour la construction au Maroc,territory,Maroc,Maroc,empire,33.261,-6.988,Maroc,1,finance,28,34,single filing country
banquecontinentaleparis,Banque continentale de Paris,city,Lisbonne,Portugal,foreign,38.722,-9.139,Indochine,3,finance,40,41,head_office_observed
banquecotonniere,Banque cotonnière,unplaced,,,,,,Empire (transversal),0,not_a_sector,20,21,no country listed
banquedupont,Banque L. Dupont et Compagnie,unplaced,,,,,,Empire (transversal),0,not_a_sector,22,23,no country listed
financementindustriel,Compagnie de financement industriel (ex-Compagnie d‘électricité de Varsovie),unplaced,,,,,,Afrique occidentale française,6,not_a_sector,41,44,filed under 6 countries
banqueemission,"Banque française d'émission, puis Banque française et orientale",city,Amsterdam,Pays-Bas,foreign,52.37,4.895,Empire (transversal),0,finance,8,9,head_office_observed
comptoirafricainfalele,"Comptoir africain de la Falélé, puis Comptoirs réunis d'importation et d'exportation et d'entreprises coloniales",territory,Soudan français,Soudan français,empire,12.831,-4.63,"Soudan français (Mali, Haute-Volta — ou Burkina-Fasso — et Niger)",1,trade,4,5,single filing country
materielagricolenordafricain,Matériel agricole Nord-Africain,territory,Maroc,Maroc,empire,33.261,-6.988,Maroc,1,not_a_sector,12,13,single filing country
rhonepoulenc,Rhône-Poulenc,territory,Indochine,Indochine,empire,15.063,106.329,Indochine,1,not_a_sector,24,25,single filing country
banqueeuropeennebruxellesparistentativereprisedomainesagricolesconcessionramassagealfafrancoalgerienne,"Banque européenne, Bruxelles, Paris. Tentative de reprise des domaines agricoles et de la concession de ramassage d'alfa de la Compagnie franco-algérienne",city,Bruxelles,Belgique,foreign,50.851,4.352,Empire (transversal),0,finance,6,7,head_office_observed
banqueunionmarocaine,Banque de l'union marocaine,city,Casablanca,Maroc,empire,33.573,-7.59,Maroc,2,finance,44,47,head_office_observed
banquefoncieremetropolitaineoutremer,Banque foncière métropolitaine et d’outre-mer,city,Paris,France,metropole,48.857,2.352,Empire (transversal),0,finance,13,14,place_listed
banquefrancoalgerienneindustriellecommerciale,Banque franco-algérienne industrielle et commerciale,territory,Algérie,Algérie,empire,35.905,3.334,Algérie,1,finance,13,16,single filing country
foretscalle,Forêts de La Calle,city,Paris,France,metropole,48.857,2.352,Algérie,1,wood_paper,15,18,head_office_observed
sosnowicecharbonnminesusines,"Sosnowice (Charbonn., mines et usines de)",unplaced,,,,,,Empire (transversal),0,not_a_sector,22,23,no country listed
cotonnieresaigon,Société Cotonnière de Saïgon,territory,Indochine,Indochine,empire,15.063,106.329,Indochine,1,textiles_leather,90,100,single filing country
imprimerieextremeorient,Imprimerie d’Extrême-Orient,city,Hanoï,Indochine,empire,21.028,105.854,Indochine,1,media_print,32,34,place_listed
banqueilessaintpierremiquelon,Banque des îles Saint-Pierre-et-Miquelon,unplaced,,,,,,Empire (transversal),0,not_a_sector,3,5,no country listed
comptoirlyonalemand,Comptoir Lyon-Alemand S.A,unplaced,,,,,,Afrique occidentale française,6,finance,72,79,filed under 6 countries
dockshouillerestourane,Société des Docks et houillères de Tourane,territory,Indochine,Indochine,empire,15.063,106.329,Indochine,1,transport,35,38,single filing country
entreprisessinoindochinoises,Société d'Entreprises sino-indochinoises,city,Paris,France,metropole,48.857,2.352,Chine,2,unclassified,29,34,head_office_observed
etudesminieresindochine,Société d'Études minières en Indo-Chine,city,Paris,France,metropole,48.857,2.352,Indochine,1,conglomerate,60,67,head_office_observed
etudestramwaybencatkratie,Société d'études du Tramway de Bencat à Kratié,territory,Indochine,Indochine,empire,15.063,106.329,Indochine,1,transport,115,124,single filing country
produitssanghalipaouesso,Compagnie des Produits de la Sangha « Lipa Ouesso »,city,Paris,France,metropole,48.857,2.352,Congo-Brazzaville ou Moyen-Congo,1,trade,25,30,head_office_observed
elevageagriculturenordmarocain,Société d'Élevage et d'agriculture du Nord-Marocain,territory,Maroc,Maroc,empire,33.261,-6.988,Maroc,1,food_processing,18,20,single filing country
immobiliereagricharrachalgerie,Immobilière et agric. de l’Harrach (Algérie),unplaced,,,,,,Empire (transversal),0,not_a_sector,20,21,no country listed
dahomey,Société Française du Dahomey,city,Marseille,France,metropole,43.296,5.37,Afrique occidentale française,4,not_a_sector,29,31,head_office_observed
grandshotelsindochinois,Société des Grands Hôtels indochinois,city,Saïgon,Indochine,empire,10.776,106.7,Indochine,1,food_processing,31,34,head_office_observed
navigationfrancochinoise,Compagnie de navigation franco-chinoise,unplaced,,,,,,Chine,2,unclassified,15,18,filed under 2 countries
banqueindustriellecolonialeparisruetaitbout23,"Banque industrielle et coloniale, Paris, rue Taitbout, 23",city,Paris,France,metropole,48.857,2.352,Empire (transversal),0,finance,18,21,head_office_observed
banqueinterets,Banque des intérêts français,city,Paris,France,metropole,48.857,2.352,Indochine,1,finance,53,56,place_listed
marquises,Les Marquises,city,Paris,France,metropole,48.857,2.352,Tahiti (Polynésie),1,unclassified,10,11,head_office_observed
minesargut,Société des mines d'Argut,city,Paris,France,metropole,48.857,2.352,Empire (transversal),0,mining,25,27,head_office_observed
banquemaritime,Banque maritime,city,Paris,France,metropole,48.857,2.352,Algérie,1,finance,29,30,place_listed
