company_id,name,placement_level,anchor,anchor_territory,group,lat,lon,filed_territory,n_countries_listed,sector_group,degree,weighted_degree,reason
mineszaccar,MINES du ZACCAR,city,Paris,France,metropole,48.857,2.352,Algérie,1,mining,31,48,head_office_observed
socmineszincguergour,Soc. des MINES de ZINC du GUERGOUR,territory,Algérie,Algérie,empire,35.905,3.334,Algérie,1,not_a_sector,33,46,single filing country
minieregundafa,Société minière des Gundafa,territory,Maroc,Maroc,empire,33.261,-6.988,Maroc,1,finance,39,62,single filing country
minieregundafamaroc,Minière des Gundafa (Maroc),unplaced,,,,,,Empire (transversal),0,not_a_sector,19,25,no country listed
miniereintercoloniale,Société minière intercoloniale,unplaced,,,,,,Afrique équatoriale française,2,mining,54,73,filed under 2 countries
miniereintercolonialeberberati,Société minière intercoloniale (Berberati),unplaced,,,,,,Empire (transversal),0,not_a_sector,25,30,no country listed
miniereogouelobayeberberati,"Société Minière Ogoué-Lobaye, Berberati",territory,Oubangui-Chari,Oubangui-Chari,empire,4.361,18.555,Oubangui-Chari (Centrafrique),1,mining,55,81,single filing country
participationsminieresafriquecentrale,Société de participations minières en Afrique Centrale,territory,Afrique équatoriale française,Afrique équatoriale française,empire,0.915,12.745,Afrique équatoriale française,1,not_a_sector,41,51,single filing country
recherchesauriferesgabon,Cie de recherches aurifères au Gabon,territory,Afrique équatoriale française,Afrique équatoriale française,empire,0.915,12.745,Afrique équatoriale française,1,not_a_sector,19,32,single filing country
recherchesexploitationsdiamantiferes,Société de Recherches et d'exploitations diamantifères,city,Brazzaville,Congo-Brazzaville,empire,-4.269,15.271,Afrique équatoriale française,2,mining,54,67,head_office_observed
mobiliereimmobilierefrancomarocaine,Société mobilière et immobilière franco-marocaine,territory,Maroc,Maroc,empire,33.261,-6.988,Maroc,1,not_a_sector,32,52,single filing country
soccolonialeentreprisemorosini,Soc. an. coloniale de l'entreprise MOROSINI,territory,Afrique occidentale française,Afrique occidentale française,empire,11.05,-8.462,Afrique occidentale française,1,not_a_sector,7,15,single filing country
nantaiseculturecoloniale,Sté nantaise de culture coloniale,territory,Madagascar,Madagascar,empire,-17.592,47.361,Madagascar,1,not_a_sector,6,13,single filing country
nantescolonial,Nantes-Colonial,unplaced,,,,,,Empire (transversal),0,not_a_sector,19,27,no country listed
nantaisemadagascar,Société Nantaise de Madagascar,city,Nantes,France,metropole,47.218,-1.554,Madagascar,1,food_processing,14,21,head_office_observed
naphtesrharbcentral,Société des Naphtes du Rharb central,city,Paris,France,metropole,48.857,2.352,Maroc,1,mining,8,15,head_office_observed
naphtesrharbcentraln,Société des naphtes du Rharb central (N,territory,Maroc,Maroc,empire,33.261,-6.988,Maroc,1,not_a_sector,24,29,single filing country
nestlealimentanasa,Nestlé alimentana SA,unplaced,,,,,,Empire (transversal),0,not_a_sector,10,14,no country listed
unilacinc,Unilac Inc,unplaced,,,,,,Empire (transversal),0,not_a_sector,2,6,no country listed
nordafricaineventespubliques,Société Nord-Africaine de Ventes publiques,city,Paris,France,metropole,48.857,2.352,Maroc,1,food_processing,40,49,head_office_observed
uniprix,Uniprix,unplaced,,,,,,Empire (transversal),0,not_a_sector,7,14,no country listed
omniumcommercialafricain,Omnium commercial africain (Anciennement,territory,Afrique occidentale française,Afrique occidentale française,empire,11.05,-8.462,Afrique occidentale française,1,not_a_sector,8,12,single filing country
unioncommercialeindustrielleafricaine,Union commerciale et industrielle africaine,city,Bordeaux,France,metropole,44.838,-0.579,Empire (transversal),0,trade,8,12,place_listed
omniumentreprises,Omnium d'entreprises,territory,Maroc,Maroc,empire,33.261,-6.988,Maroc,1,construction,51,70,single filing country
omniumlyonnaiselectrowattparcontinentaleentreprises,Omnium lyonnais Electrowatt par Continentale d’entreprises,unplaced,,,,,,Empire (transversal),0,not_a_sector,22,26,no country listed
oxygeneacetyleneextremeorientsoaeo,Oxygène et acétylène d’Extrême-Orient (SOAEO),unplaced,,,,,,Empire (transversal),0,not_a_sector,20,25,no country listed
papeteriesindochine,Papeteries de l’Indochine,unplaced,,,,,,Afrique occidentale française,4,wood_paper,185,255,filed under 4 countries
socpapeteriesindochine,Soc. des PAPETERIES DE L'INDO-CHINE,city,Paris,France,metropole,48.857,2.352,Indochine,1,not_a_sector,86,95,head_office_observed
soffo,SOFFO,unplaced,,,,,,Empire (transversal),0,finance,91,135,no country listed
pastoraleafricaine,Cie pastorale africaine,city,Douala,Cameroun,empire,4.048,9.704,Afrique équatoriale française,2,food_processing,32,37,head_office_observed
pastoralecommercialeafricaine,"Compagnie Pastorale et Commerciale africaine, puis Pastorale africaine",city,Douala,Cameroun,empire,4.048,9.704,Afrique équatoriale française,2,food_processing,53,59,head_office_observed
patrimoinerisquesdivers,Patrimoine-Risques divers,unplaced,,,,,,Empire (transversal),0,not_a_sector,12,16,no country listed
patrimoinevie,Patrimoine-Vie,unplaced,,,,,,Empire (transversal),0,not_a_sector,13,18,no country listed
pdtbrandgoldminingcyltd,Pdt Brand Gold mining Cy ltd,unplaced,,,,,,Empire (transversal),0,not_a_sector,28,49,no country listed
pdtsteingoldminingcyltd,Pdt Stein Gold mining Cy ltd,unplaced,,,,,,Empire (transversal),0,not_a_sector,20,31,no country listed
pecheralcharpentiertiassale,"Pécheral et Charpentier, TIASSALÉ",territory,Afrique occidentale française,Afrique occidentale française,empire,11.05,-8.462,Afrique occidentale française,1,not_a_sector,33,52,single filing country
pecheriesindustriellesindochinesaigon,"Pêcheries industrielles de l'Indochine, Saïgon. Puis Compagnie de chalutage de l'Indochine",city,Saïgon,Indochine,empire,10.776,106.7,Indochine,1,conglomerate,7,11,head_office_observed
unionindochinoiseouunionindochinoise,L'Union indo-chinoise ou Union indochinoise,city,Saïgon,Indochine,empire,10.776,106.7,Indochine,1,finance,21,25,place_listed
petitsfilsfrancoiswendel,Petits-fils de François de Wendel,territory,Maroc,Maroc,empire,33.261,-6.988,Maroc,1,not_a_sector,7,11,single filing country
wendelsa,de Wendel et Compagnie SA,unplaced,,,,,,Empire (transversal),0,not_a_sector,17,21,no country listed
plantationheveasindochinebola,Société de plantation d'hévéas en Indochine BOLA,territory,Indochine,Indochine,empire,15.063,106.329,Indochine,1,plantations,24,32,single filing country
rossignol,Rossignol,city,Tananarive,Madagascar,empire,-18.879,47.508,Madagascar,1,not_a_sector,37,50,head_office_observed
tabacsorientoutremer,Société des Tabacs d'Orient et d'Outremer,city,Paris,France,metropole,48.857,2.352,Empire (transversal),0,trade,62,82,head_office_observed
port,Port,territory,Syrie-Liban,Syrie-Liban,empire,34.784,36.178,Syrie-Liban,1,transport,45,58,single filing country
valdora,Sté anon. Valdora,city,Fedhala,Maroc,empire,33.686,-7.383,Maroc,1,not_a_sector,36,49,head_office_observed
thannmulhousefabproduitschimiquesusinerochellecedeamericains,Thann & Mulhouse (Fab. de produits chimiques de)(usine à La Rochelle) cédé aux américains,unplaced,,,,,,Empire (transversal),0,not_a_sector,16,26,no country listed
radioorient,Radio-Orient,city,Paris,France,metropole,48.857,2.352,Syrie-Liban,1,unclassified,137,157,head_office_observed
radioorientbeyrouthliban,"Radio-Orient (Beyrouth, Liban)",unplaced,,,,,,Empire (transversal),0,not_a_sector,45,56,no country listed
sidibouaouane,Sidi-Bou-Aouane,city,Paris,France,metropole,48.857,2.352,Tunisie,1,mining,37,51,head_office_observed
sidibouaouanetunisie,Sidi-Bou-Aouane (Tunisie),unplaced,,,,,,Empire (transversal),0,not_a_sector,18,24,no country listed
signauxentrepriseselectriquescsee,Compagnie de signaux et d'entreprises électriques (CSEE),unplaced,,,,,,Afrique occidentale française,5,not_a_sector,19,23,filed under 5 countries
telecommunicationssat,Société anonyme de télécommunications (SAT),unplaced,,,,,,Empire (transversal),0,not_a_sector,3,7,no country listed
soliditit,Soliditit français,territory,Afrique occidentale française,Afrique occidentale française,empire,11.05,-8.462,Afrique occidentale française,1,not_a_sector,30,37,single filing country
solidititfrssofra,Soliditit frs (SOFRA),unplaced,,,,,,Empire (transversal),0,not_a_sector,27,33,no country listed
sonolet,Sonolet,territory,Afrique occidentale française,Afrique occidentale française,empire,11.05,-8.462,Afrique occidentale française,1,not_a_sector,3,7,single filing country
unioncolonialeafriqueoccidentale,Union coloniale de l'Afrique Occidentale,city,Bordeaux,France,metropole,44.838,-0.579,Afrique occidentale française,2,trade,3,7,place_listed
sucreriesraffineriesindochinehiephoa,"Sucreries et raffineries de l’Indochine, Hiêp-Hoa",city,Paris,France,metropole,48.857,2.352,Indochine,1,food_processing,89,105,head_office_observed
syndicatlyonnaisnordafricain,Syndicat lyonnais nord-africain,city,Lyon,France,metropole,45.764,4.836,Algérie,1,mining,27,40,head_office_observed
tamiangrubber,Tamiang Rubber,city,Londres,Royaume-Uni,foreign,51.507,-0.128,Java et Sumatra (Indes néerlandaises),1,plantations,22,33,head_office_observed
tamiangrubberestates,Tamiang Rubber Estates,territory,Java et Sumatra,Java et Sumatra,foreign,-6.729,109.799,Java et Sumatra (Indes néerlandaises),1,plantations,6,11,single filing country
textilestabacsmadagascar,Société des Textiles et Tabacs de Madagascar,territory,Madagascar,Madagascar,empire,-17.592,47.361,Madagascar,1,not_a_sector,4,8,single filing country
textilestabacsmadagascarparismajungatananarivesuitecivileetudestextilesmadagascarindustrielleagricoletextilesmadagascar,"Textiles et tabacs de Madagascar, Paris, Majunga, Tananarive. Suite de la Société civile d’études des textiles de Madagascar et de la Société industrielle et agricole des textiles de Madagascar",city,Majunga,Madagascar,empire,-15.716,46.316,Madagascar,1,food_processing,4,10,head_office_observed
transportsmaritimesafriqueoccidentale,Compagnie de Transports maritimes de l'Afrique occidentale française,city,Conakry,Guinée Conakry,empire,9.509,-13.712,Afrique occidentale francaise,0,trade,39,47,head_office_observed
transportsmaritimesafriqueoccidentalectm,Cie de transports maritimes de l'Afrique occidentale Française (C.T.M. de,territory,Afrique occidentale française,Afrique occidentale française,empire,11.05,-8.462,Afrique occidentale française,1,not_a_sector,22,28,single filing country
unioncommercialeindochinoise,Union commerciale indo-chinoise,unplaced,,,,,,Chine,3,food_processing,30,46,filed under 3 countries
unionelectriquegaziereafriquenord,Union électrique et gazière de l'Afrique du Nord,city,Constantine,Algérie,empire,36.365,6.615,Algérie,1,utilities,136,158,head_office_observed
unionminierebascongo,Union minière du Bas-Congo,city,Brazzaville,Congo-Brazzaville,empire,-4.269,15.271,Afrique équatoriale française,1,not_a_sector,17,23,head_office_observed
unionminierepanafricaine,Union minière panafricaine,territory,Maroc,Maroc,empire,33.261,-6.988,Maroc,1,not_a_sector,27,31,single filing country
1911djebelhallouf,"S.A., 1911 Djebel Hallouf",city,Casablanca,Maroc,empire,33.573,-7.59,Tunisie,1,mining,46,79,head_office_observed
djebelhalloufsocfes,DJEBEL HALLOUF (Soc. an. Fes,city,Tunis,Tunisie,empire,36.806,10.181,Tunisie,1,mining,27,47,head_office_observed
metallurgiquetunisie,Métallurgique de Tunisie,city,Tunis,Tunisie,empire,36.806,10.181,Tunisie,1,unclassified,42,73,place_listed
minesdjebelhallouf,MINES du DJEBEL HALLOUF,territory,Tunisie,Tunisie,empire,36.049,10.005,Tunisie,1,mining,34,59,single filing country
socfrseminesdjebelhallouf,Soc. an. frse des MINES du DJEBEL-HALLOUF,city,Paris,France,metropole,48.857,2.352,Tunisie,1,not_a_sector,34,59,head_office_observed
1929,"S.A., 1929 Anciens Établissements A. Defaye",city,Port-Gentil,Gabon,empire,-0.717,8.783,Gabon,1,food_processing,6,12,place_listed
congolaise,Société anon. congolaise des Anc. Etabl. A. Defaye,territory,Afrique équatoriale française,Afrique équatoriale française,empire,0.915,12.745,Afrique équatoriale française,1,not_a_sector,2,5,single filing country
gentil,GENTIL,territory,Afrique équatoriale française,Afrique équatoriale française,empire,0.915,12.745,Afrique équatoriale française,1,not_a_sector,5,8,single filing country
abeillevie,Abeille-Vie,unplaced,,,,,,Empire (transversal),0,not_a_sector,28,33,no country listed
cafescoteivoire,Société française des Cafés de la Côte-d'Ivoire,territory,Afrique occidentale française,Afrique occidentale française,empire,11.05,-8.462,Afrique occidentale française,1,not_a_sector,17,31,single filing country
acajouscoteivoire,Compagnie des Acajous de la Côte-d'Ivoire,city,Grand-Bassam,Côte d'Ivoire,empire,5.196,-3.739,Afrique occidentale française,2,unclassified,69,93,head_office_observed
exploitationcheminsferorientaux,Compagnie d'exploitation des Chemins de fer orientaux,city,Constantinople,Empire ottoman/Turquie,foreign,41.008,28.978,Empire ottoman/Turquie,1,not_a_sector,93,109,head_office_observed
mineszellidja,SOCIÉTÉ DES MINES DE ZELLIDJA,city,Oujda,Maroc,empire,34.681,-1.908,Algérie,2,mining,38,49,head_office_observed
aeronautique,"Société générale aéronautique, puis Moteurs et automobiles Lorraine",unplaced,,,,,,Empire (transversal),0,finance,42,55,no country listed
lorraineluneville,Lorraine-Lunéville,unplaced,,,,,,Empire (transversal),0,finance,106,125,no country listed
moteursautomobileslorraine,Moteurs et automobiles Lorraine,city,Paris,France,metropole,48.857,2.352,Empire (transversal),0,finance,47,59,head_office_observed
africainecommerce,Compagnie Africaine de Commerce,city,Paris,France,metropole,48.857,2.352,Afrique occidentale française,1,trade,67,88,head_office_observed
africaineculturesindustrielles,Compagnie Africaine de cultures industrielles,city,Alger,Algérie,empire,36.753,3.06,Algérie,2,food_processing,69,83,head_office_observed
africaineentreprisesbp,"Société africaine d'entreprises, B. P",unplaced,,,,,,Empire (transversal),0,finance,5,8,no country listed
africainesisal,Compagnie africaine de sisal,city,Rufisque,Sénégal,empire,14.715,-17.267,Afrique occidentale française,1,not_a_sector,5,8,head_office_observed
africainesisaloyenbamparrufisque,"Compagnie Africaine de Sisal, Oyenbam, par Rufisque",city,Rufisque,Sénégal,empire,14.715,-17.267,Sénégal,1,food_processing,64,70,head_office_observed
africainetransports,Compagnie Africaine de Transports,city,Casablanca,Maroc,empire,33.573,-7.59,Indochine,2,transport,50,69,place_listed
cafraafrique,CAFRA (Compagnie de l’Afrique française),unplaced,,,,,,Empire (transversal),0,not_a_sector,11,18,no country listed
cherifienne,Société Générale chérifienne,city,Casablanca,Maroc,empire,33.573,-7.59,Maroc,1,trade,55,89,place_listed
agadir,Compagnie d'Agadir,city,Paris,France,metropole,48.857,2.352,Maroc,1,mining,70,76,head_office_observed
