person_id,name_clean,chambers,both_chambers,constituencies,n_constituencies,also_minister,first_year,last_year,tenure_years,n_snapshots,snapshots,key_ambiguous,in_network,n_companies,n_proxy_firms,territories,n_territories,evidence
de-beaumont,de Beaumont,Chamber of Deputies,0,Cochinchine,1,1,,,,0,,0,1,5,0,Afrique occidentale française; Algérie; Guyane française; Indochine,4,mention
de-beaumont-j,Jean de Beaumont,Chamber of Deputies,0,Cochinchine,1,1,,,,0,,0,1,15,0,Afrique occidentale française; Afrique équatoriale française; Algérie; Indochine; Java et Sumatra (Indes néerlandaises),5,mention
de-blois,DE BLOIS,Senate,0,,0,0,,,,0,,0,0,0,0,,0,mention
de-blois-l,LOUIS DE BLOIS,Senate,0,Maine-et-Loire,1,0,,,,0,,0,0,0,0,,0,mention
de-casabianca,DE CASABIANCA,Chamber of Deputies,0,,0,0,,,,0,,0,0,0,0,,0,mention
de-castellane-j,Jean de Castellane,Chamber of Deputies,0,,0,0,,,,0,,0,0,0,0,,0,mention
de-crequi-de-montfort-de-courtivron-p,Paul de Créqui de Montfort de Courtivron,Chamber of Deputies,0,,0,0,,,,0,,0,0,0,0,,0,mention
de-douville-maillefeu,de Douville-Maillefeu,Chamber of Deputies,0,,0,0,,,,0,,0,0,0,0,,0,mention
de-fels-a,André de Fels,Chamber of Deputies,0,,0,0,1928,1932,4,0,,0,0,0,0,,0,mention
de-fourment-a,Auguste de Fourment,Chamber of Deputies,0,,0,0,1878,1878,0,0,,0,0,0,0,,0,mention
de-gontaut-biron-j,Joseph de Gontaut-Biron,Chamber of Deputies,0,,0,0,,,,0,,0,0,0,0,,0,mention
de-haut-p,Pierre de Haut,Chamber of Deputies,0,Nord,1,0,1928,1936,8,1,1930,0,0,0,0,,0,roster
de-heredia-s,S. de Héredia,Chamber of Deputies,0,,0,1,,,,0,,0,0,0,0,,0,mention
de-juigne,DE JUIGNÉ,Chamber of Deputies,0,,0,0,,,,0,,0,0,0,0,,0,mention
de-keratry-e,Émile de Kératry,Chamber of Deputies,0,Finistère,1,0,1869,1869,0,0,,0,1,2,0,Empire (transversal); Venezuela,2,mention
de-kerguezec-g,Gustave de Kerguezec,Senate,0,,0,0,,,,0,,0,0,0,0,,0,mention
de-kerjegu,de Kerjégu,Chamber of Deputies,0,,0,0,,,,0,,0,0,0,0,,0,mention
de-kerquezec-g,Gustave de Kerquezec,Senate,0,Côtes-du-Nord,1,0,,,,1,1936,0,1,2,0,Algérie; Empire (transversal),2,roster
de-la-chevreliere-c,Charles de la Chevrelière,Chamber of Deputies,0,Deux-Sèvres,1,0,1898,1902,4,0,,0,0,0,0,,0,mention
de-la-porte,De La Porte,Chamber of Deputies,0,,0,0,,,,0,,0,0,0,0,,0,mention
de-la-riboisiere-fernand,de La RIBOISIÈRE Fernand,Chamber of Deputies,0,Ille-et-Vilaine,1,0,,,,0,,0,0,0,0,,0,mention
de-landevoisin-lauraine-a,A. DE LANDEVOISIN-LAURAINE,Chamber of Deputies,0,,0,0,,,,0,,0,0,0,0,,0,mention
de-lanessan,de Lanessan,Chamber of Deputies,0,Seine,1,0,,,,0,,0,0,0,0,,0,mention
de-lanessan-j,J. de Lanessan,Chamber of Deputies,0,,0,0,,,,0,,0,0,0,0,,0,mention
de-lareinty,de Lareinty,Senate,0,,0,0,,,,0,,0,1,1,0,Algérie,1,mention
de-laroche-joubert-e,Edgard de Laroche-Joubert,Chamber of Deputies,0,Charente,1,0,1884,1906,22,0,,0,1,3,0,Afrique équatoriale française; Algérie,2,mention
de-lasteyrie-c,Charles de Lasteyrie,Chamber of Deputies,0,Corrèze,1,0,,,,1,1924,0,0,0,0,,0,mention; roster
de-lasteyrie-du-saillant-c,Charles de Lasteyrie du Saillant,Chamber of Deputies,0,Corrèze,1,1,1919,1924,5,0,,0,0,0,0,,0,mention
de-laurens-castelet-o,Olivier de Laurens-Castelet,Chamber of Deputies,0,Aude,1,0,1902,1906,4,0,,0,0,0,0,,0,mention
de-lavergne-de-cerval-f,Fernand de Lavergne de Cerval,Chamber of Deputies,0,Corrèze,1,1,,,,0,,0,0,0,0,,0,mention
de-lesseps-t,Théodore de Lesseps,Senate,0,,0,0,,,,0,,0,0,0,0,,0,mention
de-lestapis-s,Samuel de Lestapis,Chamber of Deputies,0,,0,0,,,,0,,0,0,0,0,,0,mention
de-loys-chandieu-h,Henry de Loys-Chandieu,Chamber of Deputies,0,Haut-Rhin,1,0,1802,1865,63,0,,0,0,0,0,,0,mention
de-mahy,DE MAHY,Chamber of Deputies,0,Réunion,1,1,,,,0,,0,0,0,0,,0,mention
de-marcere-e,Émile de Marcère,Chamber of Deputies; Senate,1,,0,0,1876,1918,42,0,,0,0,0,0,,0,mention
de-menthon-bernard,de MENTHON Bernard,Chamber of Deputies,0,Haute-Saône,1,0,,,,1,1930,0,0,0,0,,0,mention; roster
de-monpezat,de Monpezat,Chamber of Deputies,0,Saigon,1,0,,,,0,,0,0,0,0,,0,mention
de-monplanet-h,Henri de Monplanet,Chamber of Deputies,0,,0,0,,,,0,,0,1,6,0,Algérie; Empire (transversal),2,mention
de-montebello-a,Adrien de Montebello,Chamber of Deputies,0,Reims,1,0,,,,0,,0,1,1,0,Gabon,1,mention
de-montgolfier-p,Pierre-Louis-Adrien de Montgolfier,Senate,0,,0,0,,,,0,,0,0,0,0,,0,mention
de-monti-de-reze,de Monti de Rézé,Chamber of Deputies,0,,0,1,,,,0,,0,0,0,0,,0,mention
de-monzie,De Monzie,Chamber of Deputies; Senate,1,Lot,1,0,,,,0,,0,0,0,0,,0,mention
de-monzie-a,A. de Monzie,Chamber of Deputies,0,,0,1,,,,0,,0,0,0,0,,0,mention
de-moustier,De Moustier,Chamber of Deputies; Senate,1,Doubs,1,0,,,,0,,0,0,0,0,,0,mention
de-mun-a,Adrien Albert Marie de Mun,Chamber of Deputies,0,,0,0,1861,1944,83,0,,0,1,1,0,Chili,1,mention
de-mun-bertrand,de MUN Bertrand,Chamber of Deputies,0,Marne,1,0,,,,1,1930,0,0,0,0,,0,mention; roster
de-naleche-l,Louis de Nalèche,Chamber of Deputies,0,,0,0,1876,1879,3,0,,0,0,0,0,,0,mention
de-ramel-f,François de Ramel,Chamber of Deputies,0,Gard,1,0,,,,1,1936,0,1,1,0,Empire (transversal),1,roster
de-rouvre,de Rouvre,Chamber of Deputies,0,,0,0,,,,0,,0,0,0,0,,0,mention
de-rouvre-c,Charles de Rouvre,Chamber of Deputies,0,,0,0,,,,0,,0,1,3,0,Afrique occidentale française; Maroc,2,mention
de-saint-quentin,De Saint-Quentin,Senate,0,Calvados,1,0,,,,1,1930,0,0,0,0,,0,mention; roster
de-seynes-e,Étienne de Seynes,Chamber of Deputies,0,Gard,1,0,,,,1,1924,0,0,0,0,,0,mention; roster
de-solages-j,Jérôme Ludovic de Solages,Chamber of Deputies,0,Tarn,1,0,1889,1892,3,0,,0,0,0,0,,0,mention
de-soubeyran-g,Georges de Soubeyran,Chamber of Deputies,0,Loudun,1,0,1863,1893,30,0,,0,0,0,0,,0,mention
de-tastes,de Tastes,Chamber of Deputies,0,Paris,1,0,,,,0,,0,0,0,0,,0,mention
de-tastes-l,L. de Tastes,Chamber of Deputies,0,Paris,1,0,,,,0,,0,1,1,0,Indochine,1,mention
de-tessan-f,F. de Tessan,Chamber of Deputies,0,,0,0,,,,0,,0,0,0,0,,0,mention
de-thomasson-r,Raoul de Thomasson,Chamber of Deputies,0,Maine-et-Loire,1,0,1881,1893,12,0,,0,0,0,0,,0,mention
de-tinguy-du-pouet-j,Jean de Tinguy du Pouët,Chamber of Deputies,0,Vendée,1,0,,,,0,,0,0,0,0,,0,mention
de-verninac,de Verninac,Senate,0,,0,0,,,,0,,0,1,1,0,Indochine,1,mention
de-vogue-f,François de Vogüé,Chamber of Deputies,0,Fédération,1,0,1919,1932,13,0,,0,1,2,0,Maroc,1,mention
de-warren,de Warren,Chamber of Deputies,0,Meurthe-et-Moselle,1,0,,,,0,,0,0,0,0,,0,mention
de-warren-e,Édouard de Warren,Chamber of Deputies,0,Meurthe-et-Moselle,1,0,,,,1,1924,0,1,1,0,Algérie,1,mention; roster
de-warren-edouard,de Warren Edouard,Chamber of Deputies,0,,0,0,,,,0,,0,0,0,0,,0,mention
de-wendel-f,FRANÇOIS DE WENDEL,Chamber of Deputies; Senate,1,Meurthe-et-Moselle,1,0,1914,1933,19,2,1932; 1936,0,1,9,0,Empire (transversal); Indochine; Maroc,3,mention; roster
debierre-c,Charles Debierre,Senate,0,Nord,1,0,,,,2,1930; 1932,0,1,2,0,Empire (transversal); Maroc,2,mention; roster
debre-m,Michel Debré,Senate,0,Indre-et-Loire,1,0,,,,1,1954,0,1,1,0,Empire (transversal),1,roster
decauville,Decauville,Senate,0,,0,0,,,,0,,1,0,0,0,,0,mention
decauville-p-pierre,Paul Decauville,Senate,0,,0,1,,,,0,,0,1,1,0,Empire (transversal),1,mention
dechelette-j,Joannès Déchelette,Chamber of Deputies,0,Loire,1,0,1912,1914,2,0,,0,1,2,0,Maroc; Tunisie,2,mention
decker-d,DAVID DECKER,Chamber of Deputies,0,,0,0,,,,0,,0,0,0,0,,0,mention
decker-david,Decker-David,Senate,0,,0,0,,,,0,,1,0,0,0,,0,mention
decrais-a,Albert Decrais,Chamber of Deputies; Senate,1,,0,1,1897,1915,18,0,,0,0,0,0,,0,mention
defarge,Defarge,Senate,0,,0,0,,,,0,,1,0,0,0,,0,mention
dehen-a,Albert Dehen,Chamber of Deputies,0,La,1,0,,,,0,,0,0,0,0,,0,mention
delafosse-j,Jules Delafosse,Chamber of Deputies,0,Calvados,1,0,1878,1916,38,0,,0,0,0,0,,0,mention
delamarre-e,Émile Delamarre,Chamber of Deputies,0,,0,0,,,,0,,0,0,0,0,,0,mention
delanoue-puis-edmond-thierry-delanoue-t,"Thierry Delanoue, puis Edmond Thierry-Delanoue",Chamber of Deputies,0,Aube,1,0,1902,1906,4,0,,0,0,0,0,,0,mention
delaroche,Delaroche,Chamber of Deputies,0,,0,0,,,,0,,1,0,0,0,,0,mention
delaunay,Delaunay,Chamber of Deputies,0,,0,0,,,,0,,1,1,1,0,Indochine,1,mention
delaunay-r,Raphaël Delaunay,Chamber of Deputies,0,,0,0,,,,0,,0,1,2,0,Empire (transversal); Inde (Comptoirs français de l’),2,mention
delaune-m,Marcel Delaune,Chamber of Deputies,0,Nord,1,0,,,,0,,0,1,3,0,Afrique occidentale française; Empire (transversal); Maroc,3,mention
delay,Delay,Senate,0,Loire,1,0,,,,1,1932,1,0,0,0,,0,roster
delesalle-c,Charles Delesalle,Chamber of Deputies; Senate,1,Pas-de-Calais,1,0,,,,2,1932; 1936,0,0,0,0,,0,roster
deligne-m,Maurice Deligne,Chamber of Deputies,0,Nord,1,0,1928,1936,8,2,1932; 1936,0,1,1,0,Empire (transversal),1,roster
della-torre-dr-luigi,Della Torre Dr. Luigi,Senate,0,,0,0,,,,0,,0,0,0,0,,0,mention
delmont,Delmont,Chamber of Deputies,0,,0,0,,,,0,,1,0,0,0,,0,mention
delmont-a,Alcide Delmont,Chamber of Deputies,0,Martinique,1,1,,,,0,,0,0,0,0,,0,mention
deloncle,Deloncle,Chamber of Deputies; Senate,1,Cochinchine; Indo-Chine,2,1,,,,0,,1,1,1,0,Maroc,1,mention
deloncle-c,Charles Deloncle,Chamber of Deputies,0,,0,0,1904,1914,10,2,1930; 1932,0,1,1,0,Empire ottoman/Turquie,1,roster
deloncle-f,François Deloncle,Chamber of Deputies,0,Basses-Alpes; Cochinchine; Indo-Chine,3,1,1889,1910,21,0,,0,0,0,0,,0,mention
delpech,Delpech,Chamber of Deputies,0,,0,0,,,,0,,1,1,8,0,Afrique occidentale française; Indochine; Madagascar; Maroc,4,mention
delpech-a,Auguste Delpech,Senate,0,Gauche,1,0,1894,1912,18,0,,0,1,1,0,Algérie,1,mention
delpech-l,Louis Delpech,Chamber of Deputies,0,Vaucluse,1,0,1889,1893,4,0,,0,0,0,0,,0,mention
demellier-l,Louis Demellier,Chamber of Deputies,0,,0,0,1906,1919,13,3,1930; 1932; 1936,0,0,0,0,,0,roster
denais-j,Joseph DENAIS,Chamber of Deputies,0,Seine,1,0,1911,1955,44,4,1930; 1932; 1936; 1954,0,1,3,0,Afrique occidentale française; Empire (transversal); Syrie-Liban,3,mention; roster
denecheau,Denécheau,Chamber of Deputies,0,,0,0,,,,0,,1,0,0,0,,0,mention
denis,Denis,Chamber of Deputies,0,,0,0,,,,0,,1,1,9,0,Afrique occidentale française; Afrique équatoriale française; Algérie; Empire (transversal); Indochine; Maroc,6,mention
denise-p,Paul Denise,Chamber of Deputies,0,,0,1,1919,1924,5,0,,0,0,0,0,,0,mention
denormandie-e,Ernest Denormandie,Chamber of Deputies; Senate,1,Seine,1,0,1871,1881,10,0,,0,0,0,0,,0,mention
deproge,Deproge,Chamber of Deputies,0,Martinique,1,0,,,,0,,1,0,0,0,,0,mention
depute-de-l-eure,Député de l'Eure,Chamber of Deputies,0,Eure,1,0,1902,1910,8,0,,0,0,0,0,,0,mention
deregnaucourt-j,Jules Deregnaucourt,Chamber of Deputies,0,Nord,1,0,1871,1876,5,0,,0,0,0,0,,0,mention
dernieres-additions-anquetil-paul,DERNIÈRES ADDITIONS ANQUETIL Paul,Chamber of Deputies,0,Seine-Inférieure,1,0,,,,0,,0,0,0,0,,0,mention
des-rotours-g,Guillaume des Rotours,Chamber of Deputies; Senate,1,,0,0,1919,1942,23,0,,0,1,1,0,Maroc,1,mention
desbons-j,Jean Desbons,Chamber of Deputies,0,,0,0,,,,0,,0,0,0,0,,0,mention
deschanel-p,Paul Deschanel,Chamber of Deputies,0,,0,0,,,,0,,0,1,2,0,Algérie; Indochine,2,mention
descubes-a,A. Descubes,Chamber of Deputies,0,,0,0,,,,0,,0,0,0,0,,0,mention
desfosses,Desfossés,Senate,0,Aisne; Maine-et-Loire,2,0,,,,3,1930; 1932; 1936,1,0,0,0,,0,roster
desgranges-p,Pierre DESGRANGES,Chamber of Deputies,0,Loire,1,0,,,,1,1954,0,0,0,0,,0,mention; roster
desjardins-c,Charles Desjardins,Senate,0,Aisne,1,0,,,,1,1936,0,0,0,0,,0,roster
desmons,Desmons,Senate,0,,0,0,,,,0,,1,0,0,0,,0,mention
develle-e,Edmond Develle,Chamber of Deputies; Senate,1,,0,0,1879,1879,0,0,,0,1,3,0,Algérie; Empire (transversal),2,mention
deves,Devès,Senate,0,,0,1,,,,0,,1,1,8,0,Afrique occidentale française; Afrique équatoriale française; Algérie; Bolivie; Djibouti; Gabon,6,mention
deves-p,Paul Devès,Chamber of Deputies; Senate,1,Cantal; Hérault,2,1,1876,1899,23,0,,0,1,9,0,Afrique occidentale francaise; Afrique occidentale française; Algérie,3,mention
devinat-p,Paul Devinat,Chamber of Deputies,0,Saône-et-Loire,1,0,1935,1935,0,1,1954,0,0,0,0,,0,roster
deyron-l,Léon Deyron,Chamber of Deputies,0,,0,0,1945,1946,1,0,,0,1,6,0,Algérie; Tunisie,2,mention
dg-plm,DG PLM,Chamber of Deputies,0,Hautes-Alpes,1,0,1919,1923,4,0,,0,0,0,0,,0,mention
diagne-b,Blaise Diagne,Chamber of Deputies,0,Sénégal,1,0,1914,1934,20,3,1924; 1930; 1932,0,1,5,0,Afrique occidentale française,1,mention; roster
diebolt-weber-m,Michel Diebolt-Weber,Senate,0,Bas-Rhin; Haut-Rhin,2,0,,,,3,1924; 1930; 1932,0,1,3,0,Empire (transversal),1,mention; roster
diethelm,Diethelm,Senate,0,,0,0,,,,0,,1,1,4,0,Indochine,1,mention
dietz-monin,Dietz-Monin,Chamber of Deputies,0,,0,0,,,,0,,1,0,0,0,,0,mention
dietz-monnin-c,Charles Dietz-Monnin,Chamber of Deputies; Senate,1,Seine,1,0,1871,1882,11,0,,0,0,0,0,,0,mention
dieudonne-bacot-de-romand-j,Jules Dieudonné Bacot de Romand,Chamber of Deputies,0,Indre-et-Loire,1,0,,,,0,,0,0,0,0,,0,mention
dion-a,Albert Dion,Senate,0,Loire-Inférieure,1,0,,,,1,1936,0,1,1,0,Empire (transversal),1,roster
dior-l-louis,Lucien Dior,Chamber of Deputies,0,Manche,1,1,1906,1932,26,3,1924; 1930; 1932,0,1,2,2,Algérie; Empire (transversal),2,mention; roster
diouf-g,Galandou Diouf,Chamber of Deputies,0,Sénégal,1,0,,,,0,,0,0,0,0,,0,mention
djimeco-kogbevi-d,Delonix Djimèco Kogbévi,Chamber of Deputies,0,,0,0,,,,0,,0,0,0,0,,0,mention
dommange-r,René Dommange,Chamber of Deputies,0,Paris; Seine,2,0,,,,1,1936,0,0,0,0,,0,mention; roster
donadei-a,Alfred Donadei,Chamber of Deputies,0,,0,0,1906,1914,8,2,1930; 1932,0,1,1,0,Afrique équatoriale française,1,roster
donnes-modifications-aux-noms-deja,DONNÉS Modifications Aux Noms Déjà,Senate,0,Seine,1,0,,,,1,1924,0,0,0,0,,0,roster
donon,Donon,Senate,0,Loiret,1,0,,,,1,1924,1,1,2,0,Empire (transversal),1,roster
donon-m,Marcel Donon,Senate,0,Loiret,1,1,1920,1941,21,3,1930; 1932; 1936,0,1,3,0,Empire (transversal); Syrie-Liban,2,mention; roster
dormoy-m,Marx Dormoy,Senate,0,,0,1,,,,0,,0,0,0,0,,0,mention
doumer-p,Paul Doumer,Chamber of Deputies; Senate,1,Corse,1,0,1912,1931,19,2,1924; 1930,0,1,4,0,Chine; Empire (transversal); Indochine,3,mention; roster
doumergue-g,Doumergue,Chamber of Deputies,0,Gard,1,0,,,,0,,1,1,3,0,Afrique occidentale française; Empire (transversal); Indochine,3,mention
dreyfus-c,Camille Dreyfus,Chamber of Deputies,0,Seine,1,0,,,,0,,0,1,1,0,Algérie,1,mention
dreyfus-l,Louis Dreyfus,Chamber of Deputies,0,Alpes-Maritimes,1,0,,,,2,1932; 1936,0,1,2,2,Empire (transversal); Tunisie,2,roster
drouhet,Drouhet,Senate,0,Réunion,1,1,,,,0,,1,0,0,0,,0,mention
du-breil-de-pontbriand,DU BREIL DE PONTBRIAND,Chamber of Deputies,0,,0,0,,,,0,,0,0,0,0,,0,mention
du-gabon-a,A. du Gabon,Senate,0,Communauté,1,0,1959,1961,2,0,,0,0,0,0,,0,mention
dubief-f,Fernand Dubief,Chamber of Deputies,0,Saône-et-Loire,1,1,1893,1919,26,0,,0,0,0,0,,0,mention
duboin,Duboin,Chamber of Deputies,0,,0,1,,,,0,,1,1,3,0,Empire (transversal); Maroc,2,mention
duboin-j,Jacques DUBOIN,Chamber of Deputies,0,Haute-Savoie,1,0,,,,2,1924; 1930,0,1,8,0,Empire (transversal); Indochine; Maroc,3,mention; roster
dubois-l,Louis Dubois,Chamber of Deputies,0,,0,1,,,,0,,0,1,4,0,Afrique occidentale française; Algérie; Congo-Brazzaville ou Moyen-Congo; Madagascar,4,mention
dubost-a,Antonin Dubost,Senate,0,Isère,1,1,,,,0,,0,0,0,0,,0,mention
duchesne-fournet-p,Pierre Duchesne-Fournet,Chamber of Deputies,0,Calvados,1,0,1932,1942,10,1,1936,0,1,3,0,Afrique occidentale française; Sénégal,2,mention; roster
duchet-r,Roger DUCHET,Senate,0,Côte-d’Or,1,1,,,,1,1954,0,0,0,0,,0,mention; roster
duclerc,Duclerc,Senate,0,,0,0,,,,0,,1,1,2,0,Algérie,1,mention
dufour-p-pierre,Paul Dufour,Chamber of Deputies,0,,0,0,1876,1889,13,0,,0,1,2,0,Empire (transversal); Maroc,2,mention
dugue-de-la-fauconnerie,Dugué de la Fauconnerie,Chamber of Deputies,0,Orne,1,0,1869,1893,24,0,,0,1,1,0,Indochine,1,mention
dugue-de-la-fauconnerie-h,Henri Dugué de la Fauconnerie,Chamber of Deputies,0,Orne,1,0,1869,1881,12,0,,0,0,0,0,,0,mention
dugueyt-p,Paul Dugueyt,Chamber of Deputies,0,Isère,1,0,1919,1924,5,1,1924,0,1,4,1,Afrique occidentale française; Afrique équatoriale française,2,mention; roster
dulin-a,André Dulin,Senate,0,Charente-Maritime,1,0,,,,1,1954,0,1,1,0,Empire (transversal),1,roster
duluc,Duluc,Senate,0,,0,0,,,,0,,1,0,0,0,,0,mention
duluc-h,Henrique Duluc,Chamber of Deputies; Senate,1,Cochinchine,1,0,,,,0,,0,0,0,0,,0,mention
duluc-l,Louis Duluc,Chamber of Deputies,0,Inde,1,0,1898,1906,8,0,,0,0,0,0,,0,mention
dumat-l,Louis Dumat,Chamber of Deputies,0,Seine,1,0,1928,1932,4,2,1930; 1932,0,0,0,0,,0,roster
dumont,Dumont,Chamber of Deputies,0,Indre,1,0,,,,0,,1,1,3,0,Algérie; Macédoine,2,mention
dumont-c,Charles Dumont,Chamber of Deputies; Senate,1,Jura,1,1,,,,4,1924; 1930; 1932; 1936,0,1,5,0,Afrique occidentale française; Algérie; Comores; Indochine,4,mention; roster
dunaime-h,Henri DUNAIME,Chamber of Deputies,0,Ardennes,1,0,,,,1,1930,0,0,0,0,,0,mention; roster
dupont-f,F. Dupont,Chamber of Deputies,0,Paris,1,0,,,,0,,0,1,4,0,Afrique équatoriale française; Empire (transversal),2,mention
dupraz-j,Johannès Dupraz,Chamber of Deputies,0,Indre-et-Loire; M,2,0,,,,1,1954,0,1,4,0,Empire (transversal); Indochine; Tunisie,3,mention; roster
dupraz-joannes,DUPRAZ Joannès,Chamber of Deputies,0,Indre-et-Loire,1,0,,,,0,,0,0,0,0,,0,mention
dupuy,Dupuy,Chamber of Deputies,0,Inde,1,0,,,,0,,1,1,7,0,Afrique occidentale française; Algérie; Empire (transversal); Indochine,4,mention
dupuy-p-pierre,Pierre DUPUY,Chamber of Deputies,0,Inde; Seine,2,0,,,,2,1930; 1936,0,1,1,0,Empire (transversal),1,mention; roster
durand-j,Julien Durand,Chamber of Deputies; Senate,1,Aude,1,1,,,,4,1924; 1930; 1932; 1936,0,1,3,0,Empire (transversal),1,mention; roster
durand-reville-l,Luc Durand-Reville,Senate,0,Gabon,1,0,,,,1,1954,0,1,11,0,Afrique occidentale française; Afrique équatoriale française; Côte d'Ivoire; Indochine,4,roster
durand-reville-luc,DURAND-REVILLE Luc,Senate,0,Gabon,1,0,,,,0,,0,0,0,0,,0,mention
dureau-de-vautcomte,Dureau de Vautcomte,Chamber of Deputies,0,Réunion,1,1,,,,0,,0,0,0,0,,0,mention
durieux,Durieux,Senate,0,Pas-de-Calais,1,0,,,,0,,1,0,0,0,,0,mention
duroux-j,Duroux,Senate,0,Alger,1,1,,,,0,,1,0,0,0,,0,mention
duroux-j-jean,Jacques Duroux,Senate,0,Alger,1,0,,,,3,1930; 1932; 1936,0,1,2,0,Algérie,1,roster
dutreil-m,Maurice Dutreil,Chamber of Deputies,0,Mayenne,1,0,1902,1928,26,2,1924; 1930,0,1,4,0,Afrique equatoriale francaise; Afrique occidentale française; Empire (transversal),3,mention; roster
duval-arnould-l,Louis DUVAL-ARNOULD,Chamber of Deputies,0,Seine,1,0,1919,1936,17,3,1922; 1924; 1930,0,1,1,0,Indochine,1,mention; roster
duvaux,Duvaux,Chamber of Deputies,0,M.R.P,1,0,,,,0,,1,1,2,0,Algérie; Madagascar,2,mention
e-estebe-paul,E ESTÈBE Paul,Chamber of Deputies,0,Gironde,1,0,,,,0,,0,0,0,0,,0,mention
eccard-f-frederic,François Eccard,Senate,0,Bas-Rhin,1,0,,,,3,1924; 1930; 1932,0,1,1,0,Afrique occidentale française,1,roster
economique-t,Tribune Economique,Chamber of Deputies,0,,0,0,1945,1958,13,0,,0,0,0,0,,0,mention
edm-caze,Edm. Caze,Chamber of Deputies,0,,0,0,1890,1893,3,0,,0,1,1,0,Gabon,1,mention
edmond-leblanc,Ed[mond] Leblanc,Chamber of Deputies,0,Mayenne,1,0,,,,0,,0,0,0,0,,0,mention
edouard-flaminio-corniglion-molinier,Édouard-Flaminio Corniglion-Molinier,Senate,0,,0,0,,,,1,1954,0,0,0,0,,0,roster
elbel-p,Paul Elbel,Chamber of Deputies,0,Vosges,1,1,,,,1,1936,0,0,0,0,,0,mention; roster
elby-j,Jules Elby,Senate,0,Pas-de-Calais,1,0,1923,1933,10,3,1924; 1930; 1932,0,1,2,0,Algérie; Tunisie,2,roster
ellen-prevot-g,Gabriel Ellen-Prévot,Chamber of Deputies,0,Haute-Garonne,1,0,,,,0,,0,1,1,0,Maroc,1,mention
elu-perchot,Elu. Perchot,Chamber of Deputies,0,,0,0,,,,0,,0,0,0,0,,0,mention
emile-brelay,[Émile] BRELAY,Chamber of Deputies,0,Paris,1,0,,,,0,,0,0,0,0,,0,mention
emile-delmas,[Émile] DELMAS,Chamber of Deputies,0,Charente-Inférieure,1,0,,,,0,,0,0,0,0,,0,mention
en-angleterre-e,Et en Angleterre,Chamber of Deputies,0,Deux-Sèvres,1,0,1893,1898,5,0,,0,0,0,0,,0,mention
engerand-f,Fernand Engerand,Chamber of Deputies,0,Calvados,1,0,1902,1936,34,2,1930; 1932,0,0,0,0,,0,roster
ert-de-montaigu,ERT. DE MONTAIGU,Chamber of Deputies,0,Loire-Inférieure,1,0,,,,0,,0,0,0,0,,0,mention
escartefigue-m,Marius Escartefigue,Chamber of Deputies,0,Var,1,0,1932,1942,10,2,1930; 1932,0,0,0,0,,0,roster
escudier-p,Paul ESCUDIER,Chamber of Deputies,0,Seine,1,0,1910,1931,21,3,1924; 1930; 1932,0,1,2,0,Empire (transversal); Empire ottoman/Turquie,2,mention; roster
espivent-de-la-villesboisnet-a,Arthur Espivent de la Villesboisnet,Chamber of Deputies,0,Morbihan,1,0,1914,1919,5,0,,0,1,3,0,Afrique occidentale française; Chine; Indochine,3,mention
estebe-p,Paul Estèbe,Chamber of Deputies,0,Gironde,1,0,,,,1,1954,0,0,0,0,,0,roster
estournelles-de-constant,ESTOURNELLES de CONSTANT,Chamber of Deputies; Senate,1,Sarthe,1,1,,,,0,,0,0,0,0,,0,mention
et-haute-volta-louis-proust,ET HAUTE-VOLTA Louis Proust,Chamber of Deputies,0,,0,0,,,,0,,0,0,0,0,,0,mention
etienne,Étienne,Chamber of Deputies,0,Oran,1,0,,,,0,,1,1,5,0,Afrique occidentale française; Empire (transversal); Indochine; Tunisie,4,mention
etienne-e,Eugène Étienne,Chamber of Deputies; Senate,1,Oran,1,1,,,,0,,0,0,0,0,,0,mention
eug-reveillaud,Eug. Réveillaud,Chamber of Deputies; Senate,1,Chte-Mme,1,0,,,,0,,0,1,1,0,Maroc,1,mention
evain-de-vendeuvre,Évain de Vendeuvre,Chamber of Deputies,0,,0,0,,,,0,,0,0,0,0,,0,mention
even-p,Pierre Even,Senate,0,Côtes-du-Nord,1,0,,,,1,1936,0,0,0,0,,0,roster
expert-bezancon-c,Charles Expert-Bezançon,Senate,0,,0,0,1900,1900,0,0,,0,1,1,0,"Soudan français (Mali, Haute-Volta — ou Burkina-Fasso — et Niger)",1,mention
extreme-orient-ernest-haudos,Extrême-Orient Ernest Haudos,Chamber of Deputies,0,Marne,1,0,,,,0,,0,0,0,0,,0,mention
fabre-u,Ulysse Fabre,Senate,0,,0,0,,,,0,,0,0,0,0,,0,mention
faisant-j,Joseph Faisant,Chamber of Deputies,0,,0,0,,,,0,,0,1,2,0,Indochine,1,mention
falcoz,Falcoz,Chamber of Deputies,0,Savoie,1,0,,,,0,,1,0,0,0,,0,mention
falcoz-h,Henri Falcoz,Chamber of Deputies,0,Savoie,1,0,1924,1936,12,2,1932; 1936,0,0,0,0,,0,mention; roster
fao-jean-maurice-le-corbeiller,FAO. Jean-Maurice Le Corbeiller,Chamber of Deputies,0,Seine,1,0,1921,1936,15,0,,0,0,0,0,,0,mention
farjon-r,Roger Farjon,Senate,0,Pas-de-Calais,1,0,1920,1942,22,3,1930; 1932; 1936,0,1,3,0,Empire (transversal); Indochine,2,roster
