person_id,company_key,company_name,role,year,source_ref,doc_id,annotation,from_company_id,match_method,n_observations,source_genre
chastel,penarroya,Peñarroya,administrateur,1922,Annuaire des valeurs de l’Afrique du Nord 1922,afrique-du-nord-chabet-kohol-1911-1931-5ce69b,Peñarroya,mineschabetkohol,exact_single_token,4,annotation
compose-de-a-membres-fraissinet,alfred,Alfred & Cie,administrateur,1922,Annuaire des valeurs de l’Afrique du Nord 1922,empire-cie-navigation-fraissinet-e2f891,Alfred,marseillaisenavigationvapeurfraissinet,exact_single_token,4,annotation
dal-piaz-j,transatlantique,Cie Générale Transatlantique,administrateur,1922,"AEC 1922, p. 519",afrique-du-nord-abattoirs-industriels-maroc-9a3243,Cie gén. transatlantique,abattoirsmunicipauxmaroc,exact_single_token,4,annotation
du-castel-e,penarroya,Peñarroya,administrateur,1938,Annuaire industriel 1938,antilles-guyane-mines-de-huaron-b888b1,Peñarroya,mineshuaron,exact_single_token,4,annotation
fr-ledoux,penarroya,Peñarroya,administrateur,1950,"Brignolles, 1879-Paris, 1950",afrique-du-nord-aec-1922-maroc-ba808c,Peñarroya,mecaniqueagricolefnovembre1920,exact_single_token,4,annotation
garreau-dombasle-m,associationminiere,Association minière,administrateur,1951,Annuaire des entreprises coloniales,antilles-guyane-aec-1951-guyane-37a4b1,Ass. minière,exploitationsminieresinini,prefix_exact_length,4,annotation
guerard-h,banquecommercialemaroc,Banque commerciale du Maroc,administrateur,1958,"Espalion, Ardèche, 1880-Paris, 1958",afrique-du-nord-aec-1922-maroc-ba808c,Bq comm. maroc,omniummarocain,prefix,4,annotation
guerin,theodore,Cie. L. Théodore,administrateur,1944,"Mâcon, 1872-Paris, 1944",afrique-du-nord-ann-indus-1925-tunisie-d7c1f4,Théodore,minierekanguet,exact_single_token,4,annotation
ledoux,penarroya,Peñarroya,administrateur,1925,"ANNUAIRE INDUSTRIEL, 1925",afrique-du-nord-ann-indus-1925-alg-509f9d,Peñarroya,socminesoranie,exact_single_token,4,annotation
lorthiois-j,optorg,Optorg,administrateur,1922,Annuaire des entreprises coloniales,madagascar-et-djibouti-aec-1922-djibouti-362d73,Optorg,commercialeabyssinie,exact_single_token,4,annotation
paramaribo,minesorguyanehollandaise,Compagnie des Mines d'or de la Guyane hollandaise,administrateur,,,antilles-guyane-ann-indus-1925-guyane-fe996d,Guyane hollandaise,chouanard,prefix,4,annotation
peretti-a,minieregundafa,Société minière des Gundafa,administrateur,1969,"Troyes, 1912-Marseille, 1969",afrique-du-nord-aec-1951-maroc-0655fe,Min. des Gundafa,africaineagricoleminiere,prefix_exact_length,4,annotation
peretti-a,renseignementsincertainsfluviale,Renseignements incertains. Compagnie fluviale,administrateur,1969,"Troyes, 1912-Marseille, 1969",afrique-du-nord-aec-1951-maroc-0655fe,Renseignements incertains,africaineagricoleminiere,prefix,4,annotation
petithuguenin-p,colonies,Compagnie Générale des colonies,administrateur,1971,"Saint-Nicolas-de-la-Taille, Seine-Inférieure, 7 juin 1878-Dalat, 1971",inde-indochine-aec-1951-indochine-96799d,Cie gén. colonies,foncieretonkinannam,exact_single_token,4,annotation
prangey-h-henri,fiveslille,Fives-Lille,administrateur,1969,"Troyes, 1912-Marseille, 1969",afrique-du-nord-aec-1951-maroc-0655fe,Fives-Lille,minesaouli,prefix_exact_length,4,annotation
province-d-almeria,espagne,l'Espagne,administrateur,1925,Annuaire industriel 1925,empire-miniere-d-almagrera-154535,Espagne,minierealmagrera,exact_single_token,4,annotation
rivaud,olivier,Olivier & Cie,administrateur,1922,Annuaire des valeurs de l’Afrique du Nord 1922,afrique-du-nord-m-zaita-cie-miniere-7c4cfc,Olivier de,phosphatesmzaita,exact_single_token,4,annotation
superville-m,banquefrseafriqueequat,Banque frse de l'Afrique équat,administrateur,1922,Annuaire des entreprises coloniales,afrique-equatoriale-aec-1922-aef-cameroun-8e0ebc,Bq fse de l'Af. équat,forestieresanghaoubangui,prefix,4,annotation
triadou-c,hale,"Hale et Cie, puis Société d'exploitation Wm. G. Hale, puis Société commerciale Wm. G. Hale",administrateur,1938,"ANNUAIRE INDUSTRIEL, 1938",inde-indochine-ann-indus-1938-ic-ef7299,Wm. G. Hale,comptoirsgenerauxindochine,prefix,4,annotation
vintejoux-m,fiveslille,Fives-Lille,administrateur,1963,"Doc af., 1963",afrique-occidentale-aec-1951-aof-togo-9a864d,Fives-Lille,colonialechauxcimentsof,prefix_exact_length,4,annotation
alb-hentschel,ingerenceallemandedansminestonkinoisesparlieutenantsire,"L'ingérence allemande dans les mines tonkinoises, par le lieutenant Sire",administrateur,1969,"Troyes, 1912-Marseille, 1969",afrique-du-nord-aec-1951-maroc-0655fe,ing. des mines,omniumnordafricain,prefix,3,annotation
allain-e,commerceexterieur,Société générale de commerce extérieur,administrateur,1925,"ANNUAIRE INDUSTRIEL, 1925",madagascar-et-djibouti-ann-indus-1925-madag-8e7e7b,Sté gén. comm. ext,creditfonciermadagascar,prefix_exact_length,3,annotation
angoulvant-g,colonies,Compagnie Générale des colonies,administrateur,1938,"ANNUAIRE INDUSTRIEL, 1938",inde-indochine-ann-indus-1938-ic-ef7299,Cie gén. des colonies,socindochinoiseculturestropicales,exact_single_token,3,annotation
arbeit-p,saintgobain,Compagnie de Saint-Gobain,administrateur,1971,"Saint-Nicolas-de-la-Taille, Seine-Inférieure, 7 juin 1878-Dalat, 1971",inde-indochine-aec-1951-indochine-96799d,Saint-Gobain,verreriesextremeorient,prefix_exact_length,3,annotation
audren-de-kerdrel-r,colonies,Compagnie Générale des colonies,administrateur,1951,"AEC 1951, p. 1079",inde-indochine-fonciere-tonkin-annam-5411ce,Cie gén. colonies,foncieretonkinannam,exact_single_token,3,annotation
barbet-a,hersent,Société anonyme Hersent,administrateur,1912,"La Cote de la Bourse et de la banque, 24 décembre 1912",afrique-du-nord-franco-marocaine-de-fedhala-c2b8c0,Hersent,francomarocainefedhala,exact_single_token,3,annotation
beigbeder-l,pontmousson,Pont-à-Mousson,administrateur,1969,"Troyes, 1912-Marseille, 1969",afrique-du-nord-aec-1951-maroc-0655fe,Pont-à-Mousson,mineraisfermagnetiquemoktaelhadid,prefix_exact_length,3,annotation
berthier-j-jules,bergougnan,BERGOUGNAN,administrateur,1953,"Grenoble, 1883-Saint-Mandé, 1953",inde-indochine-aec-1951-indochine-96799d,Bergougnan,caoutchoucsindochinesiegesocial,exact_single_token,3,annotation
bertrand-e,hale,"Hale et Cie, puis Société d'exploitation Wm. G. Hale, puis Société commerciale Wm. G. Hale",administrateur,1938,"ANNUAIRE INDUSTRIEL, 1938",inde-indochine-ann-indus-1938-ic-ef7299,Wm. G. Hale,comptoirsgenerauxindochine,prefix,3,annotation
blondel,cheminsfermaroc,Compagnie des Chemins de fer du Maroc,administrateur,1952,"selon Maurice Dupont, Esprit, août 1952",afrique-du-nord-aec-1951-maroc-0655fe,Ch. fer Maroc,etudesimmobilierescommercialesindustriellesafrique,prefix_exact_length,3,annotation
bocquet-j,colonies,Compagnie Générale des colonies,administrateur,1973,"Roanne, 7 juillet 1881-Limeil-Brévannes, 1973",madagascar-et-djibouti-aec-1951-madagascar-36cc19,Cie gén. colonies,mahajamba,exact_single_token,3,annotation
bodin-a-antonin,cheminsferindochineyunnan,Compagnie française des Chemins de fer de l'Indochine et du Yunnan,administrateur,1971,"Saint-Nicolas-de-la-Taille, Seine-Inférieure, 7 juin 1878-Dalat, 1971",inde-indochine-aec-1951-indochine-96799d,Ch. de fer de l'Indoch. et du Yunnan,chantiersateliersreunisindochine,prefix_exact_length,3,annotation
boissiere-g,banqueottomane,Banque ottomane,administrateur,,,proche-orient-ann-indus-1925-levant-8cccf4,Bq ottomane,socexploitationcheminsfercilicienordsyrie,prefix_exact_length,3,annotation
boski-j,travauxeclairageforcecgtefclemancon,Compagnie générale de travaux d’éclairage et de force (CGTEF-Clémançon),administrateur,1969,"Troyes, 1912-Marseille, 1969",afrique-du-nord-aec-1951-maroc-0655fe,CGTEF Clémançon,eclairageforcemaroc,prefix,3,annotation
boussand-l-leon,syndicatlyonnaismadagascar,Syndicat lyonnais de Madagascar,administrateur,1925,"ANNUAIRE INDUSTRIEL, 1925",afrique-du-nord-ann-indus-1925-alg-509f9d,Synd. lyonnais de Madagascar,socminesbouthaleb,prefix_exact_length,3,annotation
boyer-a-andre,forgesacieriesmarinestetienne,Forges et aciéries de la Marine et de St-Étienne,administrateur,1969,"Troyes, 1912-Marseille, 1969",afrique-du-nord-aec-1951-maroc-0655fe,Forges de la Marine,marocainemetallurgique,prefix,3,annotation
briandet-a,etshabermachercailleretpapeteriesauvergne,Éts Habermacher et Cailleret (Papeteries d’Auvergne),administrateur,1963,"Doc af., 1963",afrique-occidentale-aec-1951-aof-togo-9a864d,Papeteries d'Auvergne,plantationstanoe,prefix,3,annotation
buhot-h,creditfoncieralgerietunisie,Crédit foncier d'Algérie-Tunisie,administrateur,1922,Annuaire des valeurs de l’Afrique du Nord 1922,afrique-du-nord-usines-lavie-constantine-6494de,Crédit foncier Alg.-Tun,usineslavieconstantine,prefix_exact_length,3,annotation
bunel-h,indochinefilmscinemas,Indochine films et cinémas,administrateur,1942,"L’Écho annamite, 6 mai 1942",inde-indochine-ic-luminescence-et-radio-44def7,Indoch. films et cinémas,indochinephonoradio,prefix,3,annotation
cangardel-h,unionsenegalaiseindustriesmaritimes,Union sénégalaise d'industries maritimes,administrateur,1951,Annuaire des entreprises coloniales,afrique-du-nord-aec-1951-maroc-0655fe,Un. ind. maritime,marocainetransportsmaritimes,prefix,3,annotation
castelnau-p,creditfonciercolonial,Crédit foncier colonial,administrateur,1950,"L’Information financière, économique et politique, 29 décembre 1950",antilles-guyane-sucreries-coloniales-82728f,Créd. fonc. col,sucreriescoloniales,prefix_exact_length,3,annotation
cavallier,pontmousson,Pont-à-Mousson,administrateur,1915,"S.N.C., Bordeaux, 5 mars 1915",inde-indochine-aec-1922-indochine-c3f1fb,Pont-à-Mousson,chargeursextremeorient,prefix_exact_length,3,annotation
cerjat-c,banqueottomane,Banque ottomane,administrateur,,,proche-orient-ann-indus-1925-levant-8cccf4,Bq ottomane,socexploitationcheminsfercilicienordsyrie,prefix_exact_length,3,annotation
chabanne-l,schneider,Schneider,administrateur,1950,"L’Information financière, économique et politique, 29 décembre 1950",antilles-guyane-sucreries-coloniales-82728f,Schneider,sucreriescoloniales,exact_single_token,3,annotation
chalandre-o,unilever,Unilever,administrateur,1951,Annuaire des entreprises coloniales,afrique-occidentale-aec-1951-aof-togo-9a864d,Unilever,niger,exact_single_token,3,annotation
coignet-j,produitschimiquescoignet,Produits chimiques Coignet,administrateur,1913,"L’Écho des mines et de la métallurgie, 23 octobre 1913",afrique-du-nord-aec-1922-maroc-ba808c,Prod. chim. Coignet,consortiumindustrielcommercialafriquenord,prefix,3,annotation
crassous-j,salinsmidisalinesdjibouti,Cie des Salins du Midi et des Salines de Djibouti,administrateur,1963,"Doc af., 1963",afrique-occidentale-aec-1951-aof-togo-9a864d,Salins du Midi,salinssinesaloum,prefix,3,annotation
cte-de-la-bouillerie,bertrand,Bertrand,administrateur,1971,"Saint-Nicolas-de-la-Taille, Seine-Inférieure, 7 juin 1878-Dalat, 1971",inde-indochine-aec-1951-indochine-96799d,Bertrand,etainswolframtonkin,exact_single_token,3,annotation
curral-j,renegastondreyfus,René Gaston-Dreyfus,administrateur,1969,"Troyes, 1912-Marseille, 1969",afrique-du-nord-aec-1951-maroc-0655fe,Gaston- Dreyfus,carrieresmarocaines,prefix,3,annotation
curral-j,renegastondreyfus,René Gaston-Dreyfus,administrateur,1963,"Doc af., 1963",afrique-occidentale-aec-1951-aof-togo-9a864d,Gaston-Dreyfus,brasseriescoteivoire,prefix,3,annotation
d-huart-j,metallurgiquesenellemaubeuge,Métallurgique de Senelle-Maubeuge,administrateur,1913,"L’Écho des mines et de la métallurgie, 23 octobre 1913",afrique-du-nord-aec-1922-maroc-ba808c,Senelle-Maubeuge,metallurgiqueminierefrancomarocaine,prefix,3,annotation
dal-piaz-n-paquet-j,gletransatl,Cie gle Transatl,administrateur,1913,"L’Écho des mines et de la métallurgie, 23 octobre 1913",afrique-du-nord-aec-1922-maroc-ba808c,Cie gén. transatl,marocainecharbonsbriquettes,exact_single_token,3,annotation
damien-r,usinor,USINOR,administrateur,1969,"Troyes, 1912-Marseille, 1969",afrique-du-nord-aec-1951-maroc-0655fe,Usinor,marocaineetudessiderurgiques,exact_single_token,3,annotation
darcy-h,unionminesmarocaines,Union des mines marocaines,administrateur,1913,"L’Écho des mines et de la métallurgie, 23 octobre 1913",afrique-du-nord-aec-1922-maroc-ba808c,Un. des mines maroc,etudeshautguir,prefix,3,annotation
de-dietrich-b,djebeldjerissa,Société du Djebel-Djerissa,administrateur,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,Djebel-Djerissa,djebeldjerissatunisie,prefix_exact_length,3,annotation
de-la-bouglise-r,ingerenceallemandedansminestonkinoisesparlieutenantsire,"L'ingérence allemande dans les mines tonkinoises, par le lieutenant Sire",administrateur,1975,"Paris, 1874-Paris, 1975",afrique-occidentale-aec-1922-aof-togo-9cef7c,ing. des mines,miniereguinee,prefix,3,annotation
delange-e,banquetransatlantique,Banque transatlantique,administrateur,1922,Annuaire des entreprises coloniales,afrique-du-nord-aec-1922-maroc-ba808c,Bq Transatl,banquecommercialemaroc,prefix_exact_length,3,annotation
demonque-m,lafarge,Lafarge,administrateur,1969,"Troyes, 1912-Marseille, 1969",afrique-du-nord-aec-1951-maroc-0655fe,Lafarge,chauxcimentsmateriauxconstructionmaroc,exact_single_token,3,annotation
des-champs-de-verneix-o,minieregundafa,Société minière des Gundafa,administrateur,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,Min. Gundafa,minieregundafamaroc,prefix_exact_length,3,annotation
deschamps-r,kuhlmann,Kuhlmann,administrateur,1969,"Troyes, 1912-Marseille, 1969",afrique-du-nord-aec-1951-maroc-0655fe,Kuhlmann,cherifienneengraisproduitschimiques,exact_single_token,3,annotation
desportes-j,kuhlmann,Kuhlmann,administrateur,1969,"Troyes, 1912-Marseille, 1969",afrique-du-nord-aec-1951-maroc-0655fe,Kuhlmann,cherifienneengraisproduitschimiques,exact_single_token,3,annotation
devies-m,creditfonciercolonial,Crédit foncier colonial,administrateur,1950,"L’Information financière, économique et politique, 29 décembre 1950",antilles-guyane-sucreries-coloniales-82728f,Créd. fonc. col,sucreriescoloniales,prefix_exact_length,3,annotation
duchateau-r,hale,"Hale et Cie, puis Société d'exploitation Wm. G. Hale, puis Société commerciale Wm. G. Hale",administrateur,1938,"ANNUAIRE INDUSTRIEL, 1938",inde-indochine-ann-indus-1938-ic-ef7299,Wm. G. Hale,comptoirsgenerauxindochine,prefix,3,annotation
durand-p,energieindustrielle,L'Énergie industrielle,administrateur,1922,Annuaire des entreprises coloniales,madagascar-et-djibouti-aec-1922-madagascar-1deb0e,Énerg. indus,fonciereminieremadagascar,prefix,3,annotation
eug-hebre,electriciteindochine,Société des électricité de l'Indochine,administrateur,1915,"S.N.C., Bordeaux, 5 mars 1915",inde-indochine-aec-1922-indochine-c3f1fb,Én. élec. Indoch,eauxelectriciteindochine,prefix_exact_length,3,annotation
faure-a,unilever,Unilever,administrateur,1951,Annuaire des entreprises coloniales,pacifique-aec-1951-polynesie-785e7c,Unilever,phosphatesoceanie,exact_single_token,3,annotation
faure-a-auguste,bergougnan,BERGOUGNAN,administrateur,1953,"Grenoble, 1883-Saint-Mandé, 1953",inde-indochine-aec-1951-indochine-96799d,Bergougnan,caoutchoucsindochinesiegesocial,exact_single_token,3,annotation
ferasson-l-louis,banqueindustrielleafriquenord,Banque industrielle de l'Afrique du Nord,administrateur,1969,"Troyes, 1912-Marseille, 1969",afrique-du-nord-aec-1951-maroc-0655fe,Bq indus. de l'Af. du Nord,cheminsfermarocoriental,prefix,3,annotation
ferrant-r,cimentsportlandartificielsindochine,Ciments Portland artificiels de l'Indochine,administrateur,1913,"Cote de la Bourse et de la banque, 11 juin 1913",afrique-du-nord-chaux-ciments-maroc-b5536d,Ciments Portland de l'Indoch,chauxcimentsmateriauxconstructionmaroc,prefix,3,annotation
fr-bloch-laine,creditfoncierindochine,Crédit foncier de l’Indochine,administrateur,1951,Annuaire des entreprises coloniales,afrique-occidentale-aec-1951-aof-togo-9a864d,Crédit fonc. Indoch,creditfoncierouestafricain,prefix_exact_length,3,annotation
francois-a,lafarge,Lafarge,administrateur,1969,"Troyes, 1912-Marseille, 1969",afrique-du-nord-aec-1951-maroc-0655fe,Lafarge,chauxcimentsmateriauxconstructionmaroc,exact_single_token,3,annotation
gentil-e,saintgobain,Compagnie de Saint-Gobain,administrateur,1971,"Saint-Nicolas-de-la-Taille, Seine-Inférieure, 7 juin 1878-Dalat, 1971",inde-indochine-aec-1951-indochine-96799d,Saint-Gobain,verreriesextremeorient,prefix_exact_length,3,annotation
gimon-c,afriqueorientale,Compagnie de l'Afrique Orientale,administrateur,1925,"ANNUAIRE INDUSTRIEL, 1925",madagascar-et-djibouti-ann-indus-1925-madag-8e7e7b,Cie de l'Afr. or,creditfonciermadagascar,prefix_exact_length,3,annotation
goury-du-roslan,creditfoncierindochine,Crédit foncier de l’Indochine,administrateur,1993,"Toulon, 1903-Paris, 1993",inde-indochine-aec-1951-indochine-96799d,Créd. foncier Indoch,imprimerieextremeorient,prefix_exact_length,3,annotation
goury-du-roslan-r,creditfoncierindochine,Crédit foncier de l’Indochine,administrateur,1951,Annuaire des entreprises coloniales,afrique-occidentale-aec-1951-aof-togo-9a864d,Crédit fonc. Indoch,creditfoncierouestafricain,prefix_exact_length,3,annotation
granier-deferre-h,transportsmory,Transports Mory,administrateur,1955,"Belley, 1888-Paris, 1955",afrique-occidentale-aec-1951-aof-togo-9a864d,Transp. Mory,unioncomptoirsoutremerunicomer,prefix,3,annotation
grattery-j,secteurelectriquevoutesalger,Secteur électrique des Voûtes d'Alger,administrateur,1952,"selon Maurice Dupont, Esprit, août 1952",afrique-du-nord-aec-1951-maroc-0655fe,Secteur éléc. voûtes d'Alger,nordafricaineentreprise,prefix_exact_length,3,annotation
guerard,banquecommercialemaroc,Banque commerciale du Maroc,administrateur,1913,"L’Écho des mines et de la métallurgie, 23 octobre 1913",afrique-du-nord-aec-1922-maroc-ba808c,Bq comm. maroc,manutentionmarocaine,prefix,3,annotation
guerreau-a,denainanzin,Denain-Anzin,administrateur,1913,"L’Écho des mines et de la métallurgie, 23 octobre 1913",afrique-du-nord-aec-1922-maroc-ba808c,Denain-Anzin,metallurgiqueminierefrancomarocaine,prefix_exact_length,3,annotation
guignard-e-edouard,peyrissac,Peyrissac,administrateur,1975,"Paris, 1874-Paris, 1975",afrique-occidentale-aec-1922-aof-togo-9cef7c,Peyrissac,salinscapvert,exact_single_token,3,annotation
halfon-n,banquetransatlantique,Banque transatlantique,administrateur,1922,Annuaire des entreprises coloniales,afrique-du-nord-aec-1922-maroc-ba808c,Bq Transatl,banquecommercialemaroc,prefix_exact_length,3,annotation
hauser-e,banquecommercialeafricaine,Banque commerciale africaine,administrateur,1951,Annuaire des entreprises coloniales,afrique-equatoriale-aec-1951-aef-cameroun-6d0821,Bq comm. afr,exploitationsforestieresafricaines,prefix_exact_length,3,annotation
hauser-e,banquecommercialeafricaine,Banque commerciale africaine,administrateur,1951,Annuaire des entreprises coloniales,afrique-equatoriale-aec-1951-aef-cameroun-6d0821,Bq comm. afric,africaineplacages,prefix_exact_length,3,annotation
hausermann-e,hersent,Société anonyme Hersent,administrateur,1913,"L’Écho des mines et de la métallurgie, 23 octobre 1913",afrique-du-nord-aec-1922-maroc-ba808c,Hersent,briqueteriesfedhala,exact_single_token,3,annotation
hellier,creditnational,Crédit national,administrateur,1951,Annuaire des entreprises coloniales,antilles-guyane-aec-1951-guyane-37a4b1,Créd. nat,forestiereguyane,prefix_exact_length,3,annotation
hellier-j,creditnational,Crédit national,administrateur,1951,Annuaire des entreprises coloniales,antilles-guyane-aec-1951-guyane-37a4b1,Créd. nat,exploitationsminieresinini,prefix_exact_length,3,annotation
henry-a,banqueottomane,Banque ottomane,administrateur,1913,"L’Écho des mines et de la métallurgie, 23 octobre 1913",afrique-du-nord-aec-1922-maroc-ba808c,Bq Ottomane,maroc,prefix_exact_length,3,annotation
hermil-a,schneider,Schneider,administrateur,1969,"Troyes, 1912-Marseille, 1969",afrique-du-nord-aec-1951-maroc-0655fe,Schneider,chauxcimentsmateriauxconstructionmaroc,exact_single_token,3,annotation
huberson-p,forgesacieriesmarinestetienne,Forges et aciéries de la Marine et de St-Étienne,administrateur,1913,"L’Écho des mines et de la métallurgie, 23 octobre 1913",afrique-du-nord-aec-1922-maroc-ba808c,Forges de la Marine,marocainemetallurgique,prefix,3,annotation
isbecque-b,belgeminesmineraismetaux,"Belge des mines, minerais et métaux",administrateur,1969,"Troyes, 1912-Marseille, 1969",afrique-du-nord-aec-1951-maroc-0655fe,Belg minerais et métaux,minesaouli,prefix,3,annotation
kahn-s,optorg,Optorg,administrateur,1922,Annuaire des entreprises coloniales,madagascar-et-djibouti-aec-1922-djibouti-362d73,Optorg,commercialeabyssinie,exact_single_token,3,annotation
laboria,gal,Le Gal,administrateur,1924,Annuaire des valeurs de l’Afrique du Nord 1924,afrique-du-nord-marocaine-ain-sikh-d22de2,général,marocaineainsikh,exact_single_token,3,annotation
laroche,larochehenryjean,LAROCHE (Henry-Jean),administrateur,1913,"L’Écho des mines et de la métallurgie, 23 octobre 1913",afrique-du-nord-aec-1922-maroc-ba808c,Henry-Jean,petrolesmaroc,prefix,3,annotation
lasseigne-l,banquefrancochinoise,La Banque franco-chinoise,administrateur,1971,"Saint-Nicolas-de-la-Taille, Seine-Inférieure, 7 juin 1878-Dalat, 1971",inde-indochine-aec-1951-indochine-96799d,Bq franco-chinoise,exploitationetsbrossardmopin,prefix_exact_length,3,annotation
laurent-j-jacques,forgesacieriesmarinestetienne,Forges et aciéries de la Marine et de St-Étienne,administrateur,1969,"Troyes, 1912-Marseille, 1969",afrique-du-nord-aec-1951-maroc-0655fe,Forges de la Marine,marocainemetallurgique,prefix,3,annotation
laurent-t,forgesacieriesmarinestetienne,Forges et aciéries de la Marine et de St-Étienne,administrateur,1925,"JORF, 17 janvier 1925",afrique-occidentale-aec-1922-aof-togo-9cef7c,Forges de la Marine,commerceindustrieparisservice,prefix,3,annotation
le-cour-grandmaison-a,lafarge,Lafarge,administrateur,1969,"Troyes, 1912-Marseille, 1969",afrique-du-nord-aec-1951-maroc-0655fe,Lafarge,chauxcimentsmateriauxconstructionmaroc,exact_single_token,3,annotation
lebon-a-andre,creditfoncieralgerietunisie,Crédit foncier d'Algérie-Tunisie,administrateur,1913,"L’Écho des mines et de la métallurgie, 23 octobre 1913",afrique-du-nord-aec-1922-maroc-ba808c,Créd. fonc. Alg. Tun,cheminsfermaroc,prefix_exact_length,3,annotation
lebon-a-andre,creditfoncieralgerietunisiecfat,Crédit foncier d’Algérie et de Tunisie (CFAT),administrateur,1925,"ANNUAIRE INDUSTRIEL, 1925",afrique-du-nord-ann-indus-1925-maroc-4457cd,Crédit fonc. d'Alg. et de Tunisie (CFAT),miniereafriquenord,prefix,3,annotation
lebon-p,unionbanquesparisubp,Union des banques de Paris (UBP),administrateur,1969,"Troyes, 1912-Marseille, 1969",afrique-du-nord-aec-1951-maroc-0655fe,Union des bq de Paris,marocainemagasinsgeneraux,prefix,3,annotation
lefebvre-e,hersent,Société anonyme Hersent,administrateur,1969,"Troyes, 1912-Marseille, 1969",afrique-du-nord-aec-1951-maroc-0655fe,Hersent,conserveriesmarocaines,exact_single_token,3,annotation
lefevre-l,hersent,Société anonyme Hersent,administrateur,1954,"article de revue, 1954",afrique-du-nord-aec-1951-maroc-0655fe,Hersent,salinesmaroc,exact_single_token,3,annotation
lemesle-j,sousdirecteur,sous-directeur de la Société générale,administrateur,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,sous-dir,nordvie,prefix_exact_length,3,annotation
lippens-h,banquelippens,de la Banque Lippens,administrateur,1955,"Bottin mondain, 1955",inde-indochine-ann-indus-1925-ic-5c0965,Bq H. Lippens,socexploitationphuquoc,prefix,3,annotation
lippens-h,banquelippens,de la Banque Lippens,administrateur,1922,Annuaire des entreprises coloniales,afrique-equatoriale-aec-1922-aef-cameroun-8e0ebc,Bq Lippens,banqueafriqueequatoriale,prefix,3,annotation
luquet-a,banqueunionparisienne,Banque de l'Union Parisienne,administrateur,1938,"ANNUAIRE INDUSTRIEL, 1938",inde-indochine-ann-indus-1938-ic-ef7299,Bq un. paris,etainswolframtonkin,prefix_exact_length,3,annotation
lyautey-p,banquecommercialemaroc,Banque commerciale du Maroc,administrateur,1969,"Troyes, 1912-Marseille, 1969",afrique-du-nord-aec-1951-maroc-0655fe,Bq commerciale du Maroc,africaineagricoleminiere,prefix,3,annotation
manent-l,renseignementsincertainsfluviale,Renseignements incertains. Compagnie fluviale,administrateur,1993,"Toulon, 1903-Paris, 1993",inde-indochine-aec-1951-indochine-96799d,Renseignements incertains,omniumindochinoistransports,prefix,3,annotation
mante-t,navigationmixte,Navigation mixte,administrateur,1938,"ANNUAIRE INDUSTRIEL, 1938",afrique-du-nord-ann-indus-1938-alg-0c21c1,Navig. mixte,socentreprisemaritimecommerciale,prefix_exact_length,3,annotation
marlio-l,pechiney,Péchiney,administrateur,1938,Annuaire industriel 1938,afrique-du-nord-alfa-le-pontet-70adee,Péchiney,alfasocfabricationpatescellulose,exact_single_token,3,annotation
massenet,alfred,Alfred & Cie,administrateur,1938,"ANNUAIRE INDUSTRIEL, 1938",afrique-equatoriale-ann-indus-1938-aef-884e7d,Alfred,banqueafrique,exact_single_token,3,annotation
massenet-m,quatrefreresgustaveemilealfredalphonsedenis,"Les quatre frères Gustave, Émile, Alfred et Alphonse Denis",administrateur,1958,"Espalion, Ardèche, 1880-Paris, 1958",afrique-du-nord-aec-1922-maroc-ba808c,frère d'Alfred,marocaineexplosifsaccessoiresmines,prefix,3,annotation
masset-e,transportsmory,Transports Mory,administrateur,1951,Annuaire des entreprises coloniales,afrique-du-nord-aec-1951-maroc-0655fe,Transp. Mory,marocainetransportsmaritimes,prefix,3,annotation
merlet,messageriesfluvialescongo,Messageries fluviales du Congo,administrateur,1922,Annuaire des entreprises coloniales,afrique-equatoriale-aec-1922-aef-cameroun-8e0ebc,Messag. fluv. Congo,exploitationsforestieresafricaines,prefix,3,annotation
mory-g,transportsmory,Transports Mory,administrateur,1955,"Belley, 1888-Paris, 1955",afrique-occidentale-aec-1951-aof-togo-9a864d,Transp. Mory,unioncomptoirsoutremerunicomer,prefix,3,annotation
nerot-e,secteurelectriquevoutesalger,Secteur électrique des Voûtes d'Alger,administrateur,1952,"selon Maurice Dupont, Esprit, août 1952",afrique-du-nord-aec-1951-maroc-0655fe,Secteur éléc. voûtes d'Alger,nordafricaineentreprise,prefix_exact_length,3,annotation
nesty-p,indochinefilmscinemas,Indochine films et cinémas,administrateur,1942,"L’Écho annamite, 6 mai 1942",inde-indochine-ic-luminescence-et-radio-44def7,Indoch. films et cinémas,indochinephonoradio,prefix,3,annotation
nicol-l,societeanonymedesanciensetablissementsjulesburki,Société anonyme des Anciens Établissements Jules Burki,administrateur,1951,Annuaire des entreprises coloniales,afrique-occidentale-aec-1951-aof-togo-9a864d,Anc. Éts Burki,transportsmaritimesafriqueoccidentalectm,prefix,3,annotation
nicolas,gal,Le Gal,administrateur,1924,Annuaire des valeurs de l’Afrique du Nord 1924,afrique-du-nord-marocaine-ain-sikh-d22de2,général,marocaineainsikh,exact_single_token,3,annotation
