from_company_id,to_company_id,from_name,to_name,n_references
collectiontitrescoloniauxsergevolper,navigationpaquet,Collection de titres coloniaux de Serge Volper,Compagnie de navigation Paquet,1
collectiontitrescoloniauxsergevolper,servicescontractuelsmessageriesmaritimes,Collection de titres coloniaux de Serge Volper,Société des Services contractuels des messageries maritimes,1
collectiontitrescoloniauxsergevolper,vapeurs,Collection de titres coloniaux de Serge Volper,Vapeurs français,1
collectiontitrescoloniauxsergevolper,vinicolemediterranee,Collection de titres coloniaux de Serge Volper,Société Vinicole de la Méditerranée,1
collectiontitrescoloniauxsergevolper,brasseriealgergauloise,Collection de titres coloniaux de Serge Volper,Brasserie d'Alger « La Gauloise »,1
collectiontitrescoloniauxsergevolper,algerienneoubrasseriealgerienneoran,Collection de titres coloniaux de Serge Volper,L'Algérienne ou Brasserie l'Algérienne d'Oran,1
collectiontitrescoloniauxsergevolper,caveschateau,Collection de titres coloniaux de Serge Volper,Caves du Château,1
collectiontitrescoloniauxsergevolper,cellulosesafriquenord,Collection de titres coloniaux de Serge Volper,Société des Celluloses de l'Afrique française du Nord,1
collectiontitrescoloniauxsergevolper,chavonselles,Collection de titres coloniaux de Serge Volper,Chavon et Sellès,1
collectiontitrescoloniauxsergevolper,cheminsferestalgerien,Collection de titres coloniaux de Serge Volper,Compagnie des Chemins de fer de l'Est-Algérien,1
collectiontitrescoloniauxsergevolper,colonialeafriquenorddjamaa,Collection de titres coloniaux de Serge Volper,"Compagnie Coloniale de l'Afrique du Nord, Djamaa",1
collectiontitrescoloniauxsergevolper,commercialecolonsalgeriens,Collection de titres coloniaux de Serge Volper,Société Commerciale des Colons algériens,1
collectiontitrescoloniauxsergevolper,ceresfabricationventetousengraisproduitsviticoles,Collection de titres coloniaux de Serge Volper,"Compagnie Cérès, pour la fabrication et la vente de tous engrais et produits viticoles",1
collectiontitrescoloniauxsergevolper,etablissementdocksarsenauxtelegraphesportsafrique,Collection de titres coloniaux de Serge Volper,"Compagnie générale d’établissement des Docks, arsenaux, télégraphes et ports d’Afrique",1
collectiontitrescoloniauxsergevolper,cotonniereafricaine,Collection de titres coloniaux de Serge Volper,Cotonnière Africaine,1
collectiontitrescoloniauxsergevolper,industrielleminierecuivresalgeriehassibenhendjir,Collection de titres coloniaux de Serge Volper,"Cie Industrielle et Minière des cuivres d’Algérie, Hassi-Ben-Hendjir",1
collectiontitrescoloniauxsergevolper,cotonsalgerie,Collection de titres coloniaux de Serge Volper,Cotons d'Algérie,1
collectiontitrescoloniauxsergevolper,cotonsproduitsagricolesalgeriensalgeraligathamboufarikcotonlin,Collection de titres coloniaux de Serge Volper,"Compagnie française des Cotons et produits agricoles algériens, Alger, Ali-Gatham, Boufarik… Coton, lin…",1
collectiontitrescoloniauxsergevolper,creditfoncieragricolealgerie,Collection de titres coloniaux de Serge Volper,Crédit foncier et agricole d'Algérie,1
collectiontitrescoloniauxsergevolper,distilleriebadoilmustapha,Collection de titres coloniaux de Serge Volper,"Distillerie Badoil, Mustapha",1
collectiontitrescoloniauxsergevolper,distillerieliqueurmandarinebougie,Collection de titres coloniaux de Serge Volper,Distillerie de liqueur de mandarine de Bougie,1
collectiontitrescoloniauxsergevolper,docksoran,Collection de titres coloniaux de Serge Volper,Docks d'Oran,1
collectiontitrescoloniauxsergevolper,domainechapeaugendarme,Collection de titres coloniaux de Serge Volper,Domaine du Chapeau de Gendarme,1
collectiontitrescoloniauxsergevolper,domainesaintcharlesboufarik,Collection de titres coloniaux de Serge Volper,"Domaine Saint-Charles, Boufarik",1
collectiontitrescoloniauxsergevolper,domainesafricains,Collection de titres coloniaux de Serge Volper,Domaines africains,1
collectiontitrescoloniauxsergevolper,domainesalgeriens,Collection de titres coloniaux de Serge Volper,Société des Domaines algériens,1
collectiontitrescoloniauxsergevolper,societesdomainesdarhoussa,Collection de titres coloniaux de Serge Volper,Sociétés des Domaines de Darhoussa,1
collectiontitrescoloniauxsergevolper,domainehabramacta,Collection de titres coloniaux de Serge Volper,Société du domaine de l'Habra et de la Macta,1
collectiontitrescoloniauxsergevolper,domainejulienguethna,Collection de titres coloniaux de Serge Volper,Domaine Julien de la Guethna,1
collectiontitrescoloniauxsergevolper,domainekarmoudahrandonpresbone,Collection de titres coloniaux de Serge Volper,"Société du Domaine de Karmoudah, Randon, près Bône",1
collectiontitrescoloniauxsergevolper,domainetorschmina,Collection de titres coloniaux de Serge Volper,"Domaine Torsch, La Mina",1
collectiontitrescoloniauxsergevolper,domaineskeroulisaintemouchent,Collection de titres coloniaux de Serge Volper,Domaines du Kéroulis à Aïn-Témouchent,1
collectiontitrescoloniauxsergevolper,elevagehautsplateauxalgeriens,Collection de titres coloniaux de Serge Volper,Élevage des Hauts-Plateaux algériens,1
collectiontitrescoloniauxsergevolper,etudesminieresbougie,Collection de titres coloniaux de Serge Volper,Société d'Études minières de Bougie,1
collectiontitrescoloniauxsergevolper,etudesrecherchesexploitationpetrolesalgerie,Collection de titres coloniaux de Serge Volper,"Société d'Études, de recherches et d'exploitation des pétroles en Algérie",1
collectiontitrescoloniauxsergevolper,exploitationsforestieresminierespetitekabylie,Collection de titres coloniaux de Serge Volper,Société d'Exploitations forestières et minières de la Petite-Kabylie,1
collectiontitrescoloniauxsergevolper,fermesalgeriennes,Collection de titres coloniaux de Serge Volper,Société des Fermes algeriennes,1
collectiontitrescoloniauxsergevolper,fermesfrancaisesalgerie,Collection de titres coloniaux de Serge Volper,Société des Fermes francaises d'Algérie,1
collectiontitrescoloniauxsergevolper,filtreriefrancoalgerienne,Collection de titres coloniaux de Serge Volper,Filtrerie franco-algérienne,1
collectiontitrescoloniauxsergevolper,foncierevignoblesfrancealgerie,Collection de titres coloniaux de Serge Volper,La Foncière des Vignobles de France et d'Algérie,1
collectiontitrescoloniauxsergevolper,francoafricainepatesalfa,Collection de titres coloniaux de Serge Volper,Société Franco-Africaine des Pâtes d'alfa,1
collectiontitrescoloniauxsergevolper,francoalgeriennelocationfutailles,Collection de titres coloniaux de Serge Volper,Société Franco-Algérienne de Location de futailles,1
collectiontitrescoloniauxsergevolper,gazalcooldistilleriessahel,Collection de titres coloniaux de Serge Volper,Société du Gaz d’alcool et des distilleries du Sahel,1
collectiontitrescoloniauxsergevolper,glacieresrazelainoran,Collection de titres coloniaux de Serge Volper,"Glacières de Raz-el-Aïn, Oran, puis Entrepôts frigorifiques et glacières de l’Oranie",1
collectiontitrescoloniauxsergevolper,grandsdomainesfrancealgerietunisie,Collection de titres coloniaux de Serge Volper,"Grands Domaines de France, d’Algérie et de Tunisie",1
collectiontitrescoloniauxsergevolper,huileriessavonneriesalgeriennes,Collection de titres coloniaux de Serge Volper,"Huileries et savonneries algériennes, puis Huilerie et savonnerie de Kabylie, Mirabeau",1
collectiontitrescoloniauxsergevolper,huileriesalgerienneselkseur,Collection de titres coloniaux de Serge Volper,"Huileries algériennes, El-Kseur",1
collectiontitrescoloniauxsergevolper,industrielleafriquenordtraitementsousproduitsvigneolivier,Collection de titres coloniaux de Serge Volper,Société Industrielle de l'Afrique du Nord pour le traitement des sous-produits de la vigne et de l'olivier,1
collectiontitrescoloniauxsergevolper,industrielleminiereainsefra,Collection de titres coloniaux de Serge Volper,Société Industrielle et Minière d'Aïn-Sefra,1
collectiontitrescoloniauxsergevolper,mounaalimentationnordafricain,Collection de titres coloniaux de Serge Volper,"La Mouna, Société française d'alimentation du Nord-Africain",1
collectiontitrescoloniauxsergevolper,lesieurafrique,Collection de titres coloniaux de Serge Volper,Lesieur-Afrique,1
collectiontitrescoloniauxsergevolper,fusionneeliegeshamendaspetitekabylie,Collection de titres coloniaux de Serge Volper,Société fusionnée des Lièges des Hamendas et de Petite-Kabylie,1
collectiontitrescoloniauxsergevolper,manufacturetapisalgeriens,Collection de titres coloniaux de Serge Volper,"Manufacture de tapis algériens, puis Manufacture de tapis d'art",1
collectiontitrescoloniauxsergevolper,manufacturetapisorient,Collection de titres coloniaux de Serge Volper,Manufacture de tapis d'Orient,1
collectiontitrescoloniauxsergevolper,marbrierefelfelahernandezabeillefils,Collection de titres coloniaux de Serge Volper,"Société Marbrière de Felféla, Hernandez, Abeille fils & Cie",1
collectiontitrescoloniauxsergevolper,marmaro,Collection de titres coloniaux de Serge Volper,Marmaro,1
collectiontitrescoloniauxsergevolper,mineraisfermagnetiquecollo,Collection de titres coloniaux de Serge Volper,Compagnie des minerais de fer magnétique de Collo,1
collectiontitrescoloniauxsergevolper,omniumminesalgerietunisie,Collection de titres coloniaux de Serge Volper,Omnium Société générale de mines d'Algérie-Tunisie,1
collectiontitrescoloniauxsergevolper,minesantimoinealgerie,Collection de titres coloniaux de Serge Volper,Mines d'antimoine d'Algérie,1
collectiontitrescoloniauxsergevolper,minesboudjoudoun,Collection de titres coloniaux de Serge Volper,Société des mines de Boudjoudoun,1
collectiontitrescoloniauxsergevolper,minesboudoukha,Collection de titres coloniaux de Serge Volper,Société des mines de Boudoukha,1
collectiontitrescoloniauxsergevolper,minesboumedran,Collection de titres coloniaux de Serge Volper,Société des mines de Bou-Medran,1
collectiontitrescoloniauxsergevolper,minescavallo,Collection de titres coloniaux de Serge Volper,Société des mines de Cavallo,1
collectiontitrescoloniauxsergevolper,mineschellala,Collection de titres coloniaux de Serge Volper,Société des mines du Chellala,1
collectiontitrescoloniauxsergevolper,minescuivreachaiches,Collection de titres coloniaux de Serge Volper,Société des mines de cuivre des Achaiches,1
collectiontitrescoloniauxsergevolper,minescuivretenes,Collection de titres coloniaux de Serge Volper,"Société des Mines de cuivre de Ténès, puis Mines de cuivre de Ténès",1
collectiontitrescoloniauxsergevolper,minesdjebelforer,Collection de titres coloniaux de Serge Volper,Société des mines du Djebel-Forer,1
collectiontitrescoloniauxsergevolper,exploitationminesferainoudrer,Collection de titres coloniaux de Serge Volper,Société d'exploitation des mines de fer d'Aïn-Oudrer,1
collectiontitrescoloniauxsergevolper,minesferbeniaicha,Collection de titres coloniaux de Serge Volper,Société des Mines de fer de Beni-Aïcha,1
collectiontitrescoloniauxsergevolper,minesferlarrath,Collection de titres coloniaux de Serge Volper,Compagnie des mines de fer de Larrath,1
collectiontitrescoloniauxsergevolper,minesferrouina,Collection de titres coloniaux de Serge Volper,Société des mines de fer Rouina,1
collectiontitrescoloniauxsergevolper,algeriennemines,Collection de titres coloniaux de Serge Volper,"Société Algérienne des mines, puis Algérienne des Mines du Gueldaman",1
collectiontitrescoloniauxsergevolper,minesguelma,Collection de titres coloniaux de Serge Volper,Société des mines de Guelma,1
collectiontitrescoloniauxsergevolper,mineskabylie,Collection de titres coloniaux de Serge Volper,Société des Mines de la Kabylie,1
collectiontitrescoloniauxsergevolper,mineskoudiattouba,Collection de titres coloniaux de Serge Volper,Société des mines du Koudiat-Touba,1
collectiontitrescoloniauxsergevolper,minesmercuretaghittarhitoutarhit,Collection de titres coloniaux de Serge Volper,"Société des mines de mercure de Taghit, Tarhit ou Tar'hit",1
collectiontitrescoloniauxsergevolper,minesouastamesloula,Collection de titres coloniaux de Serge Volper,Compagnie des mines de Ouasta et de Mesloula,1
collectiontitrescoloniauxsergevolper,minesouedoudina,Collection de titres coloniaux de Serge Volper,Mines de l'Oued-Oudina,1
collectiontitrescoloniauxsergevolper,minesrarelmadenfer,Collection de titres coloniaux de Serge Volper,"Compagnie des Mines de Rar-El-Maden, fer",1
collectiontitrescoloniauxsergevolper,minesraselma,Collection de titres coloniaux de Serge Volper,Société des mines de Ras-el-Ma,1
collectiontitrescoloniauxsergevolper,zaccarfer,Collection de titres coloniaux de Serge Volper,"Zaccar, fer",1
collectiontitrescoloniauxsergevolper,mineszincguergour,Collection de titres coloniaux de Serge Volper,Société des mines de zinc du Guergour,1
collectiontitrescoloniauxsergevolper,mineszincainarko,Collection de titres coloniaux de Serge Volper,Société des mines de zinc d'Aïn-Arko,1
collectiontitrescoloniauxsergevolper,minierealgerienne,Collection de titres coloniaux de Serge Volper,Société Minière Algérienne,1
collectiontitrescoloniauxsergevolper,miniereboumarouf,Collection de titres coloniaux de Serge Volper,Société minière de Bou-Marouf,1
collectiontitrescoloniauxsergevolper,minieredjebelfelten,Collection de titres coloniaux de Serge Volper,Société minière du Djebel-Felten,1
collectiontitrescoloniauxsergevolper,minieredjebelgustar,Collection de titres coloniaux de Serge Volper,Compagnie minière du Djebel-Gustar,1
collectiontitrescoloniauxsergevolper,minieredjebelsmassermaaziz,Collection de titres coloniaux de Serge Volper,Société minière des Djebels Masser et Maaziz,1
collectiontitrescoloniauxsergevolper,minieredjendli,Collection de titres coloniaux de Serge Volper,Compagnie minière du Djendli,1
collectiontitrescoloniauxsergevolper,minieremercure,Collection de titres coloniaux de Serge Volper,Société Minière Française du Mercure,1
collectiontitrescoloniauxsergevolper,minierefrancoafricaine,Collection de titres coloniaux de Serge Volper,Société Minière Franco-Africaine,1
collectiontitrescoloniauxsergevolper,minieremetallurgiquecaronte,Collection de titres coloniaux de Serge Volper,Compagnie minière et métallurgique de Caronte,1
collectiontitrescoloniauxsergevolper,phosphatesmzaita,Collection de titres coloniaux de Serge Volper,"Compagnie des Phosphates du M'Zaïta, puis",1
collectiontitrescoloniauxsergevolper,minierenordafriquesaintetienne,Collection de titres coloniaux de Serge Volper,"Société Minière du Nord de l'Afrique, Saint-Étienne",1
collectiontitrescoloniauxsergevolper,mitidja,Collection de titres coloniaux de Serge Volper,La Mitidja,1
collectiontitrescoloniauxsergevolper,moulinskhroubkroubs,Collection de titres coloniaux de Serge Volper,"Les Moulins du Khroub, Kroubs",1
collectiontitrescoloniauxsergevolper,nordafricainetissagemain,Collection de titres coloniaux de Serge Volper,Société Nord-Africaine de Tissage à main,1
collectiontitrescoloniauxsergevolper,airliquide,Collection de titres coloniaux de Serge Volper,L'Air liquide,1
collectiontitrescoloniauxsergevolper,oasisnordafricain,Collection de titres coloniaux de Serge Volper,Societe des Oasis du Nord-Africain,1
collectiontitrescoloniauxsergevolper,omniumminiernordafricain,Collection de titres coloniaux de Serge Volper,Omnium minier nord-africain,1
collectiontitrescoloniauxsergevolper,oranaisefutaille,Collection de titres coloniaux de Serge Volper,Société Oranaise de Futaille,1
collectiontitrescoloniauxsergevolper,ouenza,Collection de titres coloniaux de Serge Volper,Société de l'Ouenza,1
collectiontitrescoloniauxsergevolper,ouledsellemainsmara,Collection de titres coloniaux de Serge Volper,"Société des Ouled-Sellem, Aïn-Smara",1
collectiontitrescoloniauxsergevolper,phosphatescheliff,Collection de titres coloniaux de Serge Volper,Phosphates du Chéliff,1
collectiontitrescoloniauxsergevolper,phosphatesconstantine,Collection de titres coloniaux de Serge Volper,Compagnie des Phosphates de Constantine,1
collectiontitrescoloniauxsergevolper,phosphatesmaadid,Collection de titres coloniaux de Serge Volper,Société des Phosphates des Maâdid,1
collectiontitrescoloniauxsergevolper,phosphatesdyr,Collection de titres coloniaux de Serge Volper,Compagnie des Phosphates du Dyr,1
collectiontitrescoloniauxsergevolper,probios,Collection de titres coloniaux de Serge Volper,Probios,1
collectiontitrescoloniauxsergevolper,produitschimiquesexploitationsminieresalgerieparisbonebenisaid,Collection de titres coloniaux de Serge Volper,"Produits chimiques et d'exploitations minières d'Algérie, Paris, Bône, Béni-Saïd",1
collectiontitrescoloniauxsergevolper,progres,Collection de titres coloniaux de Serge Volper,Le Progrès,1
collectiontitrescoloniauxsergevolper,sarl1903recherchesminierescanrobert,Collection de titres coloniaux de Serge Volper,"Sarl, 1903 Recherches minières de Canrobert",1
collectiontitrescoloniauxsergevolper,siliciaexploitationkieselghuralgerien,Collection de titres coloniaux de Serge Volper,"Silicia, S.A. d’exploitation de Kieselghur algérien",1
collectiontitrescoloniauxsergevolper,algerienne,Collection de titres coloniaux de Serge Volper,Société générale algérienne,1
collectiontitrescoloniauxsergevolper,mobiloilnordafricaine,Collection de titres coloniaux de Serge Volper,Mobil Oil nord-africaine,1
collectiontitrescoloniauxsergevolper,tonnelleriesmodernes,Collection de titres coloniaux de Serge Volper,Société des Tonnelleries modernes,1
collectiontitrescoloniauxsergevolper,unionphosphatesrhirastocqueville,Collection de titres coloniaux de Serge Volper,Union des Phosphates des Rhiras et de Tocqueville,1
collectiontitrescoloniauxsergevolper,unionvinicolealgeriennedunkerquecorbehem,Collection de titres coloniaux de Serge Volper,"Union vinicole algérienne, Dunkerque, Corbehem",1
collectiontitrescoloniauxsergevolper,vignoblesmediterraneedomainemonvilleduzerville,Collection de titres coloniaux de Serge Volper,"Compagnie des Vignobles de la Méditerranée, domaine de Monville à Duzerville",1
collectiontitrescoloniauxsergevolper,vinsmidialgeriebezierssete,Collection de titres coloniaux de Serge Volper,"Cie générale des Vins du Midi et d'Algérie, Béziers, Sète",1
collectiontitrescoloniauxsergevolper,agricoleimmobilierefrancoafricaineenfida,Collection de titres coloniaux de Serge Volper,Société agricole et immobilière franco-africaine Enfida,1
collectiontitrescoloniauxsergevolper,banquefrancotunisiennepretsmobiliersmontspietetunisie,Collection de titres coloniaux de Serge Volper,Banque franco-tunisienne de prêts mobiliers et monts-de-piété de Tunisie,1
collectiontitrescoloniauxsergevolper,banquetunisie,Collection de titres coloniaux de Serge Volper,Banque de Tunisie,1
collectiontitrescoloniauxsergevolper,creditfonciertunisie,Collection de titres coloniaux de Serge Volper,Crédit foncier de Tunisie,1
collectiontitrescoloniauxsergevolper,eauxmineralesnaturellesaingarci,Collection de titres coloniaux de Serge Volper,Eaux minérales naturelles d'Aïn-Garci,1
collectiontitrescoloniauxsergevolper,eauxthermalesdomainekorbous,Collection de titres coloniaux de Serge Volper,Compagnie des Eaux thermales et du domaine de Korbous,1
collectiontitrescoloniauxsergevolper,energieelectriquevillebizerte,Collection de titres coloniaux de Serge Volper,Société d'Énergie électrique de la ville de Bizerte,1
collectiontitrescoloniauxsergevolper,exploitationsminierestunisie,Collection de titres coloniaux de Serge Volper,Exploitations minières en Tunisie,1
collectiontitrescoloniauxsergevolper,fermesfrancaisestunisie,Collection de titres coloniaux de Serge Volper,Société des Fermes francaises de Tunisie,1
collectiontitrescoloniauxsergevolper,fermierecheminsfertunisiens,Collection de titres coloniaux de Serge Volper,Cie Fermière des chemins de fer tunisiens,1
collectiontitrescoloniauxsergevolper,foncieretunisie,Collection de titres coloniaux de Serge Volper,Société Foncière de Tunisie,1
collectiontitrescoloniauxsergevolper,gazregiecointeresseeeauxtunis,Collection de titres coloniaux de Serge Volper,Compagnie du Gaz et régie co-intéressée des eaux de Tunis,1
collectiontitrescoloniauxsergevolper,alfastunisiens,Collection de titres coloniaux de Serge Volper,Compagnie Générale des Alfas tunisiens,1
collectiontitrescoloniauxsergevolper,huileriessaheltunisien,Collection de titres coloniaux de Serge Volper,Société générale des Huileries du Sahel tunisien,1
collectiontitrescoloniauxsergevolper,immobilieretunisie,Collection de titres coloniaux de Serge Volper,Société Immobilière de Tunisie,1
collectiontitrescoloniauxsergevolper,magasinsgenerauxentrepotreeltunis,Collection de titres coloniaux de Serge Volper,Magasins généraux et entrepôt réel de Tunis,1
collectiontitrescoloniauxsergevolper,mineschabetkohol,Collection de titres coloniaux de Serge Volper,Compagnie des mines de Chabet-Kohol,1
collectiontitrescoloniauxsergevolper,minesdjebelkebouch,Collection de titres coloniaux de Serge Volper,Société des mines du Djebel-Kebouch,1
collectiontitrescoloniauxsergevolper,minesdjebelmelalis,Collection de titres coloniaux de Serge Volper,Société des mines du Djebel-Mélalis,1
collectiontitrescoloniauxsergevolper,minesdjebelsekarna,Collection de titres coloniaux de Serge Volper,Société des mines du Djebel-Sekarna,1
collectiontitrescoloniauxsergevolper,minesfedjeladoum,Collection de titres coloniaux de Serge Volper,Société des mines de Fedj-el-Adoum,1
collectiontitrescoloniauxsergevolper,minesplombzinckohol,Collection de titres coloniaux de Serge Volper,Société des Mines de plomb et de zinc du Kohol,1
collectiontitrescoloniauxsergevolper,belgeminesreunies,Collection de titres coloniaux de Serge Volper,Société belge des Mines réunies,1
collectiontitrescoloniauxsergevolper,sidibouaouane,Collection de titres coloniaux de Serge Volper,Sidi-Bou-Aouane,1
collectiontitrescoloniauxsergevolper,sididriss,Collection de titres coloniaux de Serge Volper,Sidi-Driss,1
collectiontitrescoloniauxsergevolper,mineszincainnouba,Collection de titres coloniaux de Serge Volper,Société des mines de zinc d'Aïn-Nouba,1
collectiontitrescoloniauxsergevolper,mineszinccapbon,Collection de titres coloniaux de Serge Volper,Société des Mines de zinc du Cap-Bon,1
collectiontitrescoloniauxsergevolper,minierefedjassene,Collection de titres coloniaux de Serge Volper,Société minière de Fedj-Assene,1
collectiontitrescoloniauxsergevolper,minieredjebelazered,Collection de titres coloniaux de Serge Volper,Société minière du Djebel-Azered,1
collectiontitrescoloniauxsergevolper,minierefrancotunisienne,Collection de titres coloniaux de Serge Volper,Compagnie Minière franco-tunisienne,1
collectiontitrescoloniauxsergevolper,minierekanguet,Collection de titres coloniaux de Serge Volper,"Société minière du Kanguet, puis Société nouvelle du Kanguet",1
collectiontitrescoloniauxsergevolper,banquetunisiennepretsgages,Collection de titres coloniaux de Serge Volper,"Banque tunisienne de prêts sur gages, puis Société des monts-de-piété de Tunisie",1
collectiontitrescoloniauxsergevolper,nebida,Collection de titres coloniaux de Serge Volper,Société de Nebida,1
collectiontitrescoloniauxsergevolper,oasiselhammadjerid,Collection de titres coloniaux de Serge Volper,"L'Oasis, El-Hamma du Djerid",1
collectiontitrescoloniauxsergevolper,olivettessudtunisien,Collection de titres coloniaux de Serge Volper,Société des Olivettes du Sud-Tunisien,1
collectiontitrescoloniauxsergevolper,omniumimmobiliertunisien,Collection de titres coloniaux de Serge Volper,Omnium immobilier tunisien,1
collectiontitrescoloniauxsergevolper,tunisiennephosphatesdjebelmdilla,Collection de titres coloniaux de Serge Volper,Compagnie tunisienne des Phosphates du Djebel-M'dilla,1
collectiontitrescoloniauxsergevolper,phosphatesouartane,Collection de titres coloniaux de Serge Volper,Compagnie des Phosphates des Ouartane,1
collectiontitrescoloniauxsergevolper,phosphatestunisiens,Collection de titres coloniaux de Serge Volper,"Société des Phosphates tunisiens, puis Pierrefitte–Kalaa-Djerba, puis Pierrefitte .",1
collectiontitrescoloniauxsergevolper,portstunissoussesfax,Collection de titres coloniaux de Serge Volper,"Compagnie des Ports de Tunis, Sousse et Sfax",1
collectiontitrescoloniauxsergevolper,recherchesminieresfalta,Collection de titres coloniaux de Serge Volper,Société de Recherches minières du Falta,1
collectiontitrescoloniauxsergevolper,salinestunisie,Collection de titres coloniaux de Serge Volper,Société des Salines de Tunisie,1
collectiontitrescoloniauxsergevolper,stationshivernalesafricaines,Collection de titres coloniaux de Serge Volper,Stations hivernales africaines,1
collectiontitrescoloniauxsergevolper,syndicatlyonnaisnordafricain,Collection de titres coloniaux de Serge Volper,Syndicat lyonnais nord-africain,1
collectiontitrescoloniauxsergevolper,tamera,Collection de titres coloniaux de Serge Volper,Société de Tamera,1
collectiontitrescoloniauxsergevolper,thonairebordjkhadidja,Collection de titres coloniaux de Serge Volper,Thonaire de Bordj-Khadidja,1
collectiontitrescoloniauxsergevolper,thonairerasmarsa,Collection de titres coloniaux de Serge Volper,Société de la Thonaire de Ras-Marsa,1
collectiontitrescoloniauxsergevolper,tunisienneelectricitetransports,Collection de titres coloniaux de Serge Volper,Cie des Tunisienne d'électricité et de transports,1
collectiontitrescoloniauxsergevolper,tunisienneautomobile,Collection de titres coloniaux de Serge Volper,La Tunisienne Automobile,1
collectiontitrescoloniauxsergevolper,tunisiennecultures,Collection de titres coloniaux de Serge Volper,Société Tunisienne de cultures,1
collectiontitrescoloniauxsergevolper,tunisiennefonciereagricoleindustrielle,Collection de titres coloniaux de Serge Volper,"Compagnie Tunisienne, foncière, agricole et industrielle",1
collectiontitrescoloniauxsergevolper,tunisienneminesmetalliquesplombzinc,Collection de titres coloniaux de Serge Volper,"Cie Tunisienne de Mines métalliques, plomb, zinc",1
collectiontitrescoloniauxsergevolper,vignobleszayana,Collection de titres coloniaux de Serge Volper,Société des Vignobles de Zayana,1
collectiontitrescoloniauxsergevolper,africainepetroles,Collection de titres coloniaux de Serge Volper,Société Africaine des Pétroles,1
collectiontitrescoloniauxsergevolper,agricoledoukkala,Collection de titres coloniaux de Serge Volper,Société Agricole des Doukkala,1
collectiontitrescoloniauxsergevolper,bordeauxmaroc,Collection de titres coloniaux de Serge Volper,Bordeaux-Maroc,1
collectiontitrescoloniauxsergevolper,brasseriesmaroc,Collection de titres coloniaux de Serge Volper,"Société des Brasseries du Maroc, puis Boissons du Maroc",1
collectiontitrescoloniauxsergevolper,brasseriesnordmarocain,Collection de titres coloniaux de Serge Volper,Société des Brasseries du Nord-Marocain,1
collectiontitrescoloniauxsergevolper,carrieresmarocaines,Collection de titres coloniaux de Serge Volper,Société des Carrières marocaines,1
collectiontitrescoloniauxsergevolper,chauxcimentsmateriauxconstructionmaroc,Collection de titres coloniaux de Serge Volper,"Chaux, ciments et matériaux de construction au Maroc",1
collectiontitrescoloniauxsergevolper,cherifiennemines,Collection de titres coloniaux de Serge Volper,Société Chérifienne des Mines,1
collectiontitrescoloniauxsergevolper,cherifiennepetroles,Collection de titres coloniaux de Serge Volper,Société Chérifienne des Pétroles,1
collectiontitrescoloniauxsergevolper,cherifiennesouss,Collection de titres coloniaux de Serge Volper,Société Chérifienne du Souss,1
collectiontitrescoloniauxsergevolper,cimentsagadir,Collection de titres coloniaux de Serge Volper,Société des Ciments d'Agadir,1
collectiontitrescoloniauxsergevolper,1923clovistreboz,Collection de titres coloniaux de Serge Volper,"S.A., 1923 Clovis Tréboz",1
collectiontitrescoloniauxsergevolper,marocaine,Collection de titres coloniaux de Serge Volper,Compagnie marocaine,1
collectiontitrescoloniauxsergevolper,comptoirsmarocains,Collection de titres coloniaux de Serge Volper,Société française des Comptoirs marocains,1
collectiontitrescoloniauxsergevolper,culturesindustriellesmaroc,Collection de titres coloniaux de Serge Volper,Société de Cultures industrielles au Maroc,1
collectiontitrescoloniauxsergevolper,commercemaroc,Collection de titres coloniaux de Serge Volper,Compagnie Générale de Commerce au Maroc,1
collectiontitrescoloniauxsergevolper,recherchesforages,Collection de titres coloniaux de Serge Volper,"Société de Recherches et de forages, puis S.A. de gérance des bruttos de la Société de recherches et de forages",1
collectiontitrescoloniauxsergevolper,liegesmamora,Collection de titres coloniaux de Serge Volper,"Société des Lièges de la Mamora, puis Compagnie de la Mamora",1
collectiontitrescoloniauxsergevolper,marocaineapprovisionnement,Collection de titres coloniaux de Serge Volper,Marocaine d'approvisionnement,1
collectiontitrescoloniauxsergevolper,marocaineexploitationsminieresbouarfa,Collection de titres coloniaux de Serge Volper,"Société Marocaine d'Exploitations minières, Bou-Arfa",1
collectiontitrescoloniauxsergevolper,marocaineminesproduitschimiques,Collection de titres coloniaux de Serge Volper,Société Marocaine de mines et de produits chimiques,1
collectiontitrescoloniauxsergevolper,minesaouli,Collection de titres coloniaux de Serge Volper,Société des Mines d'Aouli,1
collectiontitrescoloniauxsergevolper,minesbouarfa,Collection de titres coloniaux de Serge Volper,Société des Mines de Bou-Arfa,1
collectiontitrescoloniauxsergevolper,minesbouskour,Collection de titres coloniaux de Serge Volper,Société des Mines de Bou-Skour,1
collectiontitrescoloniauxsergevolper,minesbramranetensift,Collection de titres coloniaux de Serge Volper,Cie des Mines du Bramrane-Tensift,1
collectiontitrescoloniauxsergevolper,minesdjebelsalrhef,Collection de titres coloniaux de Serge Volper,Société des Mines du Djebel-Salrhef,1
collectiontitrescoloniauxsergevolper,minesentifa,Collection de titres coloniaux de Serge Volper,Société des Mines d'Entifa,1
collectiontitrescoloniauxsergevolper,minesgraphitemarocouminesgraphitesmaroc,Collection de titres coloniaux de Serge Volper,Mines et graphite du Maroc ou Mines et graphites du Maroc,1
collectiontitrescoloniauxsergevolper,minesissougri,Collection de titres coloniaux de Serge Volper,Société des Mines de l'Issougri,1
